codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,15.1569,1.9448,4.4943,11.7864,35.1125,5.992,1.063,1.7216,1.5949,3.5541,3.8463,3.3412
P_VPA,P/VPA,Valuation,x,0.6102,0.2444,0.4117,0.5522,3.5514,1.1549,0.4768,0.4496,0.571,0.5592,0.6917,0.6009
EV_EBITDA,EV/EBITDA,Valuation,x,9.9118,8.0083,10.1923,10.2013,38.636,10.9676,2.3304,3.7104,5.5943,5.349,4.8266,4.3233
EV_EBIT,EV/EBIT,Valuation,x,9.9118,8.0083,10.1923,10.2013,38.636,10.9676,2.3304,3.7104,5.5943,5.349,4.8266,4.3233
EV_RECEITA,EV/Receita,Valuation,x,0.8856,0.5358,0.6972,0.8821,3.3597,1.1858,0.523,0.5716,0.7324,0.6988,0.7929,0.7102
DY,Dividend Yield,Valuation,%,1.0336,0.489,1.8564,1.6879,0.1714,,9.2572,,22.0842,,6.7053,7.7191
PAYOUT,Payout,Valuation,%,70.4252,4.2754,22.5491,40.6348,12.296,,19.473,,71.892,,44.0007,44.0007
ROE,ROE,Rentabilidade,%,0.8956,2.8282,3.4396,2.3174,5.0728,10.2692,25.4046,13.2025,19.1047,7.9551,10.9702,10.9702
ROA,ROA,Rentabilidade,%,0.5206,1.6652,2.0688,1.3667,2.9201,5.7289,13.7852,7.1947,10.8377,4.5634,6.3962,6.3962
ROIC,ROIC,Rentabilidade,%,4.5866,3.3232,3.47,4.2906,5.0287,6.7437,15.9914,10.0382,7.7278,7.8716,10.1001,10.1001
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,8.935,6.6909,6.8407,8.6467,8.6959,10.812,22.4427,15.4056,13.0913,13.0634,16.4269,16.4269
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,0.9191,2.934,3.4792,2.295,4.3049,8.0205,17.4722,10.2564,15.7686,6.9283,9.5938,9.5938
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.903,4.174,4.0143,3.8117,3.1255,2.1658,0.6927,1.3709,1.6732,1.4986,0.9942,0.9942
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.2527,0.2661,0.2675,0.3294,0.3126,0.2842,0.2017,0.2634,0.2436,0.2176,0.1794,0.1794
ICJ,ICJ,Endividamento,x,0.8914,1.908,0.8704,0.9223,0.9279,0.9298,3.014,1.6393,1.6892,0.9926,1.3645,1.3645
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,59.0363,66.6742,69.7851,64.7069,55.4459,54.2327,44.168,42.1564,43.1549,40.9063,29.8406,29.8406
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.8464,0.8679,0.8572,0.9705,1.1447,1.2166,1.5318,1.5166,1.7771,1.7148,2.1635,2.1635
LIQ_SECA,Liquidez Seca,Liquidez,x,0.4559,0.5201,0.5407,0.582,0.7075,0.855,1.0046,0.8705,1.1396,1.0638,1.2485,1.2485
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6984,0.7164,0.7565,0.8163,0.8469,0.9521,0.9896,0.9751,1.0714,1.0365,1.0795,1.0795
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.5664,0.5681,0.5909,0.5739,0.6637,0.6574,0.7049,0.6816,0.6517,0.6255,0.6482,0.6482
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,95.9974,95.3235,90.0867,119.7876,112.7132,116.8624,114.5482,154.4327,142.2923,152.7359,155.795,155.795
PME,PME,Eficiência,dias,95.721,81.7028,72.1065,100.2541,85.8276,81.106,98.7293,122.4773,105.7455,118.0214,136.7933,136.7933
NCG_RECEITA,NCG/Receita,Eficiência,%,7.2687,11.7167,12.0868,19.0473,20.2083,19.7796,21.5214,25.1424,30.7436,27.0455,27.8731,27.8731
