codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,0.6867,-9.75,-1.0,-2.6604,4.5,3.7105,2.6182,3.0551,2.7767,1.9756,4.1886,3.9371
P_VPA,P/VPA,Valuation,x,0.0492,0.0685,0.0927,0.1552,0.3428,0.3157,0.2961,0.4015,0.4702,0.5688,0.719,0.6758
EV_EBITDA,EV/EBITDA,Valuation,x,2.6014,155.1065,-4.239,-11.5047,3.176,2.5605,2.0425,2.1725,2.3878,1.6994,2.3294,2.2036
EV_EBIT,EV/EBIT,Valuation,x,2.6014,155.1065,-4.239,-11.5047,3.176,2.5605,2.0425,2.1725,2.3878,1.6994,2.3294,2.2036
EV_RECEITA,EV/Receita,Valuation,x,0.2706,0.3379,0.7435,0.3041,0.4204,0.3777,0.3712,0.3771,0.4286,0.3832,0.5378,0.5087
DY,Dividend Yield,Valuation,%,69.0248,30.4832,,37.7661,25.0103,25.5461,21.3081,26.819,6.318,21.728,22.3056,23.73
PAYOUT,Payout,Valuation,%,38.6361,2610.846,,110.481,97.1712,71.976,44.0941,61.0454,16.2071,37.7671,48.5177,48.5177
ROE,ROE,Rentabilidade,%,8.7883,0.0793,8.2008,4.933,8.7465,11.0826,14.9179,17.5823,21.7329,33.5769,36.2144,36.2144
ROA,ROA,Rentabilidade,%,4.0183,0.035,3.3392,1.6816,2.5964,3.0777,3.8727,4.2023,5.5028,8.2507,8.1976,8.1976
ROIC,ROIC,Rentabilidade,%,5.0954,0.0936,-4.3204,-1.328,8.42,9.8463,12.6371,14.7195,13.1138,22.2259,20.9606,20.9606
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,10.402,0.2179,-17.5392,-2.6429,13.2364,14.7504,18.1754,17.3592,17.9491,22.547,23.0858,23.0858
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,9.9524,0.1029,18.2794,6.3407,8.2851,10.004,11.752,11.8231,16.4266,21.7314,22.2483,22.2483
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.0659,114.6702,-3.1106,-4.4861,0.7441,0.6496,0.7045,0.6222,0.0402,0.0241,0.2332,0.2332
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.1898,0.1942,0.2557,0.0992,0.1049,0.1073,0.1559,0.1611,0.008,0.0082,0.08,0.08
ICJ,ICJ,Endividamento,x,3.3489,0.0589,-3.0669,-0.5236,4.4956,3.5014,2.0284,1.3937,1.4676,2.9401,2.8725,2.8725
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,44.4239,51.5289,45.3307,44.9749,25.3129,21.3823,10.7544,22.5934,18.0329,12.886,9.3092,9.3092
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,3.6429,3.3431,3.3506,2.9459,4.5172,4.6603,5.749,3.0245,3.4364,3.0307,3.9324,3.9324
LIQ_SECA,Liquidez Seca,Liquidez,x,2.661,2.2733,1.9667,1.8687,2.4252,2.4437,3.2722,1.9788,2.074,1.9414,2.9217,2.9217
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.782,1.6931,1.5899,1.3862,1.3685,1.3092,1.2897,1.2272,1.3285,1.2239,1.2381,1.2381
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4038,0.3321,0.1815,0.2507,0.3133,0.2942,0.3128,0.3333,0.3111,0.3326,0.3255,0.3255
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,416.7871,463.5173,790.1359,438.7744,468.8622,492.775,409.9214,271.4767,379.6256,361.3779,302.8034,302.8034
PME,PME,Eficiência,dias,190.6751,241.3872,489.4198,348.9523,402.2718,466.7467,392.2987,241.8999,329.9245,277.6923,209.7954,209.7954
NCG_RECEITA,NCG/Receita,Eficiência,%,104.4166,122.5806,208.9641,92.3013,89.7295,93.0364,81.4934,45.8963,61.8129,49.5247,49.1056,49.1056
