codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-12.3948,-0.6425,-56.1466,-0.576,-5.3912,2.004,3.3431,-6.2975,2.2079,1.1472,1.9312,2.1538
P_VPA,P/VPA,Valuation,x,-5.3037,-0.2965,-0.1416,-0.1166,-0.2458,-0.8428,-1.4347,-0.8586,-0.8242,24.8374,9.6155,10.7239
EV_EBITDA,EV/EBITDA,Valuation,x,56.0842,-441.0988,9.5318,11.0959,16.5407,7.7369,10.9934,36.504,7.9745,6.0477,9.6195,10.2813
EV_EBIT,EV/EBIT,Valuation,x,70.3415,-441.0988,9.5318,11.0959,16.5407,7.7369,10.9934,36.504,7.9745,6.0477,9.6195,10.2813
EV_RECEITA,EV/Receita,Valuation,x,3.2893,1.2867,1.3718,1.6171,1.7019,1.7077,1.3427,1.1014,0.8082,0.726,1.1538,1.2332
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,-42.7899,-59.4065,-0.2515,-22.4975,-4.6666,-34.6994,-35.3327,-14.6312,-31.458,-220.3553,-8291.823,-8291.823
ROA,ROA,Rentabilidade,%,17.9045,32.6597,0.1648,15.8542,3.4402,18.1045,10.0926,3.4303,6.7575,17.5161,16.0681,16.0681
ROIC,ROIC,Rentabilidade,%,6.0516,-0.464,15.7106,13.7481,9.7699,18.6826,10.7572,3.1567,13.3845,14.685,14.7476,14.7476
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,5.865,-0.2917,14.392,14.5743,10.2893,22.0725,12.2134,3.0172,10.1351,12.005,11.9943,11.9943
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,18.8662,31.0274,0.1695,16.6385,3.6853,21.1774,10.458,3.4519,6.312,16.9377,14.6762,14.6762
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,16.2132,-372.7577,8.8707,10.4383,14.6097,5.8141,8.1307,29.2992,6.5995,4.4292,3.8782,3.8782
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-2.1567,-1.617,-1.8996,-1.8515,-1.8601,-2.5485,-4.0749,-3.4915,-3.9556,67.9687,6.4953,6.4953
ICJ,ICJ,Endividamento,x,0.1778,-0.0086,0.438,0.4406,0.2545,3.6449,2.9347,0.3023,2.1838,2.883,3.2126,3.2126
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,95.0987,98.0138,98.9409,99.5944,5.4937,7.2758,14.8747,20.6782,12.1289,8.8135,7.7424,7.7424
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.4443,0.3731,0.379,0.3503,1.9453,1.7526,1.7218,1.5706,1.7075,1.7396,1.905,1.905
LIQ_SECA,Liquidez Seca,Liquidez,x,0.2929,0.2377,0.2615,0.2117,1.1375,1.1473,0.8326,0.8078,1.0292,1.0729,1.0609,1.0609
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.4047,0.3465,0.3577,0.338,0.3566,0.5036,0.5904,0.5471,0.6046,0.7342,0.7946,0.7946
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.949,0.9894,0.9599,0.9262,0.8858,0.7475,0.8717,1.017,1.0348,0.9895,1.039,1.039
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,183.7068,187.5498,189.6838,216.2654,230.1846,203.0077,280.0074,225.499,183.1998,171.1985,185.7022,185.7022
PME,PME,Eficiência,dias,118.1202,115.1668,109.8029,156.9259,170.2577,166.1451,254.2214,181.3514,168.6941,170.5773,189.49,189.49
NCG_RECEITA,NCG/Receita,Eficiência,%,17.1666,11.3377,29.1601,35.0592,35.8549,32.5293,46.9794,39.9919,28.8111,24.1426,25.6428,25.6428
