codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-1.4145,26.087,155.5,16.7213,7.2998,6.7211,9.2433
P_VPA,P/VPA,Valuation,x,5.4485,1.5758,0.8122,1.2068,0.7163,1.0813,1.4871
EV_EBITDA,EV/EBITDA,Valuation,x,,5.8506,3.1529,3.6302,2.5505,2.6651,3.4735
EV_EBIT,EV/EBIT,Valuation,x,,7.6039,4.3509,4.8389,3.238,3.671,4.7846
EV_RECEITA,EV/Receita,Valuation,x,,1.3087,0.6685,0.8679,0.5924,0.8056,1.05
DY,Dividend Yield,Valuation,%,,3.1367,4.3818,5.326,5.9655,4.5032,3.2744
PAYOUT,Payout,Valuation,%,,86.624,757.171,88.7137,43.5519,31.9331,31.9331
ROE,ROE,Rentabilidade,%,7.6975,8.7056,0.4621,7.1962,10.101,16.1017,16.1017
ROA,ROA,Rentabilidade,%,0.9478,1.9642,0.1393,2.1783,3.1767,5.2582,5.2582
ROIC,ROIC,Rentabilidade,%,7.2042,13.3814,12.6981,15.9303,15.9961,19.142,19.142
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,15.8074,22.3682,21.2027,23.9081,23.2284,30.2283,30.2283
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,1.9319,4.5564,0.3257,4.3718,5.6186,9.1836,9.1836
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.0717,0.2251,0.4986,0.5844,0.7846,0.5107,0.5107
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,2.5645,0.0631,0.1526,0.2315,0.3182,0.2563,0.2563
ICJ,ICJ,Endividamento,x,0.7689,1.0742,0.7221,1.0012,1.1775,1.3692,1.3692
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,15.1742,11.0993,22.1075,23.4707,16.837,14.6993,14.6993
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.8322,2.3261,1.7074,1.0822,0.9291,1.4373,1.4373
LIQ_SECA,Liquidez Seca,Liquidez,x,0.8322,2.3261,1.7074,1.0822,0.9291,1.4373,1.4373
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.1868,0.449,0.404,0.3493,0.3366,0.4247,0.4247
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4906,0.3812,0.4309,0.5088,0.5621,0.5755,0.5755
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,20.5363,18.2102,15.2174,17.5118,4.7006,-0.4063,-0.4063
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,-5.2584,-11.6389,-7.5091,-11.2876,-17.43,-11.3254,-11.3254
