cd_conta,ds_conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,8200.0,9052.0,10304.0,176698.0,132800.0,152801.0,192182.0,250016.0,375294.0,399624.0,502374.0,445130.0,573698.0,836582.0,2360259.0,1849450.0,2007601.0,2575361.0,2193642.0,1949757.0,2874319.0,3142371.0,3058639.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-3443.0,-5273.0,-5444.0,-92075.0,-53260.0,-59992.0,-82679.0,-123599.0,-148995.0,-127772.0,-271736.0,-287041.0,-369513.0,-597883.0,-1624045.0,-1270588.0,-1356479.0,-1843385.0,-1683888.0,-1514032.0,-1943860.0,-2076033.0,-2161824.0
3.03,Resultado Bruto,4757.0,3779.0,4860.0,84623.0,79540.0,92809.0,109503.0,126417.0,226299.0,271852.0,230638.0,158089.0,204185.0,238699.0,736214.0,578862.0,651122.0,731976.0,509754.0,435725.0,930459.0,1066338.0,896815.0
3.04,Despesas/Receitas Operacionais,-5676.0,-42144.0,-13426.0,-209125.0,-18993.0,94254.0,-33596.0,-34889.0,-88212.0,-105209.0,-122483.0,-299917.0,-131508.0,-163792.0,-129022.0,-67768.0,-144656.0,-152084.0,731858.0,-266427.0,-264497.0,-162515.0,-30073.0
3.04.02,Despesas Gerais e Administrativas,-5512.0,-4537.0,-5132.0,-44357.0,-18708.0,-20737.0,-32457.0,-87680.0,-75547.0,-85358.0,-91991.0,-86107.0,-109884.0,-120828.0,-123080.0,-90168.0,-136474.0,-133834.0,-240979.0,-134399.0,-163891.0,-139835.0,-136869.0
3.04.05,Outras Despesas Operacionais,-164.0,-37607.0,-8294.0,46065.0,-285.0,0.0,-1139.0,1424.0,-12665.0,0.0,-30492.0,43157.0,-21624.0,-16464.0,-5942.0,44030.0,-8182.0,-18250.0,987282.0,-960850.0,-77371.0,-7372.0,122956.0
3.04.05.02,Depreciação e amortização,-141.0,-161.0,-153.0,455.0,,,0.0,0.0,,,-33571.0,33571.0,,,0.0,0.0,,,0.0,0.0,,,0.0
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,-919.0,-38365.0,-8566.0,-124502.0,60547.0,187063.0,75907.0,91528.0,138087.0,166643.0,108155.0,-141828.0,72677.0,74907.0,607192.0,511094.0,506466.0,579892.0,1241612.0,169298.0,665962.0,903823.0,866742.0
3.06,Resultado Financeiro,-26391.0,-3299.0,-3689.0,-95899.0,-141757.0,-92993.0,-118881.0,-105996.0,-433526.0,-132063.0,185971.0,-105572.0,-18179.0,25318.0,-718976.0,36761.0,-765401.0,-1125347.0,-151187.0,-1785126.0,588835.0,626735.0,-1327019.0
3.06.01,Receitas Financeiras,1003.0,2255.0,430.0,71379.0,33068.0,117552.0,68912.0,-22460.0,92535.0,65772.0,348666.0,-187156.0,135313.0,213796.0,81102.0,219844.0,117388.0,208463.0,139360.0,644813.0,1571805.0,1496273.0,369647.0
3.06.02,Despesas Financeiras,-27394.0,-5554.0,-4119.0,-167278.0,-174825.0,-210545.0,-187793.0,-83536.0,-526061.0,-197835.0,-162695.0,81584.0,-153492.0,-188478.0,-800078.0,-183083.0,-882789.0,-1333810.0,-290547.0,-2429939.0,-982970.0,-869538.0,-1696666.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-27310.0,-41664.0,-12255.0,-220401.0,-81210.0,94070.0,-42974.0,-14468.0,-295439.0,34580.0,294126.0,-247400.0,54498.0,100225.0,-111784.0,547855.0,-258935.0,-545455.0,1090425.0,-1615828.0,1254797.0,1530558.0,-460277.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-642.0,-655.0,-494.0,26891.0,37236.0,-39784.0,28873.0,34248.0,-39736.0,-2492.0,175648.0,208429.0,-38395.0,-20837.0,34331.0,-140678.0,29049.0,182400.0,-379027.0,587680.0,-425623.0,-481503.0,580975.0
3.09,Resultado Líquido das Operações Continuadas,-27952.0,-42319.0,-12749.0,-193510.0,-43974.0,54286.0,-14101.0,19780.0,-335175.0,32088.0,469774.0,-38971.0,16103.0,79388.0,-77453.0,407177.0,-229886.0,-363055.0,711398.0,-1028148.0,829174.0,1049055.0,120698.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,-27952.0,-42319.0,-12749.0,-193510.0,-43974.0,54286.0,-14101.0,19780.0,-335175.0,32088.0,469774.0,-38971.0,16103.0,79388.0,-77453.0,407177.0,-229886.0,-363055.0,711398.0,-1028148.0,829174.0,1049055.0,120698.0
3.11.01,Atribuído a Sócios da Empresa Controladora,-27952.0,-42319.0,-12749.0,-176213.0,-43974.0,24107.0,-5773.0,24735.0,-292117.0,52831.0,431856.0,-43001.0,12691.0,77016.0,-83488.0,399015.0,-235623.0,-365645.0,718725.0,-1027148.0,829174.0,1049055.0,120698.0
3.11.02,Atribuído a Sócios Não Controladores,0.0,0.0,0.0,-17297.0,0.0,30179.0,-8328.0,-4955.0,0.0,-20743.0,37918.0,-39028.0,3412.0,2372.0,6035.0,8162.0,5737.0,1590.0,-7327.0,0.0,0.0,0.0,0.0
3.99,Lucro por Ação (Reais/Ação),0.65,0.99,-10.72,26.1,-0.4,0.41,-0.11,0.09,-1.65,0.26,2.13,0.0,0.06,0.37,-0.38,1.76,-0.98,-1.52,2.44,-2.66,1.79,2.26,0.26
