codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,1585202.97,441991.89,565078.24,341153.2,357544.1,12904.38,75683.77,4074845.5,9222720.94,166941183.41,1401168628.43,421402992.39,159882077.03,138044312.49,4441361.44,6754416.57,6281459.61
P_L,P/L,Valuation,x,18.7098,15.305,-83.7774,2.9977,2.7812,-0.1967,0.8743,10.4746,15.4374,181.098,3577.0652,713.4431,-320.421,-140.9904,9.8979,18.3635,17.0776
P_VPA,P/VPA,Valuation,x,33.4177,0.7118,0.9173,0.4911,0.4739,0.0195,0.1218,1.9647,4.0049,22.0678,191.2783,37.4207,15.0142,14.3639,0.3924,0.6052,0.5628
EV_EBITDA,EV/EBITDA,Valuation,x,4.5785,2.3425,5.1934,1.8658,1.9926,1.232,0.7086,3.1764,6.9629,76.1707,916.7397,216.5845,58.0829,163.1475,1.6417,2.5417,2.4336
EV_EBIT,EV/EBIT,Valuation,x,6.504,3.0224,8.4698,2.3731,2.4566,2.1277,0.8716,3.6883,8.0167,126.5255,1697.7844,901.1294,212.8811,-381.6405,4.3896,6.1488,5.8873
EV_RECEITA,EV/Receita,Valuation,x,0.3374,0.1075,0.1638,0.11,0.1233,0.0803,0.0532,0.2732,0.5561,8.1984,47.9812,12.0208,4.404,3.8628,0.1803,0.2901,0.2778
DY,Dividend Yield,Valuation,%,3.5903,12.8766,10.0718,16.2327,15.4911,52.6164,8.7193,1.4274,0.6307,0.297,0.1415,0.4887,1.2882,1.6337,5.0778,3.3389,3.5903
PAYOUT,Payout,Valuation,%,67.1735,197.0756,-843.7872,48.6604,43.0844,-10.3495,7.6233,14.9513,9.7357,53.7874,506.3223,348.6947,-412.7669,-230.336,50.2595,61.3137,61.3137
ROE,ROE,Rentabilidade,%,178.6112,8.6415,-1.0906,17.367,17.7431,-9.2618,13.4858,28.8639,27.2995,18.6835,5.2613,6.3558,-4.5548,-9.6658,4.2878,3.31,3.31
ROA,ROA,Rentabilidade,%,2.1571,0.656,-0.1501,2.5802,2.5701,-1.2061,1.4811,5.7547,7.3683,6.4491,1.7629,1.8742,-1.3105,-2.6033,1.2003,1.0087,1.0087
ROIC,ROIC,Rentabilidade,%,45.0797,18.2326,7.4888,19.9049,20.2136,16.3227,36.4389,46.0156,40.775,23.2373,8.9087,2.2295,3.3877,-1.8069,7.5071,7.6884,7.6884
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,7.3701,4.5872,3.1546,5.8964,6.1891,6.5196,7.5147,8.6009,7.9872,10.7632,5.2339,5.5502,7.5823,2.3677,10.983,11.4143,11.4143
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,1.4407,0.3428,-0.088,1.407,1.3146,-0.7307,0.9104,3.2461,3.832,4.6355,1.3425,1.6743,-1.3378,-2.6629,1.1797,0.9594,0.9594
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.9212,1.1988,2.8565,1.1505,1.4018,1.2099,0.6027,-0.7769,-0.4435,-1.8245,-0.7965,1.3638,1.5503,4.5747,0.5786,0.9982,0.9982
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,8.4172,0.7461,1.1213,0.7899,1.1246,1.0695,0.6928,-0.3861,-0.2398,-0.5162,-0.1661,0.2371,0.4117,0.4144,0.2135,0.3914,0.3914
ICJ,ICJ,Endividamento,x,,1.3776,0.6503,1.1966,1.0737,0.5499,0.9362,1.7041,2.5234,1.8115,1.3885,0.3986,0.282,-0.133,0.7117,0.6977,0.6977
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,14.0356,18.2292,25.664,32.2073,34.5544,31.1713,45.3282,49.833,28.6738,1.1742,98.8391,6.0058,1.7485,40.1687,30.6006,19.2371,19.2371
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.0781,1.1263,1.2056,1.156,1.1994,1.169,1.0674,1.2712,1.19,1.6046,1.2521,1.6064,1.479,1.1616,1.17,1.262,1.262
LIQ_SECA,Liquidez Seca,Liquidez,x,0.7617,0.727,0.6733,0.661,0.6792,0.6983,0.6326,0.795,0.6685,1.1296,0.8103,1.0092,0.9538,0.7309,0.7145,0.7719,0.7719
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.8232,0.9253,0.8235,0.856,0.8633,0.8362,0.864,1.1237,1.0988,1.1933,1.0767,1.0459,1.0153,0.9856,1.0306,1.0171,1.0171
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.4973,1.7273,1.866,1.7159,1.8486,1.6065,1.5587,1.6152,1.7723,1.0048,1.1838,0.9191,0.9876,0.9817,1.0195,1.03,1.03
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,67.0575,82.1801,4.8325,-1.1135,6.649,-12.9855,-19.9943,-3.5413,5.1943,-0.809,15.9649,44.4049,41.7508,32.9056,18.7884,15.7707,15.7707
PME,PME,Eficiência,dias,79.0364,81.1706,74.759,77.3315,74.812,76.1158,87.2785,84.6192,91.5306,95.4927,98.5266,122.4424,104.4086,101.4509,103.7457,101.1817,101.1817
NCG_RECEITA,NCG/Receita,Eficiência,%,-0.972,3.3425,2.409,0.5938,2.9937,-0.6795,-3.4988,-0.9711,0.9386,0.4759,7.3574,15.6981,12.0785,6.5137,5.4612,9.2844,9.2844
