codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,57.3467,27.3966,6.1321,12.4861,30.5238,3.8352,3.6994,-5.7561,6.786,36.8948,44.0602
P_VPA,P/VPA,Valuation,x,7.7571,2.9283,0.9911,1.0084,1.8837,1.7612,1.3678,0.8702,1.5083,0.4739,1.8558,2.2162
EV_EBITDA,EV/EBITDA,Valuation,x,,,10.326,8.2336,13.7369,10.8671,5.9981,4.1973,12.7658,6.6339,4.2059,4.4119
EV_EBIT,EV/EBIT,Valuation,x,,,10.326,8.2336,13.7369,22.5717,6.8828,5.5056,12.7658,6.6339,6.643,6.9682
EV_RECEITA,EV/Receita,Valuation,x,,,0.9841,1.2316,1.6766,1.6813,2.1512,1.386,1.5572,1.2893,1.4395,1.51
DY,Dividend Yield,Valuation,%,,,,13.8194,3.4076,2.0091,7.2353,37.5383,1.9823,8.1235,2.1423,1.7939
PAYOUT,Payout,Valuation,%,,,,144.6974,64.8323,76.5519,39.667,162.5456,11.5863,41.4472,39.8528,39.8528
ROE,ROE,Rentabilidade,%,,5.2286,3.8423,10.9136,11.5063,4.6796,29.0419,18.384,24.603,9.2327,10.2147,10.2147
ROA,ROA,Rentabilidade,%,,1.5482,1.1973,3.4463,3.6641,1.3849,5.4234,2.3201,2.5341,0.8313,0.9557,0.9557
ROIC,ROIC,Rentabilidade,%,,7.7053,6.3592,8.0517,7.0259,3.9589,10.7178,11.6724,5.6172,9.251,11.242,11.242
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,10.1037,9.5301,14.9581,12.205,15.4716,35.8652,33.0217,12.1985,19.4349,34.2259,34.2259
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,2.0968,1.7396,6.293,5.9388,2.6688,15.3665,5.7959,6.2933,1.7171,1.9507,1.9507
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,4.7923,4.4823,3.8285,4.4791,4.2946,3.6492,3.4373,9.7503,6.1831,3.1457,3.1457
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.1519,1.27,0.7602,0.8764,0.9114,1.1508,2.1249,3.9356,4.8771,6.4996,5.5061,5.5061
ICJ,ICJ,Endividamento,x,,0.9944,1.0246,1.7328,1.9139,1.1484,1.7385,1.0933,0.532,0.9744,0.9887,0.9887
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,27.185,49.1409,57.7013,21.3325,20.5844,21.5015,5.1342,11.5286,8.3759,11.598,20.1378,20.1378
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.5381,0.3776,0.7752,0.874,0.8704,0.9722,2.4384,1.6011,0.7283,0.7512,0.6853,0.6853
LIQ_SECA,Liquidez Seca,Liquidez,x,0.5381,0.3776,0.6604,0.874,0.8704,0.9722,2.4384,1.6011,0.7283,0.7512,0.6853,0.6853
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.4186,0.2759,0.5334,0.4234,0.4192,0.4266,0.51,0.4309,0.2719,0.2962,0.285,0.285
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,0.6786,0.5536,0.4889,0.5296,0.4805,0.2456,0.3657,0.4117,0.4409,0.4811,0.4811
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,-169.9422,-73.675,-152.2736,-123.9544,-107.6751,-223.6988,-94.4985,-182.0391,-164.9234,-110.3597,-110.3597
PME,PME,Eficiência,dias,,0.0,46.6079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,,-28.7461,-13.0891,-21.1026,-17.9896,-19.9003,-30.6152,-12.9165,-36.1921,-31.2765,-20.2732,-20.2732
