cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
2,Passivo Total,1026703522.0,1192029656.0,1224353440.0,1305543714.0,1378527685.0,1604653790.0,1675572193.0,1701376036.0,1735945156.0,1861372023.0,1799615675.0,1828731521.0,1863388514.0,1895059109.0,1927523249.0,1956078468.0,2003850390.0,2017703133.0,2069506045.0,2054649704.0,2147570089.0,2202774724.0
2.01,Passivo Circulante,19345729.0,13435678.0,14274999.0,16152087.0,14244083.0,18697682.0,14265283.0,20991085.0,18913762.0,16868737.0,13341324.0,26159341.0,24155214.0,22089336.0,15542220.0,26496198.0,21122339.0,16442559.0,16240611.0,15442153.0,19701727.0,21142613.0
2.01.01,Obrigações Sociais e Trabalhistas,,,,16152087.0,14244083.0,,,,,,,,,,,,,,,,,
2.01.02,Fornecedores,,,,,,,,,,,,,,,,,,,,,,
2.01.03,Obrigações Fiscais,,,,,,,,,,,,,,,,,,,,,,
2.01.04,Empréstimos e Financiamentos,,,,,,,,,,,,,,,,,,,,,,
2.01.05,Outras Obrigações,,,,,,,,,,,,,,,,,,,,,,
2.01.06,Provisões,,,,,,,,,,,,,,,,,,,,,,
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,,,,,,,,,,,,,,,,,
2.02,Passivo Não Circulante,0.0,0.0,0.0,0.0,0.0,1086251014.0,1155822453.0,1157445933.0,1182455324.0,1297542459.0,1239685337.0,1253819925.0,1273452273.0,1299124546.0,1323281107.0,1330853515.0,1377228328.0,1376184784.0,1422679055.0,1393299491.0,1461910941.0,1507942703.0
2.02.01,Empréstimos e Financiamentos,,,,,,0.0,575889977.0,548735486.0,567554295.0,590830982.0,593422900.0,589215657.0,593975382.0,613928452.0,625792757.0,609717276.0,619007422.0,616723671.0,648766205.0,622504842.0,642163670.0,667094792.0
2.02.02,Outras Obrigações,,,,,,0.0,222574700.0,219078872.0,209147949.0,254709675.0,222694031.0,242401085.0,252238957.0,266459779.0,272404788.0,284197663.0,294603813.0,280297259.0,283049765.0,279683413.0,300950861.0,313271012.0
2.02.03,Tributos Diferidos,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.04,Provisões,,,,,,0.0,357357776.0,389631575.0,405753080.0,452001802.0,423568406.0,422203183.0,427237934.0,418736315.0,425083562.0,436938576.0,463617093.0,479163854.0,490863085.0,491111236.0,518796410.0,527576899.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,,,,,,,,,,,,,,,,,
2.02.06,Lucros e Receitas a Apropriar,,,,,,,,,,,,,,,,,,,,,,
2.03,Patrimônio Líquido Consolidado,819487414.0,953963613.0,972408994.0,852332872.0,893209350.0,311226553.0,317304610.0,324172173.0,329705957.0,336747044.0,343569130.0,339042635.0,347755205.0,357452101.0,370606996.0,378972071.0,385651245.0,395635506.0,402553713.0,413055593.0,424109847.0,433346068.0
2.03.01,Capital Social Realizado,293903391.0,301662682.0,285957468.0,247313979.0,227819611.0,6178246.0,5381357.0,4452288.0,4367315.0,4315309.0,4766040.0,3752274.0,3502323.0,3472692.0,3476930.0,3461352.0,3631500.0,3699356.0,3727119.0,3681160.0,3537142.0,3176315.0
2.03.02,Reservas de Capital,109850047.0,151101938.0,135174090.0,148029018.0,170727564.0,279465384.0,286386634.0,294345089.0,300539463.0,309133809.0,316155117.0,314007132.0,323346034.0,333179013.0,344792222.0,353642240.0,361202412.0,371877346.0,378792820.0,389530479.0,399146443.0,409542714.0
2.03.03,Reservas de Reavaliação,50282936.0,52611064.0,50179401.0,53643444.0,49313508.0,25582923.0,25536619.0,25374796.0,24799179.0,23297926.0,22647973.0,21283229.0,20906848.0,20800396.0,22337844.0,21868479.0,20817333.0,20058804.0,20033774.0,19843954.0,21426262.0,20627039.0
2.03.04,Reservas de Lucros,194510100.0,232747929.0,262008445.0,340748196.0,366227540.0,,,,,,,,,,,,,,,,,
2.03.05,Lucros/Prejuízos Acumulados,170940940.0,215840000.0,239089590.0,,0.0,,,,,,,,,,,,,,,,,
2.03.06,Ajustes de Avaliação Patrimonial,,,,62598235.0,79121127.0,,,,,,,,,,,,,,,,,
2.03.07,Ajustes Acumulados de Conversão,,,,,,,,,,,,,,,,,,,,,,
2.03.08,Outros Resultados Abrangentes,,,,,,,,,,,,,,,,,,,,,,
2.03.09,Participação dos Acionistas Não Controladores,,,,,,,,,,,,,,,,,,,,,,
