codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-21.0842,11.7017,9.7653,112.9775,-16.5928,-6.4311,8.2098,2.5419,4.8564,-10.8115,9.0244,9.1593
P_VPA,P/VPA,Valuation,x,2.0258,1.8566,1.5291,3.723,2.6077,9.484,4.7085,1.8338,1.5346,2.3582,0.4413,0.4478
EV_EBITDA,EV/EBITDA,Valuation,x,10.0599,22.1318,8.3655,10.992,38.5959,15.8041,7.1497,5.3253,10.2133,9.9347,7.7572,7.7831
EV_EBIT,EV/EBIT,Valuation,x,10.0599,22.1318,8.3655,10.992,38.5959,15.8041,7.1497,5.3253,10.2133,9.9347,7.7572,7.7831
EV_RECEITA,EV/Receita,Valuation,x,3.0206,2.9497,2.5905,4.0948,3.9001,4.3808,3.173,2.3749,3.1384,3.2885,1.746,1.7518
DY,Dividend Yield,Valuation,%,2.0729,1.362,2.0327,0.1755,0.3855,,,2.1034,0.6918,1.0791,4.1306,4.0698
PAYOUT,Payout,Valuation,%,41.7132,15.1595,19.985,24.6779,6.4601,,,5.4685,3.3723,11.7095,6.2762,6.2762
ROE,ROE,Rentabilidade,%,10.0669,17.5014,16.6086,2.6934,18.694,84.2855,76.7176,96.7901,36.181,18.2444,30.2632,30.2632
ROA,ROA,Rentabilidade,%,3.2744,5.869,6.2409,0.7724,3.7075,10.7305,7.8229,18.5546,10.1928,4.5519,8.2759,8.2759
ROIC,ROIC,Rentabilidade,%,9.444,4.2485,10.1882,14.8303,2.3971,7.8278,16.2797,16.173,7.9977,9.258,6.6316,6.6316
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,30.0262,13.3278,30.9664,37.2526,10.1049,27.7194,44.3793,44.5963,30.7285,33.1013,22.5083,22.5083
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,9.0505,17.1215,17.1796,2.37,10.8205,35.1767,21.08,46.9485,35.4828,14.8612,25.6811,25.6811
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,3.9944,7.8335,2.9109,2.0479,20.6517,7.5625,3.2194,2.5884,4.5843,5.0631,6.0236,6.0236
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.3341,1.0172,0.816,0.8524,3.0011,8.7024,3.8569,1.7343,1.2498,2.4508,1.5332,1.5332
ICJ,ICJ,Endividamento,x,0.6513,1.1392,2.3306,0.6723,0.2132,0.2178,0.7195,1.2904,1.5668,0.5138,0.6048,0.6048
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,12.3617,11.3805,17.3482,9.5885,9.7794,2.803,4.5907,4.4721,6.1657,10.3528,4.077,4.077
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.8769,2.0965,1.8329,5.0834,1.6451,2.1973,2.9523,2.5615,2.6069,1.7233,3.1962,3.1962
LIQ_SECA,Liquidez Seca,Liquidez,x,1.502,1.7537,1.5071,4.7776,1.2369,1.7067,2.5509,2.1662,2.2049,1.398,2.5239,2.5239
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6075,0.6722,0.7169,0.8724,0.4373,0.4359,0.5728,0.6161,0.6454,0.5995,0.6713,0.6713
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.3618,0.3361,0.3689,0.2492,0.2657,0.2992,0.3443,0.3741,0.2769,0.2857,0.3113,0.3113
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,109.1628,99.0961,112.1824,131.4819,82.0882,65.7391,80.9475,62.468,67.3946,94.7023,80.9605,80.9605
PME,PME,Eficiência,dias,76.6073,71.9353,67.4266,96.4274,81.3178,76.1012,80.9821,83.0809,85.3742,104.6086,96.0944,96.0944
NCG_RECEITA,NCG/Receita,Eficiência,%,23.9512,21.2404,23.7172,19.9511,16.2736,9.1313,12.4695,17.8856,18.5195,13.1131,18.506,18.506
