cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,2147378.0,2382394.0,2985494.0,2709095.0,2708332.0,2503478.0,2172760.0,2497743.0,2253908.0,2529870.0,2594692.0,3142320.0,2998859.0,3203795.0,4005524.0,3229151.0,5698999.0,6665082.0,6599909.0,7048960.0,6980793.0,7995673.0,7470835.0,8012976.0,8889166.0,9844439.0,10761855.0,11469971.0,9742835.0,11519655.0,14198749.0,14369707.0,11276383.0,9159634.0,8948013.0,10371545.0,9458602.0,11494136.0,12273546.0,14176998.0,11552921.0,13295895.0,12153145.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-1388491.0,-1547808.0,-1655532.0,-1592415.0,-1593566.0,-1680576.0,-1553517.0,-1743963.0,-1566544.0,-1513364.0,-1550954.0,-1818606.0,-1585926.0,-1678574.0,-1963077.0,-1690759.0,-4724893.0,-5222119.0,-4986414.0,-5810056.0,-4819999.0,-4788694.0,-4473994.0,-4883644.0,-4845034.0,-4777655.0,-5299911.0,-5692988.0,-5432840.0,-6122925.0,-6472670.0,-6792853.0,-5968674.0,-6228181.0,-6104256.0,-6775564.0,-5699870.0,-6093239.0,-6847701.0,-8760717.0,-7729167.0,-8608124.0,-8453761.0
3.03,Resultado Bruto,758887.0,834586.0,1329962.0,1116680.0,1114766.0,822902.0,619243.0,753780.0,687364.0,1016506.0,1043738.0,1323714.0,1412933.0,1525221.0,2042447.0,1538392.0,974106.0,1442963.0,1613495.0,1238904.0,2160794.0,3206979.0,2996841.0,3129332.0,4044132.0,5066784.0,5461944.0,5776983.0,4309995.0,5396730.0,7726079.0,7576854.0,5307709.0,2931453.0,2843757.0,3595981.0,3758732.0,5400897.0,5425845.0,5416281.0,3823754.0,4687771.0,3699384.0
3.04,Despesas/Receitas Operacionais,-190142.0,-224354.0,-214584.0,-341051.0,-203360.0,-220483.0,-297859.0,-1271896.0,-218677.0,-208188.0,-234429.0,-152123.0,-279230.0,-354713.0,-308438.0,-570853.0,-789294.0,-559902.0,-616180.0,-675514.0,-812330.0,-690805.0,-829110.0,-718307.0,-437201.0,-139703.0,-849402.0,-743346.0,-920914.0,-809293.0,-778701.0,-277969.0,-1001421.0,-137224.0,-1160262.0,-163705.0,-1206506.0,-787251.0,-1316446.0,-1000460.0,-1564719.0,-1812627.0,-1729849.0
3.04.02,Despesas Gerais e Administrativas,-101631.0,-106914.0,-112241.0,-134843.0,-96662.0,-104143.0,-109778.0,-116517.0,-111597.0,-120691.0,-123807.0,-172879.0,-147353.0,-203667.0,-198576.0,-275613.0,-330765.0,-278031.0,-278976.0,-285586.0,-314836.0,-335715.0,-312735.0,-479906.0,-382554.0,-353004.0,-319590.0,-522761.0,-336464.0,-364768.0,-392663.0,-615872.0,-390235.0,-427208.0,-490893.0,-614892.0,-502975.0,-557771.0,-568854.0,-990244.0,-673551.0,-647466.0,-664953.0
3.04.05,Outras Despesas Operacionais,-13352.0,-17208.0,-3195.0,-100898.0,-10659.0,-18329.0,-93875.0,-1053251.0,-16977.0,-28151.0,-54084.0,-30727.0,-11299.0,-9635.0,-5257.0,-136173.0,-29039.0,-15777.0,-11983.0,-32150.0,-12709.0,-10653.0,-20235.0,-14840.0,-1292.0,-5159.0,-38460.0,-39724.0,-37559.0,-46988.0,-39440.0,-67210.0,-82325.0,-124129.0,-100291.0,-192103.0,-76011.0,-108806.0,-65639.0,-61529.0,-153702.0,-187127.0,-179901.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,-2849.0,-1224.0,-96.0,-2958.0,818.0,4004.0,-8.0,1058.0,-53.0,-68.0,3990.0,3707.0,1658.0,3911.0,15678.0,10746.0,711.0,-3663.0,10354.0,28740.0,10266.0,80098.0,29459.0,-67911.0,-9742.0,19049.0,257638.0,17423.0,14471.0,-14052.0,-6249.0,-13549.0,-9907.0,6393.0,-11328.0,997.0,-17077.0,-172005.0,-79268.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,568745.0,610232.0,1115378.0,775629.0,911406.0,602419.0,321384.0,-518116.0,468687.0,808318.0,809309.0,1171591.0,1133703.0,1170508.0,1734009.0,967539.0,184812.0,883061.0,997315.0,563390.0,1348464.0,2516174.0,2167731.0,2411025.0,3606931.0,5206487.0,4612542.0,4754231.0,3389081.0,4587437.0,6947378.0,7298885.0,4306288.0,3068677.0,1683495.0,3157828.0,2552226.0,4613646.0,4109399.0,4415821.0,2259035.0,2875144.0,1969535.0
3.06,Resultado Financeiro,-1736459.0,67616.0,-2624474.0,-135188.0,723814.0,772814.0,-236110.0,-159418.0,125174.0,-677917.0,269680.0,-735777.0,-157350.0,-3969632.0,-1962988.0,1247457.0,-1936143.0,79065.0,-6493278.0,1624575.0,-22444048.0,-5657238.0,-4222644.0,6238407.0,-8667121.0,9742584.0,-7765377.0,-2657320.0,12935279.0,-6974660.0,-1527776.0,1999957.0,2470107.0,4535679.0,-3494316.0,2269458.0,-3040048.0,-11073675.0,867762.0,-15556184.0,7696213.0,4424965.0,1051781.0
3.06.01,Receitas Financeiras,76737.0,78669.0,69984.0,59990.0,1006634.0,1061525.0,64135.0,125010.0,407337.0,83611.0,584902.0,696801.0,105329.0,45007.0,133722.0,175649.0,149322.0,1165257.0,108143.0,929476.0,120754.0,82419.0,58413.0,65889.0,24227.0,10674743.0,54444.0,10480858.0,13985400.0,194283.0,1159133.0,4315646.0,3629132.0,5684720.0,425746.0,700492.0,424217.0,456888.0,2434769.0,1578440.0,9336298.0,6031404.0,2875196.0
3.06.02,Despesas Financeiras,-1813196.0,-11053.0,-2694458.0,-195178.0,-282820.0,-288711.0,-300245.0,-284428.0,-282163.0,-761528.0,-315222.0,-38976.0,-262679.0,-4014639.0,-2096710.0,-1071808.0,-2085465.0,-1086192.0,-6601421.0,-2554051.0,-22564802.0,-5739657.0,-4281057.0,-6172518.0,-8691348.0,-932159.0,-7819821.0,-7823538.0,-1050121.0,-7168943.0,-2686909.0,-6315603.0,-1159025.0,-1149041.0,-3920062.0,-1568966.0,-3464265.0,-11530563.0,-1567007.0,-13977744.0,-1640085.0,-1606439.0,-1823415.0
