cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,120858.000,86682.000,56489.000,63327.000,40974.000,41636.000,49867.000,55195.000,52919.000,58218.000,57556.000,49549.000,54229.000,65112.000,75995.000,157365.000,74750.000,135830.667,196911.333,257992.000,71386.000,65962.000,60538.000,156456.000,60387.000,28086.000,25195.000,8634.000,12945.000,11657.000,16389.000,22779.000,25359.000,26188.000,-3715.000,1215.000,721.000,824.667,928.333,1032.000,-284.000,8417.333,17118.667,25820.000,245.000,9427.000,9539.000,57652.000,70556.000,83994.000,110476.000,119443.000,154822.000,147916.000,68298.000,58783.000,50336.000,42827.000,37763.000,20892.000,52217.000,78940.000,116103.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-109705.000,-75815.000,-46402.000,-46108.000,-34034.000,-35830.000,-43755.000,-47574.000,-45539.000,-52063.000,-50651.000,-45922.000,-48142.000,-58263.500,-68385.000,-138921.000,-66412.000,-120750.667,-175089.333,-229428.000,-64308.000,-58490.500,-52673.000,-142066.000,-58448.000,-41955.000,-34084.000,-24839.000,-21778.000,-20555.000,-24580.000,-51714.000,-30692.000,-31968.000,-20213.000,-8338.000,-2860.000,-3863.333,-4866.667,-5870.000,0.000,-7969.333,-15938.667,-23908.000,0.000,-8505.000,-8203.000,-36420.000,-67057.000,-87721.000,-115191.000,-104215.000,-136360.000,-133945.000,-59557.000,-57861.000,-35989.000,-45499.000,-37518.000,-30263.000,-36568.000,-86701.000,-92453.000
3.03,Resultado Bruto,11153.000,10867.000,10087.000,17219.000,6940.000,5806.000,6112.000,7621.000,7380.000,6155.000,6905.000,3627.000,6087.000,6848.500,7610.000,18444.000,8338.000,15080.000,21822.000,28564.000,7078.000,7471.500,7865.000,14390.000,1939.000,-13869.000,-8889.000,-16205.000,-8833.000,-8898.000,-8191.000,-28935.000,-5333.000,-5780.000,-23928.000,-7123.000,-2139.000,-3038.667,-3938.333,-4838.000,-284.000,448.000,1180.000,1912.000,245.000,922.000,1336.000,21232.000,3499.000,-3727.000,-4715.000,15228.000,18462.000,13971.000,8741.000,922.000,14347.000,-2672.000,245.000,-9371.000,15649.000,-7761.000,23650.000
3.04,Despesas/Receitas Operacionais,-3832.000,-3741.000,-3969.000,-6868.000,-3611.000,-3541.000,-3823.000,-8050.000,-3694.000,-3350.000,-4233.000,-1343.000,-4216.000,-4344.500,-4473.000,-13563.000,-4252.000,-8614.667,-12977.333,-17340.000,-4782.000,-5186.500,-5591.000,-9216.000,1150.000,-4104.000,-4062.000,-2995.000,-3331.000,-4601.000,-4762.000,-7412.000,-3606.000,-2891.000,-28078.000,-6985.000,-3508.000,-5971.333,-8434.667,-10898.000,-1453.000,-7682.667,-13912.333,-20142.000,174758.000,-10907.000,-35747.000,71766.000,-15761.000,-24637.000,-57627.000,-39805.000,-30119.000,17083.000,-43850.000,-75393.000,-32135.000,-89349.000,-20545.000,-124756.000,-14155.000,108479.000,-479658.000
3.04.02,Despesas Gerais e Administrativas,-3055.000,-3496.000,-3288.000,-3779.000,-3366.000,-4052.000,-3539.000,-3869.000,-3577.000,-4082.000,-4123.000,-4187.000,-4163.000,-4316.000,-4469.000,-9450.000,-3876.000,-7248.000,-10620.000,-13992.000,-4591.000,-4899.000,-5207.000,-9708.000,-4556.000,-4004.000,-3711.000,-3779.000,-3249.000,-4043.000,-3728.000,-3481.000,-3136.000,-3414.000,-3342.000,-4383.000,-2391.000,-2932.667,-3474.333,-4016.000,-2734.000,-3178.333,-3622.667,-4067.000,-2712.000,-6041.000,-9785.000,-7568.000,-20513.000,-19780.000,-40650.000,-48167.000,-37854.000,-28786.000,-35523.000,-36748.000,-32434.000,-32343.000,-19217.000,-37641.000,-19215.000,-32824.000,-21953.000
3.04.05,Outras Despesas Operacionais,-777.000,-245.000,-681.000,1703.000,-245.000,245.000,-284.000,284.000,-117.000,0.000,0.000,117.000,-53.000,-26.500,0.000,53.000,-376.000,-1366.667,-2357.333,-3348.000,-191.000,-287.500,-384.000,492.000,0.000,-100.000,0.000,6139.000,0.000,-558.000,-1034.000,-4013.000,0.000,0.000,-24736.000,-2549.000,-1117.000,-3000.667,-4884.333,-6768.000,0.000,-4931.333,-9862.667,-14794.000,0.000,0.000,-25962.000,257154.000,0.000,0.000,-16977.000,8294.000,0.000,0.000,-8327.000,14959.000,0.000,-57006.000,-10020.000,-78124.000,0.000,0.000,-457705.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-38.000,-76.000,-114.000,0.000,0.000,0.000,0.000,-5216.000,0.000,0.000,0.000,0.000,-4892.000,0.000,4855.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,7321.000,7126.000,6118.000,10351.000,3329.000,2265.000,2289.000,-429.000,3686.000,2805.000,2672.000,2284.000,1871.000,2504.000,3137.000,4881.000,4086.000,6465.333,8844.667,11224.000,2296.000,2285.000,2274.000,5174.000,3089.000,-17973.000,-12951.000,-19200.000,-12164.000,-13499.000,-12953.000,-36347.000,-8939.000,-8671.000,-52006.000,-14108.000,-5647.000,-9010.000,-12373.000,-15736.000,-1737.000,-7234.667,-12732.333,-18230.000,175003.000,-9985.000,-34411.000,92998.000,-12262.000,-28364.000,-62342.000,-24577.000,-11657.000,31054.000,-35109.000,-74471.000,-17788.000,-92021.000,-20300.000,-134127.000,1494.000,100718.000,-456008.000
3.06,Resultado Financeiro,-1799.000,-2188.000,-1704.000,-1724.000,-1173.000,-64.000,-292.000,1722.000,-1026.000,-1138.000,-1448.000,-1627.000,-922.000,-1102.500,-1283.000,-2665.000,-988.000,-1939.333,-2890.667,-3842.000,-1235.000,-1616.500,-1998.000,-4156.000,-2260.000,-2720.000,-2614.000,-6189.000,-4550.000,-5527.000,-2237.000,-4775.000,-3166.000,-2229.000,-2990.000,-4432.000,-2992.000,-5644.667,-8297.333,-10950.000,-849.000,-5863.000,-10877.000,-15891.000,82.000,-232.000,-2383.000,-1259.000,-2929.000,-2652.000,-5140.000,-14115.000,-10282.000,-7892.000,-8245.000,-12912.000,-4843.000,-15149.000,-27647.000,-35402.000,-14198.000,-73053.000,-49036.000
3.06.01,Receitas Financeiras,380.000,371.000,288.000,479.000,821.000,1365.000,837.000,2450.000,313.000,308.000,221.000,69.000,158.000,131.000,104.000,286.000,225.000,541.667,858.333,1175.000,613.000,413.000,213.000,436.000,760.000,81.000,109.000,78.000,53.000,32.000,0.000,49.000,0.000,0.000,0.000,0.000,0.000,8.333,16.667,25.000,1.000,5.667,10.333,15.000,2.000,16.000,19.000,-5.000,50.000,671.000,199.000,528.000,420.000,546.000,86.000,107.000,1767.000,355.000,119.000,142.000,38.000,2261.000,3140.000
3.06.02,Despesas Financeiras,-2179.000,-2559.000,-1992.000,-2203.000,-1994.000,-1429.000,-1129.000,-728.000,-1339.000,-1446.000,-1669.000,-1696.000,-1080.000,-1233.500,-1387.000,-2951.000,-1213.000,-2481.000,-3749.000,-5017.000,-1848.000,-2029.500,-2211.000,-4592.000,-3020.000,-2801.000,-2723.000,-6267.000,-4603.000,-5559.000,-2237.000,-4824.000,-3166.000,-2229.000,-2990.000,-4432.000,-2992.000,-5653.000,-8314.000,-10975.000,-850.000,-5868.667,-10887.333,-15906.000,80.000,-248.000,-2402.000,-1254.000,-2979.000,-3323.000,-5339.000,-14643.000,-10702.000,-8438.000,-8331.000,-13019.000,-6610.000,-15504.000,-27766.000,-35544.000,-14236.000,-75314.000,-52176.000
3.07,Resultado Antes dos Tributos sobre o Lucro,5522.000,4938.000,4414.000,8627.000,2156.000,2201.000,1997.000,1293.000,2660.000,1667.000,1224.000,657.000,949.000,1401.500,1854.000,2216.000,3098.000,4526.000,5954.000,7382.000,1061.000,668.500,276.000,1018.000,829.000,-20693.000,-15565.000,-25389.000,-16714.000,-19026.000,-15190.000,-41122.000,-12105.000,-10900.000,-54996.000,-18540.000,-8639.000,-14654.667,-20670.333,-26686.000,-2586.000,-13097.667,-23609.333,-34121.000,175085.000,-10217.000,-36794.000,91739.000,-15191.000,-31016.000,-67482.000,-38692.000,-21939.000,23162.000,-43354.000,-87383.000,-22631.000,-107170.000,-47947.000,-169529.000,-12704.000,27665.000,-505044.000
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-1846.000,-1669.000,-1423.000,-2386.000,-313.000,-595.000,-259.000,1600.000,-817.000,-433.000,-383.000,4221.000,-257.000,-384.000,-511.000,3429.000,-1054.000,-1486.000,-1918.000,-2350.000,-387.000,-224.500,-62.000,-661.000,-600.000,6951.000,6860.000,7828.000,5336.000,6463.000,-19.000,-3992.000,81.000,-97.000,-36864.000,-48.000,-61.000,-173.000,-285.000,-397.000,-11.000,-57.667,-104.333,-151.000,0.000,0.000,-323.000,-29354.000,26866.000,9417.000,26594.000,9532.000,1850.000,19150.000,8224.000,49485.000,5753.000,30023.000,25138.000,19872.000,-828.000,33602.000,-115347.000
