codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,2.7829,1.3041,0.5972,0.4083,0.0471,7.1442,2.737,4.4205,7.2224,-0.7636,-0.42
P_VPA,P/VPA,Valuation,x,1.3554,18.8265,-1.4023,-0.3763,-0.241,-0.0915,2.4789,1.1537,1.0795,4.0855,0.0001,0.0
EV_EBITDA,EV/EBITDA,Valuation,x,,-3.6814,-2.042,-1.3506,-1.0747,-0.7141,1.1808,-2.2471,-25.2611,-3.4485,-0.2373,-0.2373
EV_EBIT,EV/EBIT,Valuation,x,,-2.9813,-1.93,-1.295,-1.0312,-0.6887,1.1844,-1.3136,-4.2064,-2.511,-0.1187,-0.1186
EV_RECEITA,EV/Receita,Valuation,x,,1.1465,2.2688,1.1535,1.1959,0.8251,3.4456,0.4358,0.8826,4.3703,0.2159,0.2159
DY,Dividend Yield,Valuation,%,0.0061,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,,152.1302,-232.5037,-92.001,-83.7325,-76.3672,-267.8255,78.4151,24.5364,117.5261,379.3757,379.3757
ROA,ROA,Rentabilidade,%,,24.7317,57.5609,138.7138,140.8237,152.8011,79.946,16.5583,7.9925,37.7276,92.6269,92.6269
ROIC,ROIC,Rentabilidade,%,,-87.68,113.549,30.185,27.8412,25.3122,138.3915,-55.1528,-16.8075,-71.8636,-148.2421,-148.2421
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,-31.1442,-111.1087,-85.4085,-111.2739,-115.5399,291.8023,-19.393,-3.4938,-126.7274,-90.9865,-90.9865
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,32.5252,132.1374,141.9989,187.6505,194.4034,247.37,20.8006,11.8201,175.5332,315.0627,315.0627
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,-0.7751,-0.491,-0.3577,-0.3862,-0.4277,-0.0015,-0.7461,-2.4647,-0.5525,-0.2372,-0.2372
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.0389,5.0213,-0.444,-0.1356,-0.1352,-0.1366,-0.0031,0.5735,0.1167,0.7794,0.3632,0.3632
ICJ,ICJ,Endividamento,x,,-3.1757,-4.3525,-5.699,-5.5405,-5.7129,58.4741,-4.8526,-2.2273,-3.0932,-2.7524,-2.7524
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,69.5915,63.4568,32.0417,24.2434,28.4076,100.0,100.0,75.5427,76.2499,68.8568,52.5364,52.5364
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.0735,1.1025,0.6127,0.1286,0.112,0.142,1.2019,0.786,0.4925,0.4016,0.6474,0.6474
LIQ_SECA,Liquidez Seca,Liquidez,x,1.9547,0.8962,0.4559,0.0698,0.0548,0.052,0.8197,0.5966,0.4161,0.3453,0.5839,0.5839
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.1185,0.8584,0.5201,0.1354,0.1213,0.1276,0.3805,0.5684,0.6707,0.5971,0.4441,0.4441
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,0.7674,0.478,1.5925,1.263,1.2167,0.1834,0.7031,0.5933,0.2206,0.2562,0.2562
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,149.882,176.6339,-29.4263,-62.3981,-6.769,271.9806,89.2615,21.8766,-3.8877,47.9389,47.9389
PME,PME,Eficiência,dias,,38.7688,47.2901,41.0122,59.0221,112.9743,253.2495,41.573,22.5718,42.6109,30.7146,30.7146
NCG_RECEITA,NCG/Receita,Eficiência,%,,21.3382,-43.2272,-156.6329,-220.3114,-220.5421,25.2527,-2.5172,-31.0952,-76.1359,-33.4008,-33.4008
