codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,26.46,223200.0,218700.0,99720.0,114660.0,84420.0,83880.0,85410.0,35496.0,12168.0,57486.0,244117.5,106847.6,333500.62,557188.51,237101.49,237101.49
P_L,P/L,Valuation,x,0.0021,16.1399,14.0587,11.3308,8.3564,55.3108,-1.7715,-0.8683,-0.1003,-0.172,-0.5988,1.2285,-1.3029,-6.4739,-2.0908,-0.3283,-0.3283
P_VPA,P/VPA,Valuation,x,0.0016,4.3936,3.8428,2.4632,2.6164,2.069,11.9847,-0.9337,-0.0632,-0.05,-0.184,2.1837,1.0742,1.0372,4.0855,1.4879,1.4879
EV_EBITDA,EV/EBITDA,Valuation,x,0.2192,22.1407,11.3883,6.3178,3.114,5.4623,-2.9773,-1.6965,-0.7999,-1.2553,-2.1233,1.0869,-2.1792,-24.6729,-3.4485,-1.209,-1.209
EV_EBIT,EV/EBIT,Valuation,x,0.2372,30.8526,19.3413,8.3081,3.5675,7.4767,-2.4111,-1.6035,-0.767,-1.0791,-1.8931,1.0903,-1.2739,-4.1085,-2.511,-0.6046,-0.6046
EV_RECEITA,EV/Receita,Valuation,x,0.0224,1.2254,1.0145,0.2919,0.1641,0.2538,0.9273,1.8849,1.3093,13.1629,1.4802,3.1717,0.4226,0.862,4.3703,1.1001,1.1001
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,74.8866,31.5108,28.4375,24.0965,33.2171,3.7387,-155.8983,232.5037,92.001,31.2411,30.3209,-285.8264,-78.4151,-24.5364,-117.5261,-324.3523,-324.3523
ROA,ROA,Rentabilidade,%,10.5355,5.5601,6.2472,5.8539,9.1614,1.045,-24.3792,-57.5609,-138.7138,-125.1964,-123.9013,78.7591,-16.5583,-7.9925,-37.7276,-79.1926,-79.1926
ROIC,ROIC,Rentabilidade,%,70.582,13.4944,21.66,18.9114,50.8062,15.6686,-87.68,113.549,30.185,13.2896,11.8776,138.3915,-55.1528,-16.8075,-71.8636,-148.2421,-148.2421
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,10.2179,5.5347,8.908,4.6206,5.2712,4.6466,-31.1442,-111.1087,-163.6757,-1048.5454,-69.7133,291.8023,-19.393,-3.4938,-126.7274,-90.9865,-90.9865
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,4.9417,4.3054,4.0304,2.466,2.1266,0.4767,-32.5252,-132.1374,-272.1247,-2041.2436,-144.3805,247.37,-20.8006,-11.8201,-175.5332,-269.367,-269.367
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.2185,0.6523,0.1389,0.1989,-0.1546,0.3351,-0.7751,-0.491,-0.3577,-0.9244,-0.5087,-0.0015,-0.7461,-2.4647,-0.5525,-0.2372,-0.2372
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.3383,0.2283,0.0839,0.081,-0.12,0.1222,5.0213,-0.444,-0.1356,-0.1379,-0.0755,-0.0031,0.5735,0.1167,0.7794,0.3632,0.3632
ICJ,ICJ,Endividamento,x,3.4609,1.4117,1.8613,1.8632,2.4575,1.1263,-3.1757,-4.3525,-6.5323,-1.531,-1.1916,58.4741,-4.8526,-2.2273,-3.0932,-2.7524,-2.7524
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,84.5195,72.7469,52.6144,69.6234,81.2497,75.3741,63.4568,32.0417,24.2434,100.0,100.0,100.0,75.5427,76.2499,68.8568,52.5364,52.5364
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.747,1.9693,2.0038,1.8256,1.85,1.9004,1.1025,0.6015,0.1286,0.0974,0.2518,1.2019,0.786,0.4925,0.4016,0.6474,0.6474
LIQ_SECA,Liquidez Seca,Liquidez,x,1.5581,1.6852,1.7856,1.6722,1.6597,1.749,0.8962,0.4414,0.0698,0.0081,0.1297,0.8197,0.5966,0.4161,0.3453,0.5839,0.5839
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.8765,0.8982,0.9551,1.0533,1.0982,1.0864,0.8584,0.5201,0.1354,0.123,0.1625,0.3805,0.5684,0.6707,0.5971,0.4441,0.4441
GIRO_ATIVO,Giro do Ativo,Eficiência,x,2.1319,1.3689,1.5103,2.3105,4.2578,2.1222,0.7674,0.478,0.831,0.0634,0.8015,0.1834,0.7031,0.5933,0.2206,0.2562,0.2562
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,83.312,132.792,91.0083,65.443,24.2603,70.7415,135.3262,163.5199,2.3129,-160.8154,28.7708,271.9806,89.2615,21.8766,-3.8877,47.9389,47.9389
PME,PME,Eficiência,dias,14.9423,27.9459,17.435,9.0048,6.2134,10.1208,38.7688,47.2901,41.0122,401.9175,145.0059,253.2495,41.573,22.5718,42.6109,30.7146,30.7146
NCG_RECEITA,NCG/Receita,Eficiência,%,15.3206,24.1427,16.8579,11.6708,5.5339,15.4678,21.3382,-43.7149,-300.1692,-4651.4546,-195.5435,25.2527,-2.5172,-31.0952,-76.1359,-33.4008,-33.4008
