codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-3.4544,-3.107,-5.4915,1.4867,6.6783,1.8823,2.3943,1.1574,-3.5118,5.5044,6.1372,5.9223
P_VPA,P/VPA,Valuation,x,2.4016,2.2858,1.0564,0.5173,2.4429,1.7976,1.9624,0.1937,0.3205,0.7328,0.4518,0.4359
EV_EBITDA,EV/EBITDA,Valuation,x,5.3803,5.7015,6.9218,9.4137,3.9414,2.3854,2.3635,2.8491,2.8677,2.9625,2.7366,2.7246
EV_EBIT,EV/EBIT,Valuation,x,7.2026,8.3169,9.7451,23.9812,5.3246,2.8087,2.6565,4.9101,39.4931,9.741,9.8254,9.7824
EV_RECEITA,EV/Receita,Valuation,x,0.4873,0.4358,0.5835,0.3406,0.3726,0.3269,0.3923,0.3629,0.317,0.3885,0.3328,0.3313
DY,Dividend Yield,Valuation,%,,,,,,,9.0585,15.223,,6.7297,29.0639,30.1185
PAYOUT,Payout,Valuation,%,,,,,,,14.9018,28.2261,,25.3358,55.408,55.408
ROE,ROE,Rentabilidade,%,63.8371,65.085,23.8381,64.8174,54.674,171.2857,146.3028,17.2571,14.1071,17.3145,18.5474,18.5474
ROA,ROA,Rentabilidade,%,2.5748,3.0736,2.1426,9.0113,5.4488,12.7487,15.1899,3.0015,2.7119,2.8912,2.5961,2.5961
ROIC,ROIC,Rentabilidade,%,10.5139,9.5377,6.8668,2.3102,14.431,26.9189,29.5787,9.2711,1.1907,6.204,5.8326,5.8326
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,9.0567,7.6445,8.4297,3.6185,9.454,13.7037,16.5999,12.7372,11.0531,13.1146,12.1607,12.1607
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,2.8507,3.2729,2.3966,7.2487,3.2449,6.7142,7.7837,2.1151,2.7388,2.607,2.1817,2.1817
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.1962,3.999,5.1445,7.4838,3.0001,1.7023,1.5922,2.5412,2.3219,2.2141,2.3946,2.3946
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,8.5103,5.369,3.0579,2.0059,7.7857,4.4798,4.0505,1.5986,1.3633,2.1679,3.1628,3.1628
ICJ,ICJ,Endividamento,x,0.2244,0.2335,0.3288,0.0981,0.8177,1.35,1.656,0.5217,0.062,0.3265,0.2714,0.2714
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,16.8042,13.1071,14.914,24.0747,21.2478,24.4641,22.6145,21.0461,15.3871,14.4764,17.71,17.71
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.8204,1.2601,1.6174,1.3604,1.3585,1.3286,1.1447,1.2518,1.2355,1.2786,1.0948,1.0948
LIQ_SECA,Liquidez Seca,Liquidez,x,1.5436,1.0897,1.3251,1.1497,1.1339,1.1229,0.8894,0.9338,0.9957,1.0113,0.811,0.811
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6912,0.6977,0.7472,0.6524,0.6159,0.6459,0.7054,0.5835,0.6175,0.6035,0.5642,0.5642
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.9032,0.9543,0.8721,1.1211,1.5444,1.7081,1.7788,0.9598,1.0096,1.0825,1.1787,1.1787
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,15.6144,1.4438,7.4785,8.2127,11.2255,14.1814,19.3036,9.6984,8.0196,5.8816,0.1837,0.1837
PME,PME,Eficiência,dias,35.9603,28.7471,41.3698,25.5861,20.4956,18.6462,23.3115,51.196,38.9861,40.1592,43.8646,43.8646
NCG_RECEITA,NCG/Receita,Eficiência,%,7.8287,-9.7856,6.3153,-1.3679,0.2471,-0.703,1.2528,1.0088,-2.5507,-0.8527,-3.4512,-3.4512
