codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,506451.8,494104.18,326461.69,147054.82,120584.95,185289.07,1901170.89,3436650.63,8272656.01,11058094.48,14666747.45,9644177.82,8631222.6,11838914.13,12176565.87,13147314.62,13084004.92
P_L,P/L,Valuation,x,-1.9676,-0.9804,-0.3821,-1.6468,0.1018,0.6325,13.4578,29.3738,14.3227,11.2329,11.9451,4.7282,4.239,5.1536,6.064,6.8787,6.8456
P_VPA,P/VPA,Valuation,x,0.2784,0.3795,-0.9018,-0.3258,0.059,0.0802,0.6736,0.831,1.9013,2.3525,2.559,1.8233,1.5659,1.9836,1.8776,2.106,2.0959
EV_EBITDA,EV/EBITDA,Valuation,x,4.9358,4.7251,4.3553,183.1846,1.0591,2.2441,3.9694,5.517,7.7719,7.8443,8.0449,4.7421,4.2428,4.5004,5.6571,5.364,5.352
EV_EBIT,EV/EBIT,Valuation,x,7.6984,7.1877,106.6248,562.7326,1.5273,6.7052,7.1893,9.9919,11.791,10.8088,10.8583,5.6884,5.0891,5.3742,7.0986,7.9154,7.8976
EV_RECEITA,EV/Receita,Valuation,x,0.8661,0.8396,0.5776,19.6093,0.3045,0.3611,0.5851,0.8092,1.3839,1.6048,1.7591,1.1601,1.1617,1.3407,1.3646,1.4479,1.4447
DY,Dividend Yield,Valuation,%,26.6733,36.3582,55.0286,122.1636,148.98,96.9552,45.5834,36.5759,15.1945,11.6568,8.7887,13.3658,14.9344,10.888,10.5861,9.8045,9.8519
PAYOUT,Payout,Valuation,%,-52.4825,-35.6465,-21.024,-201.1843,15.1672,61.3267,613.4546,1074.3753,217.6258,130.9404,104.9821,63.196,63.3077,56.1124,64.1942,67.4419,67.4419
ROE,ROE,Rentabilidade,%,-14.1475,-32.2146,-181.7901,21.9574,148.73,13.4504,5.5034,2.8436,13.6121,21.7515,23.54,37.016,37.701,40.0196,32.2481,30.8023,30.8023
ROA,ROA,Rentabilidade,%,-2.9776,-5.7276,-15.7294,-4.6163,23.3677,3.4193,1.5255,0.811,3.6743,5.5894,6.0839,8.8118,8.1612,8.6837,6.9587,6.1043,6.1043
ROIC,ROIC,Rentabilidade,%,6.3008,7.5673,1.04,0.1988,14.8468,4.7059,6.1857,6.0257,7.7896,9.4484,11.0436,15.2759,15.7692,16.8563,12.1254,11.0467,11.0467
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,17.5482,17.7689,13.2618,10.7047,28.7474,16.0904,14.7399,14.6675,17.8066,20.4588,21.8656,24.4636,27.3815,29.7907,24.1214,26.9937,26.9937
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,-5.4637,-9.3927,-34.0286,-129.8778,35.1368,5.2871,2.6474,1.3033,5.736,8.7907,10.8679,13.0662,13.4666,14.2406,11.2273,9.8274,9.8274
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.5151,4.3678,3.6794,169.409,0.9733,2.1008,2.3029,2.907,3.1582,3.0178,2.1078,2.2167,2.158,2.0369,2.8346,2.8597,2.8597
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,2.0516,3.1981,-3.3846,-2.7626,0.4614,0.8102,0.6418,0.9256,1.3015,1.4709,0.9085,1.6005,1.6208,1.64,1.8857,2.4049,2.4049
ICJ,ICJ,Endividamento,x,0.3902,0.378,0.01,0.0077,1.1636,0.4775,0.669,0.7892,1.5243,1.9486,2.9481,2.186,2.0428,2.2023,1.7584,1.4842,1.4842
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,29.082,44.1389,72.5448,70.356,11.557,14.1981,19.6688,17.076,7.9742,13.4393,26.6715,20.5814,18.5841,21.9878,16.2618,10.8826,10.8826
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.819,0.6066,0.0998,0.0936,1.1763,1.3263,1.1532,1.1793,1.5243,1.4853,1.4825,1.3599,1.3066,1.2106,1.3832,1.3827,1.3827
LIQ_SECA,Liquidez Seca,Liquidez,x,0.8067,0.5989,0.0998,0.0936,1.1701,1.3168,1.1448,1.1666,1.5097,1.4671,1.4725,1.35,1.2948,1.2017,1.3725,1.3702,1.3702
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6878,0.6437,0.7816,0.756,0.7725,0.7807,0.8514,0.9004,0.9322,0.8746,0.9787,0.9545,0.9537,0.9539,0.958,0.9237,0.9237
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.545,0.6016,1.2901,0.0358,0.4103,0.6212,0.5558,0.6015,0.6097,0.5985,0.5218,0.6335,0.5987,0.5834,0.595,0.5933,0.5933
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,45.905,39.7733,-69.963,-3678.4501,11.7113,17.4689,19.6559,16.5476,28.1575,33.3563,35.3737,32.0296,26.1848,26.0748,17.7963,6.7646,6.7646
PME,PME,Eficiência,dias,2.9929,2.5159,0.0,0.0,1.8218,1.3084,1.4459,1.9974,1.899,2.4108,2.151,1.643,2.0779,1.9188,1.7753,1.9047,1.9047
NCG_RECEITA,NCG/Receita,Eficiência,%,5.454,1.0944,-13.5681,-584.107,-9.4488,5.0742,0.2859,3.9497,10.745,15.2205,9.7772,16.6179,10.7529,9.0984,7.7493,5.8315,5.8315
