codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,30073963.52,15489672.3,4840351.48,5839946.37,3106354.45,10337.95,21272.31,28826.97,104373.51,92569.36,70079.36,133821.75,118041.47,90829.81,70824.88,60884.55,63866.65
P_L,P/L,Valuation,x,3277.8162,1341.3294,-83.9348,-75.258,-40.7375,-0.0521,-0.0844,-0.4002,-0.4053,-13.5633,-0.5989,-1.0948,-1.2154,-127.2126,-0.6439,-0.3457,-0.3627
P_VPA,P/VPA,Valuation,x,112.9568,54.64,11.4745,18.2562,11.9377,0.1547,-0.1148,-0.112,-0.2027,-1.2821,-0.3704,-0.4297,-0.2889,-0.2219,-0.1364,-0.0904,-0.0948
EV_EBITDA,EV/EBITDA,Valuation,x,271.7433,118.8711,144.235,1173.7348,41.7677,7.9022,-4.9745,554.4673,-13.3151,3.1919,-9.8166,3.3446,7.05,2.405,4.7521,3.9808,4.0159
EV_EBIT,EV/EBIT,Valuation,x,571.5304,165.0832,-722.2631,-132.6528,90.7751,-6.5126,-3.1249,-9.568,-4.3664,42.4741,-2.6323,-7.7311,111.0085,7.3525,20.6151,-13.6787,-13.7994
EV_RECEITA,EV/Receita,Valuation,x,36.2831,15.6742,5.7825,7.4281,5.3044,0.6933,1.0094,1.0244,1.5817,0.6648,0.5964,0.5155,0.4692,0.3897,0.3125,0.2889,0.2915
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,3.4461,4.2013,-16.3523,-20.924,-26.2895,-121.4365,425.5558,32.5446,66.7032,2.3251,89.5214,48.8274,26.9776,0.1746,23.6916,30.0761,30.0761
ROA,ROA,Rentabilidade,%,1.047,1.2514,-5.8668,-7.8705,-8.5032,-27.2562,-41.3237,-12.9216,-53.285,-1.282,-18.925,-19.9758,-14.4509,-0.1017,-16.3933,-26.9756,-26.9756
ROIC,ROIC,Rentabilidade,%,5.2641,8.1613,-0.5674,-4.0161,3.9305,-8.6659,-50.5742,-24.4417,117.3132,3.9655,141.1655,20.8375,-1.8393,-25.2922,-4.7899,4.1117,4.1117
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,13.352,13.1859,4.009,0.6329,12.6998,8.7731,-20.292,0.1847,-11.8788,20.8281,-6.0755,15.414,6.6552,16.2041,6.5762,7.2574,7.2574
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,1.0923,1.132,-6.3315,-9.1485,-11.5826,-41.3011,-71.7481,-18.5071,-74.2562,-1.6746,-31.6947,-19.9499,-11.4504,-0.0754,-9.7186,-15.0559,-15.0559
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,3.5873,3.7157,11.6771,85.8163,4.6139,7.6571,-4.6762,514.3741,-10.7816,2.1013,-6.6923,1.9276,4.9589,1.8132,3.8005,3.2636,3.2636
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.5111,1.763,1.0108,1.4401,1.4825,4.8339,-1.7994,-1.4372,-0.8627,-2.4704,-0.7933,-0.5845,-0.6851,-0.6799,-0.5447,-0.4113,-0.4113
ICJ,ICJ,Endividamento,x,0.9974,1.2537,-0.1018,-0.7108,0.5415,-0.56,-0.8525,-0.3886,-0.9595,0.0662,-1.5763,-0.4261,0.0319,0.417,0.1091,-0.138,-0.138
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,36.4689,70.566,52.8456,44.3401,49.0108,100.0,100.0,100.0,100.0,27.002,23.4176,27.2852,38.3538,52.5668,50.3245,61.1318,61.1318
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.9501,0.6686,0.8517,0.6149,0.5212,0.1941,0.1183,0.1168,0.0717,0.4427,0.6141,0.4371,0.3938,0.4466,0.4764,0.3216,0.3216
LIQ_SECA,Liquidez Seca,Liquidez,x,0.5402,0.3524,0.4815,0.3158,0.3144,0.0868,0.0455,0.0553,0.0266,0.3042,0.4571,0.1783,0.1948,0.2403,0.3042,0.1972,0.1972
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6552,0.6305,0.6957,0.5327,0.4792,0.2154,0.1365,0.1185,0.0792,0.41,0.3872,0.3222,0.2784,0.2636,0.2434,0.195,0.195
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.9585,1.0524,0.9139,0.8697,0.8046,0.7527,0.6044,0.7296,0.8005,0.6454,0.6101,0.9903,1.1691,1.3947,1.7075,1.8524,1.8524
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,95.8934,90.639,86.9645,54.164,66.5583,36.1928,43.4987,18.4659,31.501,46.3021,65.56,49.1177,43.2444,34.8711,35.0798,22.9956,22.9956
PME,PME,Eficiência,dias,73.2028,74.8367,62.6949,53.3623,46.1592,45.4504,48.4741,38.0708,36.9679,42.52,41.4114,75.2286,59.4666,42.8758,31.8879,28.0402,28.0402
NCG_RECEITA,NCG/Receita,Eficiência,%,15.2931,17.0887,18.5938,6.3822,4.4674,-20.9204,-84.7441,-48.205,-76.4942,-35.2018,-26.1122,-35.4029,-32.3476,-13.4309,-11.9151,-23.2923,-23.2923
