codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,,,,,,,,,,,
P_VPA,P/VPA,Valuation,x,,,,,,,,,,,,
EV_EBITDA,EV/EBITDA,Valuation,x,,,,,,,,,,,,
EV_EBIT,EV/EBIT,Valuation,x,,,,,,,,,,,,
EV_RECEITA,EV/Receita,Valuation,x,,,,,,,,,,,,
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,3.6823,1.1614,7.9155,3.0963,5.457,5.2918,11.481,14.2046,11.514,12.311,9.0621,9.0621
ROA,ROA,Rentabilidade,%,1.9797,0.6325,4.3645,1.7478,3.2024,3.0345,6.1946,6.7384,5.2973,5.8708,4.3768,4.3768
ROIC,ROIC,Rentabilidade,%,-1.1612,-1.3606,-8.2796,-5.9219,-4.5697,-3.5906,5.4425,8.1938,5.5953,8.4272,5.3933,5.3933
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,2.2023,1.7582,-8.1868,-5.2872,-3.3084,2.1011,10.2471,11.386,9.3092,13.2504,12.309,12.309
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,3.0072,0.868,6.2673,2.3146,4.1163,5.0905,7.525,7.0083,6.6561,7.3563,5.8031,5.8031
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,11.3898,9.4093,-2.3881,-4.4592,-5.8189,9.2362,2.1982,0.9181,2.4768,1.7161,2.0795,2.0795
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.3071,0.221,0.2572,0.3203,0.2487,0.207,0.3229,0.1996,0.3836,0.3664,0.3921,0.3921
ICJ,ICJ,Endividamento,x,-0.0987,-0.1413,-1.2793,-0.5323,-0.5325,-0.5061,0.7793,0.6071,0.5635,0.8279,0.5644,0.5644
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,47.3694,71.0889,73.4009,46.8378,25.2205,30.8296,17.1782,40.3159,49.4663,65.5546,65.5466,65.5466
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.831,2.1689,2.0216,2.2989,2.1668,2.2239,2.3,1.6463,2.1411,1.8638,1.7839,1.7839
LIQ_SECA,Liquidez Seca,Liquidez,x,1.6515,1.1624,1.0654,1.0375,1.2652,1.5585,1.4794,1.0765,1.476,1.2038,1.111,1.111
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.2753,1.3115,1.2843,1.326,1.4478,1.3899,1.418,1.3099,1.3776,1.2739,1.2485,1.2485
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.6583,0.7371,0.7249,0.7866,0.7679,0.5896,0.7573,0.8308,0.8083,0.7555,0.7265,0.7265
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,229.8558,202.4112,196.5077,187.2601,124.326,151.1776,134.4113,90.0142,176.1542,211.2039,221.1931,221.1931
PME,PME,Eficiência,dias,154.1079,153.1791,140.1312,152.1763,91.571,104.5915,114.5871,131.4191,119.7587,152.7929,157.1362,157.1362
NCG_RECEITA,NCG/Receita,Eficiência,%,55.3202,47.0812,47.2194,44.2783,27.5227,34.2025,32.8909,23.0736,43.3373,45.2728,46.7255,46.7255
