cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
3.01,Receitas da Intermediação Financeira,2238017.0,2898343.0,2651708.0,2164884.0,2100564.0,1543454.0,2111579.0,968584.0,1205291.0,1278861.0,1331863.0,1232085.0,1256828.0,1356711.0,1285055.0,1227048.0,1175328.0,1107086.0,1116800.0,1223205.0,1324089.0,1453270.0
3.02,Despesas da Intermediação Financeira,-1460241.0,-2114464.0,-1835559.0,-1323203.0,-1239505.0,-676181.0,-1193936.0,-682825.0,-905363.0,-994055.0,-956010.0,-912546.0,-891126.0,-977552.0,-905173.0,-880537.0,-802246.0,-730847.0,-733294.0,-863385.0,-939088.0,-1052883.0
3.03,Resultado Bruto Intermediação Financeira,777776.0,783879.0,816149.0,841681.0,861059.0,867273.0,917643.0,285759.0,299928.0,284806.0,375853.0,319539.0,365702.0,379159.0,379882.0,346511.0,373082.0,376239.0,383506.0,359820.0,385001.0,400387.0
3.04,Outras Despesas/Receitas Operacionais,-602264.0,-563932.0,-557577.0,-610725.0,-608873.0,-535458.0,-575055.0,-166521.0,-134633.0,-179774.0,-256328.0,-261750.0,-198213.0,-244009.0,-307581.0,-250879.0,-230272.0,-155855.0,-246765.0,-171999.0,-431786.0,-241831.0
3.05,Resultado Antes dos Tributos sobre o Lucro,156364.0,145748.0,167367.0,153733.0,215186.0,221654.0,230524.0,71784.0,114724.0,71518.0,87770.0,44991.0,123361.0,87788.0,67663.0,67624.0,107263.0,136876.0,116871.0,111655.0,7138.0,105972.0
3.06,Imposto de Renda e Contribuição Social,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.07,Resultado Líquido Operações Continuadas,156364.0,145748.0,167367.0,153733.0,215186.0,221654.0,230524.0,71784.0,114724.0,71518.0,87770.0,44991.0,123361.0,87788.0,67663.0,67624.0,107263.0,136876.0,116871.0,111655.0,7138.0,105972.0
3.08,Resultado Líquido Operações Descontinuadas,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.09,Lucro/Prejuízo Consolidado do Período,,,,,,221654.0,230524.0,71784.0,114724.0,71518.0,87770.0,44991.0,123361.0,87788.0,67663.0,67624.0,107263.0,136876.0,116871.0,111655.0,7138.0,105972.0
3.99,Lucro por Ação (Geral),0.49,0.46,0.53,0.49,0.68,0.7,0.73,0.22723,0.36315,0.2264,1.0946,0.14241,0.5329,0.2779,1.025,0.21406,0.554,0.4333,1.3568,0.35344,0.0326,0.305
3.99.01.01,LPA - Ações Ordinárias (ON),0.49,0.46,0.53,0.49,0.68,0.7,0.73,0.22723,0.36315,0.2264,1.0946,0.14241,0.5329,0.2779,1.025,0.21406,0.554,0.4333,1.3568,0.35344,0.0326,0.305
3.99.01.02,LPA - Ações Preferenciais (PN),0.49,0.46,0.53,0.49,0.68,0.7,,,,,,,,,,,,,,0.35344,,
