cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
2,Passivo Total,18394514.0,25763824.0,22859145.0,27975320.0,23788780.0,30530922.0,34028367.0,36444713.0,37214327.0,39014276.0,36831645.0,37091425.0,38715197.0,41685487.0,41413000.0,42606721.0,38348042.0,37477609.0,36916911.0,38111468.0,38914230.0,39131799.0
02.01,Captação de Clientes (Vista),,,,,,,,,,,,,,,,,,,,,,
02.02,Captação de Mercado,,,,,,,,,,,,,,,,,,,,,,
02.03,Recursos a Custo Amortizado,16108126.0,23392257.0,20441795.0,25404196.0,20996162.0,27615341.0,30813945.0,33108972.0,33795495.0,35488043.0,33170888.0,33511930.0,34972938.0,37856099.0,37706162.0,38833693.0,34454345.0,33330336.0,32884869.0,34157918.0,34831190.0,34938849.0
02.03.01,Depósitos Totais,,,,,,,,,,,,,,,,,,,,,,
02.04,Obrigações por Títulos e Valores,,,,,,11427322.0,11936137.0,13474016.0,12393283.0,13859481.0,12279787.0,11458597.0,11604266.0,14368321.0,14304994.0,14965523.0,9667716.0,8845168.0,8691325.0,9834509.0,9392773.0,9867747.0
02.05,Provisões Contingentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02.07,Patrimônio Líquido (PL),1178606.0,1265355.0,1387856.0,1473103.0,1589630.0,3370046.0,3666966.0,3787392.0,3777486.0,3902860.0,3984358.0,4003128.0,4060352.0,4213064.0,4241636.0,4347844.0,4316732.0,4549746.0,4627096.0,4570800.0,4725362.0,4895470.0
02.07.01,Capital Social,1015000.0,1015000.0,1015000.0,1015000.0,1295000.0,1295000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1900000.0,1900000.0
02.07.05,Reservas de Lucros,141988.0,242028.0,354854.0,453688.0,285460.0,450434.0,242722.0,242722.0,309253.0,309233.0,403212.0,403433.0,440578.0,440558.0,526934.0,526919.0,571497.0,571482.0,745025.0,745022.0,481072.0,480848.0
