cd_conta,ds_conta,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receitas de Intermediação Financeira,2710690.0,3150370.0,3582135.0,3573430.0,3583067.0,3630435.0,3903931.0,3787406.0,3738321.0,4098698.0,3992213.0,4590979.0,4916285.0,5360805.0,5823314.0
3.02,Despesas de Intermediação Financeira,-1983740.0,-2199212.0,-2773057.0,-2108645.0,-2482511.0,-2495961.0,-2732177.0,-2573698.0,-2404444.0,-2685717.0,-2650779.0,-3152948.0,-3420718.0,-3728087.0,-4226218.0
3.03,Resultado Bruto de Intermediação Financeira,726950.0,951158.0,809078.0,1464785.0,1100556.0,1134474.0,1171754.0,1213708.0,1333877.0,1412981.0,1341434.0,1438031.0,1495567.0,1632718.0,1597096.0
3.04,Outras Despesas e Receitas Operacionais,-665816.0,-663561.0,-770252.0,-1091916.0,-944319.0,-810380.0,-963644.0,-724504.0,-1103385.0,-1094717.0,-1397677.0,-1169591.0,-1238817.0,-1046641.0,-1101029.0
3.05,Resultado antes dos Tributos sobre o Lucro,61134.0,287597.0,38826.0,372869.0,156237.0,324094.0,208110.0,489204.0,230492.0,318264.0,-56243.0,268440.0,256750.0,586077.0,496067.0
3.06,Imposto de Renda e Contribuição Social sobre o Lucro,57681.0,85851.0,37681.0,-99397.0,35250.0,-42906.0,-16708.0,-140847.0,-46986.0,-72964.0,80560.0,6235.0,-33799.0,-178847.0,-130293.0
3.07,Lucro ou Prejuízo das Operações Continuadas,118815.0,373448.0,76507.0,273472.0,191487.0,281188.0,191402.0,348357.0,183506.0,245300.0,24317.0,274675.0,222951.0,407230.0,365774.0
3.08,Resultado Líquido das Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.09,Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias,118815.0,373448.0,76507.0,273472.0,191487.0,281188.0,191402.0,348357.0,183506.0,245300.0,24317.0,274675.0,222951.0,407230.0,365774.0
3.10,Participações nos Lucros e Contribuições Estatutárias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro ou Prejuízo Líquido Consolidado do Período,118815.0,373448.0,76507.0,273472.0,191487.0,281188.0,191402.0,348357.0,183506.0,245300.0,24317.0,274675.0,222951.0,407230.0,365774.0
3.99,Lucro por Ação (Reais/Ação),0.29,0.91,0.19,0.67,0.47,0.69,0.47,0.85,0.45,0.6,0.06,0.67,0.54,1.0,0.89
