cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
3.01,Receitas da Intermediação Financeira,9666650.0,10458584.0,9317842.0,8454424.0,8063609.0,7382705.0,7678349.0,2710690.0,3150370.0,3582135.0,3573430.0,3583067.0,3630435.0,3903931.0,3787406.0,3738321.0,4098698.0,3992213.0,4590979.0,4916285.0,5360805.0,5823314.0
3.02,Despesas da Intermediação Financeira,-6553228.0,-5310404.0,-4729865.0,-3908680.0,-3533510.0,-2950914.0,-3599380.0,-1983740.0,-2199212.0,-2773057.0,-2108645.0,-2482511.0,-2495961.0,-2732177.0,-2573698.0,-2404444.0,-2685717.0,-2650779.0,-3152948.0,-3420718.0,-3728087.0,-4226218.0
3.03,Resultado Bruto Intermediação Financeira,3113422.0,5148180.0,4587977.0,4545744.0,4530099.0,4431791.0,4078969.0,726950.0,951158.0,809078.0,1464785.0,1100556.0,1134474.0,1171754.0,1213708.0,1333877.0,1412981.0,1341434.0,1438031.0,1495567.0,1632718.0,1597096.0
3.04,Outras Despesas/Receitas Operacionais,-2069044.0,-4060822.0,-3037102.0,-3122129.0,-3208365.0,-3648169.0,-2601897.0,-665816.0,-663561.0,-770252.0,-1091916.0,-944319.0,-810380.0,-963644.0,-724504.0,-1103385.0,-1094717.0,-1397677.0,-1169591.0,-1238817.0,-1046641.0,-1101029.0
3.05,Resultado Antes dos Tributos sobre o Lucro,880218.0,728875.0,1095506.0,908597.0,1269947.0,619864.0,1084465.0,118815.0,373448.0,76507.0,273472.0,191487.0,281188.0,191402.0,348357.0,183506.0,245300.0,24317.0,274675.0,222951.0,407230.0,365774.0
3.06,Imposto de Renda e Contribuição Social,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.07,Resultado Líquido Operações Continuadas,880218.0,728875.0,1095506.0,908597.0,1269947.0,619864.0,1084465.0,118815.0,373448.0,76507.0,273472.0,191487.0,281188.0,191402.0,348357.0,183506.0,245300.0,24317.0,274675.0,222951.0,407230.0,365774.0
3.08,Resultado Líquido Operações Descontinuadas,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.09,Lucro/Prejuízo Consolidado do Período,,,,,,619864.0,1084465.0,118815.0,373448.0,76507.0,273472.0,191487.0,281188.0,191402.0,348357.0,183506.0,245300.0,24317.0,274675.0,222951.0,407230.0,365774.0
3.99,Lucro por Ação (Geral),2.15,1.78,2.68,2.22,3.1,310665.0,2.65,0.29,0.91,0.19,2.06,0.47,0.69,0.47,2.48,0.45,0.6,0.06,1.78,0.54,1.0,0.89
3.99.01.01,LPA - Ações Ordinárias (ON),2.15,1.78,2.68,2.22,3.1,310665.0,2.65,0.29,0.91,0.19,2.06,0.47,0.69,0.47,2.48,0.45,0.6,0.06,1.78,0.54,1.0,0.89
3.99.01.02,LPA - Ações Preferenciais (PN),2.3,1.9,2.88,2.37,3.34,2184.0,2.84,0.29,0.93,0.19,2.19,0.47,0.69,0.47,2.65,0.45,0.6,0.06,1.84,0.54,1.0,0.89
