codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,8.5612,6.4902,5.9969,2.1548,9.9594,1.6498,4.4871,9.8729,42.3984,6.697,24.1806,18.3432
P_VPA,P/VPA,Valuation,x,0.299,0.2886,0.2966,0.3345,0.5541,0.498,1.5407,0.8108,0.6805,0.7371,0.4911,0.3725
EV_EBITDA,EV/EBITDA,Valuation,x,5.573,4.5071,4.3038,3.2145,6.3247,1.1387,3.5234,6.8109,9.7713,4.592,4.0441,2.9969
EV_EBIT,EV/EBIT,Valuation,x,5.573,4.5071,4.3038,3.2145,6.3247,1.1387,3.5234,6.8109,9.7713,4.592,4.0441,2.9969
EV_RECEITA,EV/Receita,Valuation,x,0.1959,0.1861,0.2031,0.2124,0.2511,0.1871,0.5491,0.3014,0.2897,0.2795,0.1737,0.1287
DY,Dividend Yield,Valuation,%,11.8087,11.2634,10.7218,8.5071,8.0331,4.4786,3.0769,7.294,3.8662,22.4089,12.1,15.9506
PAYOUT,Payout,Valuation,%,101.0994,73.1006,64.2964,18.3308,106.4594,7.3889,13.8064,89.2362,164.8101,150.0714,104.361,104.361
ROE,ROE,Rentabilidade,%,3.4929,4.5542,5.0695,16.8301,4.2432,35.4016,40.2128,6.5725,1.5965,10.5186,5.2595,5.2595
ROA,ROA,Rentabilidade,%,1.7205,2.1171,2.2535,7.665,1.9261,15.6974,17.4526,2.8622,0.7746,5.3208,2.6907,2.6907
ROIC,ROIC,Rentabilidade,%,4.2503,5.1221,6.1644,9.2644,6.0646,27.2168,27.3567,7.902,4.5233,10.703,7.7289,7.7289
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,3.5143,4.1294,4.7191,6.6068,3.9707,16.4299,15.5846,4.4254,2.9653,6.0866,4.2939,4.2939
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,1.7433,2.1627,2.1244,6.026,1.6968,12.7058,10.9941,2.3891,0.714,4.0128,2.1595,2.1595
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,1.3259,1.108,1.6041,1.2492,0.6615,-0.1372,0.358,0.2062,-0.4931,0.1768,-0.2936,-0.2936
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.0934,0.0941,0.1762,0.2126,0.0647,-0.0535,0.1743,0.0253,-0.0327,0.0295,-0.0332,-0.0332
ICJ,ICJ,Endividamento,x,0.5544,0.7144,0.993,2.0759,1.3208,8.7366,8.4512,0.8068,0.5849,2.0216,1.2309,1.2309
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,38.785,48.2144,22.8095,33.0155,21.132,24.2864,28.9561,40.0413,42.4107,37.15,43.449,43.449
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.9088,2.1121,2.9771,2.6513,3.1504,2.6045,3.2558,2.827,2.5428,2.2801,2.136,2.136
LIQ_SECA,Liquidez Seca,Liquidez,x,2.2934,1.6103,2.2614,1.9481,2.4768,2.0736,2.2736,2.0893,2.0038,1.7221,1.5674,1.5674
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.3708,1.2963,1.3166,1.4177,1.3627,1.4709,1.5279,1.5018,1.698,1.4967,1.5734,1.5734
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.9869,0.9073,1.0423,1.1908,1.0994,1.0487,1.3394,1.2272,1.201,1.3044,1.3534,1.3534
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,80.5816,65.0215,75.2702,67.9591,57.9158,54.4986,81.6139,60.6576,49.6877,45.7004,51.056,51.056
PME,PME,Eficiência,dias,59.972,76.805,67.9296,69.2014,58.771,68.9227,85.4884,69.0617,52.2601,57.383,57.5975,57.5975
NCG_RECEITA,NCG/Receita,Eficiência,%,27.2769,25.942,26.8699,28.9274,22.7421,24.4832,30.2651,28.6427,23.6698,18.7288,17.126,17.126
