cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,402349.0,405716.0,456841.0,465253.0,454791.0,472576.0,521582.0,515455.0,507057.0,512526.0,547667.0,508039.0,479203.0,482774.0,491106.0,479041.0,466642.0,497484.0,517693.0,521191.0,502550.0,483703.0,524604.0,515094.0,522988.0,517201.0,534859.0,521500.0,502209.0,489044.0,507095.0,453060.0,457348.0,434970.0,443168.0,414420.0,403686.0,398751.0,393610.0,384412.0,371055.0,357190.0,362823.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-103974.0,-108641.0,-120339.0,-122847.0,-114340.0,-123647.0,-130657.0,-133998.0,-126789.0,-122452.0,-128370.0,-119771.0,-91987.0,-94306.0,-92859.0,-89469.0,-86324.0,-93228.0,-89594.0,-110338.0,-86684.0,-92665.0,-95714.0,-97853.0,-109934.0,-111295.0,-106440.0,-98198.0,-103508.0,-102087.0,-102589.0,-136032.0,-92965.0,-91129.0,-88422.0,-96447.0,-75448.0,-69113.0,-65376.0,-56384.0,-50723.0,-49301.0,-46290.0
3.03,Resultado Bruto,298375.0,297075.0,336502.0,342406.0,340451.0,348929.0,390925.0,381457.0,380268.0,390074.0,419297.0,388268.0,387216.0,388468.0,398247.0,389572.0,380318.0,404256.0,428099.0,410853.0,415866.0,391038.0,428890.0,417241.0,413054.0,405906.0,428419.0,423302.0,398701.0,386957.0,404506.0,317028.0,364383.0,343841.0,354746.0,317973.0,328238.0,329638.0,328234.0,328028.0,320332.0,307889.0,316533.0
3.04,Despesas/Receitas Operacionais,-206394.0,-168862.0,-223628.0,-253527.0,-224733.0,-228575.0,-259215.0,-255622.0,-223582.0,-268323.0,-229412.0,-248113.0,-217129.0,-241853.0,-223392.0,-224976.0,-213833.0,-228445.0,-225860.0,-350815.0,-282202.0,-201332.0,-220754.0,-339517.0,-228366.0,-260629.0,-248507.0,-296392.0,-245027.0,-254880.0,-277092.0,-367904.0,-273512.0,-263960.0,-380374.0,-345604.0,-254321.0,-278992.0,-262928.0,-332549.0,-258278.0,-236131.0,-251927.0
3.04.02,Despesas Gerais e Administrativas,-113333.0,-123069.0,-112960.0,-122833.0,-115345.0,-121175.0,-134160.0,-129046.0,-121605.0,-116117.0,-126828.0,-143737.0,-112810.0,-130665.0,-121710.0,-133392.0,-131166.0,-139032.0,-132536.0,-155057.0,-175096.0,-122682.0,-109410.0,-115094.0,-112363.0,-124343.0,-96777.0,-77648.0,-92756.0,-99690.0,-95449.0,-118443.0,-102632.0,-93386.0,-106465.0,-101349.0,-86169.0,-88447.0,-94131.0,-100401.0,-89967.0,-88848.0,-87355.0
3.04.05,Outras Despesas Operacionais,-3454.0,0.0,-2175.0,-9322.0,-1261.0,0.0,-966.0,-5122.0,-3290.0,-45091.0,-2420.0,-43748.0,-4317.0,-6977.0,-1342.0,-8350.0,-3687.0,-7247.0,0.0,-117804.0,-16104.0,0.0,-5032.0,-85712.0,-4789.0,-9754.0,-8070.0,-47152.0,-3751.0,-4563.0,-15853.0,-95102.0,-10062.0,-11114.0,-110584.0,-65768.0,-27059.0,-39014.0,-29090.0,-106087.0,-42586.0,-46924.0,-68255.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1077.0,310.0,-1873.0,-769.0,-2275.0,-851.0,-997.0,-148.0,-170.0,149.0,-341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,91981.0,128213.0,112874.0,88879.0,115718.0,120354.0,131710.0,125835.0,156686.0,121751.0,189885.0,140155.0,170087.0,146615.0,174855.0,164596.0,166485.0,175811.0,202239.0,60038.0,133664.0,189706.0,208136.0,77724.0,184688.0,145277.0,179912.0,126910.0,153674.0,132077.0,127414.0,-50876.0,90871.0,79881.0,-25628.0,-27631.0,73917.0,50646.0,65306.0,-4521.0,62054.0,71758.0,64606.0
3.06,Resultado Financeiro,-673.0,-2784.0,2880.0,-20587.0,-10338.0,-7905.0,-7871.0,-7069.0,-1246.0,-3702.0,-14959.0,-5416.0,-6175.0,-7219.0,-6404.0,-8246.0,-7512.0,-5794.0,-7567.0,-15876.0,-21112.0,-18637.0,-10143.0,-7051.0,-9348.0,-13261.0,-11894.0,-47933.0,-40454.0,-52164.0,-53277.0,-69662.0,-66871.0,-56382.0,-54453.0,-51414.0,-43800.0,-43009.0,-48094.0,-49224.0,-40601.0,-36379.0,-48071.0
3.06.01,Receitas Financeiras,32344.0,34327.0,40454.0,31075.0,31947.0,33444.0,38507.0,41428.0,39394.0,34208.0,37438.0,20445.0,16380.0,15650.0,16838.0,14166.0,16852.0,18981.0,26520.0,16866.0,12871.0,14399.0,12863.0,12438.0,14343.0,37268.0,28658.0,65703.0,181273.0,161190.0,111402.0,41730.0,34672.0,42308.0,44628.0,40215.0,39412.0,44058.0,32629.0,39650.0,39063.0,44662.0,23192.0
3.06.02,Despesas Financeiras,-33017.0,-37111.0,-37574.0,-51662.0,-42285.0,-41349.0,-46378.0,-48497.0,-40640.0,-37910.0,-52397.0,-25861.0,-22555.0,-22869.0,-23242.0,-22412.0,-24364.0,-24775.0,-34087.0,-32742.0,-33983.0,-33036.0,-23006.0,-19489.0,-23691.0,-50529.0,-40552.0,-113636.0,-221727.0,-213354.0,-164679.0,-111392.0,-101543.0,-98690.0,-99081.0,-91629.0,-83212.0,-87067.0,-80723.0,-88874.0,-79664.0,-81041.0,-71263.0
3.07,Resultado Antes dos Tributos sobre o Lucro,91308.0,125429.0,115754.0,68292.0,105380.0,112449.0,123839.0,118766.0,155440.0,118049.0,174926.0,134739.0,163912.0,139396.0,168451.0,156350.0,158973.0,170017.0,194672.0,44162.0,112552.0,171069.0,197993.0,70673.0,175340.0,132016.0,168018.0,78977.0,113220.0,79913.0,74137.0,-120538.0,24000.0,23499.0,-80081.0,-79045.0,30117.0,7637.0,17212.0,-53745.0,21453.0,35379.0,16535.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-46611.0,-54651.0,-51811.0,-6850.0,-92886.0,-42775.0,-49603.0,-145407.0,-43983.0,-47403.0,-61666.0,-44283.0,-61209.0,-50821.0,-58728.0,-60308.0,-62085.0,-59973.0,-75606.0,-22596.0,-41862.0,-44378.0,-67081.0,-3779.0,-58227.0,-39423.0,-54907.0,-24488.0,-36863.0,-27996.0,-22852.0,-42457.0,-4903.0,-7964.0,-27342.0,-3957.0,-11686.0,-7472.0,-4308.0,-9624.0,-5628.0,-15978.0,-2079.0
3.09,Resultado Líquido das Operações Continuadas,44697.0,70778.0,63943.0,61442.0,198266.0,69674.0,74236.0,78401.0,111457.0,70646.0,113260.0,90456.0,102703.0,88575.0,109723.0,96042.0,96888.0,110044.0,119066.0,66758.0,70690.0,126691.0,130912.0,66894.0,117113.0,92593.0,113111.0,54489.0,76357.0,51917.0,51285.0,-78081.0,19097.0,15535.0,52739.0,-11996.0,18431.0,15109.0,12904.0,-31381.0,15825.0,19401.0,14456.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1544.0
