codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,11.6341,9.9325,19.2234,7.615,23.403,22.498,12.3307,17.2502,-11.4837,64.985,75.976,67.8679
P_VPA,P/VPA,Valuation,x,1.3263,2.0109,2.9551,1.2809,6.5209,5.2341,3.6174,1.2038,0.749,0.3317,0.4903,0.438
EV_EBITDA,EV/EBITDA,Valuation,x,6.6012,8.6692,11.5707,4.7886,16.777,15.4842,9.5575,8.779,18.8373,7.6645,8.1877,7.8255
EV_EBIT,EV/EBIT,Valuation,x,6.6012,8.6692,11.5707,4.7886,16.777,15.4842,9.5575,8.779,18.8373,7.6645,8.1877,7.8255
EV_RECEITA,EV/Receita,Valuation,x,1.6099,2.1784,3.3925,1.6262,5.0638,4.6563,2.9029,1.6299,1.2648,0.8989,1.076,1.0284
DY,Dividend Yield,Valuation,%,18.6175,10.5903,5.089,6.242,13.4116,0.8644,11.6796,4.0675,2.1367,,0.2174,0.2434
PAYOUT,Payout,Valuation,%,204.4084,104.7008,92.2583,47.4126,317.7175,19.2963,142.7782,65.4578,27.2937,,8.5365,8.5365
ROE,ROE,Rentabilidade,%,12.0799,20.7096,17.4001,16.8189,20.7734,25.3959,25.49,7.7121,5.7056,1.1645,1.2513,1.2513
ROA,ROA,Rentabilidade,%,7.0131,11.9751,10.8359,11.2148,11.336,10.1499,8.5649,2.2764,1.671,0.3394,0.4043,0.4043
ROIC,ROIC,Rentabilidade,%,13.0453,14.8827,16.6436,17.4573,17.6134,17.5028,15.29,8.2337,3.0578,5.3408,5.6335,5.6335
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,24.3878,25.1281,29.3201,33.9602,30.1832,30.0713,30.3731,18.5655,6.7142,11.7275,13.1413,13.1413
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,13.9213,21.4099,18.5911,20.5496,19.6083,19.5062,17.9965,5.2002,4.3074,0.9531,1.1357,1.1357
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.3339,0.2456,0.0756,0.1923,1.3871,1.0044,2.3142,4.2713,10.6427,5.3354,4.7941,4.7941
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.0707,0.0586,0.0194,0.0536,0.5877,0.3631,1.1558,1.1407,0.9727,0.7598,0.6926,0.6926
ICJ,ICJ,Endividamento,x,2.6477,2.7652,3.8804,7.2043,5.2133,5.563,2.7879,0.5094,0.3005,0.5453,0.6043,0.6043
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,5.2383,1.8048,0.8161,100.0,2.5812,2.3903,86.2356,1.7024,25.912,30.4706,48.8251,48.8251
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.491,1.2253,2.5381,0.9368,1.9654,1.4297,0.4772,1.7759,1.2417,1.1028,0.8139,0.8139
LIQ_SECA,Liquidez Seca,Liquidez,x,1.491,1.2253,2.5381,0.9368,1.9654,1.4297,0.4772,1.7759,1.2417,1.1028,0.8139,0.8139
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6326,0.7582,1.0335,0.9116,0.5659,0.6942,0.4735,0.4833,0.5944,0.654,0.6416,0.6416
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.5038,0.5472,0.5877,0.5444,0.5926,0.4597,0.4761,0.4325,0.3881,0.362,0.3777,0.3777
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,-143.8622,-113.4264,-110.1751,-240.0695,-195.442,-603.5033,-222.6536,-235.9055,-419.8085,-558.5432,-776.7773,-776.7773
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,-8.3221,-16.3394,3.0815,3.1038,-0.1327,-10.6493,-9.6112,-7.6146,-5.2562,-10.4419,-6.29,-6.29
