codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,285685.54,250632.1,259395.46,248295.2,238363.39,322575.36,333369.05,393611.82,506311.35,650809.2,964479.79,2013755.75,2473428.51,2475697.83,2187157.36,2002327.16,2067017.73
P_L,P/L,Valuation,x,,9.9767,-9.25,-9.0426,90.6667,4.2129,22.7396,12.3594,2.0826,7.4038,9.2766,3.4431,20.4694,67.6677,6.9338,-22.1767,-22.8932
P_VPA,P/VPA,Valuation,x,,0.4217,0.4526,0.4249,0.3973,0.4163,0.5079,0.5674,0.5735,0.6902,0.8403,0.8214,1.2059,1.2529,0.9929,0.9519,0.9827
EV_EBITDA,EV/EBITDA,Valuation,x,,7.3341,12.5445,-131.059,107.4129,7.7969,-26.3854,6.9079,2.4461,6.8494,6.5844,2.4313,17.5712,76.9964,12.6672,36.7915,37.5609
EV_EBIT,EV/EBIT,Valuation,x,,17.2188,-357.0764,-15.8325,-24.7921,22.0616,-12.6547,10.379,2.7403,8.5719,9.7507,2.8551,29.6209,-113.9738,19.2641,-186.6525,-190.5558
EV_RECEITA,EV/Receita,Valuation,x,,1.9922,2.2018,2.6502,2.5473,1.3612,3.4223,2.325,1.4722,2.144,2.2363,1.2231,3.6358,4.8811,3.73,4.0313,4.1156
DY,Dividend Yield,Valuation,%,,,,4.1645,,44.4921,17.9913,6.2897,15.4559,14.6623,7.5558,13.3658,21.8159,13.3239,7.3052,7.9795,7.7298
PAYOUT,Payout,Valuation,%,,,,-37.6576,,187.4421,409.1151,77.7371,32.1878,108.5571,70.0926,46.0203,446.5584,901.5998,50.6527,-176.9589,-176.9589
ROE,ROE,Rentabilidade,%,,4.6376,1.6357,1.6346,0.7994,11.0714,2.0811,6.5138,29.4891,9.1185,14.2779,29.4468,5.1869,2.6046,8.6573,4.4842,4.4842
ROA,ROA,Rentabilidade,%,,3.7487,1.304,1.2421,0.5911,8.8455,1.718,5.0515,21.0223,5.9324,8.0874,18.2572,3.3373,1.577,5.0094,2.5531,2.5531
ROIC,ROIC,Rentabilidade,%,,1.5476,-0.084,-1.9128,-1.2528,0.9328,-2.5302,4.0828,15.7769,5.9794,6.0101,18.7899,2.588,-0.6823,3.4104,-0.3424,-0.3424
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,27.1642,17.5519,-2.0221,2.3715,17.4577,-12.9704,33.6577,60.1844,31.3027,33.9636,50.305,20.6919,6.3394,29.4461,10.9572,10.9572
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,23.5935,8.0375,8.7988,3.7518,50.5577,16.7434,18.9899,47.8638,17.5736,22.9868,34.0925,13.982,7.7491,19.9079,12.7777,12.7777
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,-0.5636,0.1037,-16.8477,27.746,-4.4786,2.5103,1.8578,0.7139,2.4601,2.2109,-0.144,3.2586,19.2946,4.4924,12.9774,12.9774
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,,-0.0301,0.0038,0.0627,0.1384,-0.1519,-0.0441,0.2087,0.2364,0.3868,0.4248,-0.0459,0.2745,0.4189,0.5457,0.5187,0.5187
ICJ,ICJ,Endividamento,x,,1.0985,-0.02,-0.7111,-0.2333,0.1624,-0.3562,1.0628,0.9543,0.6031,0.2528,1.1847,0.2557,-0.1687,0.5639,-0.0558,-0.0558
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,,24.0012,37.6109,57.3618,55.9809,26.571,63.8378,53.1016,27.6885,31.0793,36.4441,36.7458,30.5059,26.8015,24.3764,33.0959,33.0959
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,,3.2062,2.7404,1.4234,1.2942,3.9751,2.0609,1.4433,2.1819,2.1011,1.4536,3.0405,1.9932,2.2521,1.6932,1.6726,1.6726
LIQ_SECA,Liquidez Seca,Liquidez,x,,2.4384,2.3495,1.2422,1.1675,3.6368,1.9668,1.2969,1.9756,1.915,1.3107,2.8262,1.6754,1.9303,1.4102,1.1794,1.1794
LIQ_GERAL,Liquidez Geral,Liquidez,x,,5.0792,4.5601,3.492,3.4472,5.6283,4.2039,3.3563,1.5899,2.2576,1.9242,2.9122,2.3136,2.2741,1.96,1.9213,1.9213
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,0.1589,0.1629,0.1354,0.1562,0.1649,0.1084,0.2516,0.3761,0.3126,0.2984,0.4283,0.2479,0.2062,0.2306,0.2006,0.2006
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,321.0736,436.2736,296.326,200.2984,176.7801,236.2222,287.9008,260.9686,304.3432,277.7091,220.5668,362.914,361.1162,384.2657,329.9162,329.9162
PME,PME,Eficiência,dias,,431.5749,396.4108,339.1295,274.6641,199.8051,313.7633,250.3691,312.7543,270.3584,241.1908,228.8782,327.5148,289.6799,329.9171,272.6388,272.6388
NCG_RECEITA,NCG/Receita,Eficiência,%,,70.9976,107.3813,55.7951,56.9856,50.1342,70.0102,56.4184,45.2677,63.3347,46.6117,37.6806,70.0301,99.0221,77.6856,88.7428,88.7428
