codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-588279.4067,-274346.5246,16035935.3879,-1705014.3412,-164662.9566,-174689.8126,-940460.5491,-398686.9908,-64.1665,-325.9537,-3.5252,-0.1637
P_VPA,P/VPA,Valuation,x,836472.73,-426474.3674,-19386531.8155,-55693.3095,-30105.6528,-14750.7627,-36619.2095,-197.6334,-263.5406,-2.2267,-8.916,-0.414
EV_EBITDA,EV/EBITDA,Valuation,x,-1162081.3304,-321244.2889,-35851420.8407,-620307.9084,-327346.878,-289966.909,-542498.5254,-16201.073,-1643.5924,-49.7159,-728.8366,-42.7743
EV_EBIT,EV/EBIT,Valuation,x,-937051.5214,-315106.0808,-35274194.4786,-551024.8801,-324727.1277,-286988.2527,-541412.0294,-16002.558,-1641.2839,-49.536,-719.9736,-42.2541
EV_RECEITA,EV/Receita,Valuation,x,1093364.8612,4064283.7729,136576707.1807,582791.294,493712.3897,381505.4987,440816.9373,8110.5843,9540.0087,63.3473,318.6666,18.702
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,119.2034,-1054.6164,-4.8342,-23.4099,-20.3937,-8.8612,-2.2922,-1.6396,-27.265,-12.9199,-6.6138,-6.6138
ROA,ROA,Rentabilidade,%,25.9397,69.5871,4.2143,31.0778,41.2583,24.9191,8.0803,6.7607,121.3516,71.3529,43.0356,43.0356
ROIC,ROIC,Rentabilidade,%,-26.0231,481.5779,61.6939,10.5436,8.9085,4.3066,5.5568,1.0755,11.1694,3.2065,0.9368,0.9368
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,-94.0868,-1265.1692,-380.952,-93.9519,-150.8224,-131.5686,-81.2568,-50.062,-580.4364,-127.4186,-43.7226,-43.7226
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,155.8121,1515.7866,35.0381,221.3511,303.0594,219.3642,28.0501,69.4112,1220.0879,358.341,227.8625,227.8625
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-1.756,-0.6135,-0.762,-4.0911,-3.4047,-4.1729,-2.9133,-19.7461,-0.3181,-1.1519,-9.3705,-9.3705
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.264,-0.8145,-0.412,-0.3673,-0.3131,-0.2123,-0.1967,-0.2412,-0.051,-0.0528,-0.1161,-0.1161
ICJ,ICJ,Endividamento,x,-2.2189,-4.6698,-1.5562,-0.6793,-0.9555,-0.579,-0.3638,-0.063,-0.5705,-0.3178,-0.1458,-0.1458
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,74.4544,85.843,100.0,100.0,100.0,100.0,100.0,100.0,53.4929,38.1674,33.5362,33.5362
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.7386,0.4656,0.6296,0.5363,0.3999,0.3826,0.3362,0.2725,0.4455,0.3237,0.3397,0.3397
LIQ_SECA,Liquidez Seca,Liquidez,x,0.4763,0.2648,0.2819,0.1394,0.0888,0.1008,0.1083,0.0887,0.1995,0.1605,0.1905,0.1905
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.1783,0.5538,0.4632,0.3732,0.275,0.2388,0.1918,0.1886,0.1655,0.1353,0.1234,0.1234
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.1665,0.077,0.1544,0.1544,0.1552,0.1203,0.3395,0.1016,0.1369,0.2244,0.1957,0.1957
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,727.2744,1594.5773,1297.2852,2807.8396,1522.0654,2611.851,629.2661,2129.084,534.4481,77.1176,-152.6469,-152.6469
PME,PME,Eficiência,dias,332.2604,431.6429,1001.8179,2829.8751,1478.3998,2648.4426,698.0485,2569.0394,1671.9889,514.6724,723.6631,723.6631
NCG_RECEITA,NCG/Receita,Eficiência,%,20.4578,-207.7219,10.6339,-50.3374,-233.4869,-509.861,-219.5361,-1092.6851,-540.8438,-536.5512,-518.2675,-518.2675
