codigo,nome,categoria,unidade,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,750769.32,742450.55,403460.52,359786.96,602306.48,492983.72,794136.96,744632.32
P_L,P/L,Valuation,x,13.5734,12.9872,4.6719,2.8647,3.9639,3.6028,4.5808,4.2952
P_VPA,P/VPA,Valuation,x,1.5005,0.6194,0.3365,0.2778,0.4547,0.3604,0.6376,0.5979
EV_EBITDA,EV/EBITDA,Valuation,x,14.7916,1.9444,0.2235,2.2478,4.822,4.7828,7.6921,7.289
EV_EBIT,EV/EBIT,Valuation,x,15.5974,2.1972,0.2495,2.3693,5.0498,5.0378,8.1265,7.7006
EV_RECEITA,EV/Receita,Valuation,x,1.5463,0.2066,0.0197,0.1674,0.4126,0.3795,0.7844,0.7433
DY,Dividend Yield,Valuation,%,34.0558,34.4373,63.3718,71.0643,42.1032,51.4399,31.9328,34.0558
PAYOUT,Payout,Valuation,%,462.2509,447.2436,296.0667,203.5784,166.8917,185.3283,146.2779,146.2779
ROE,ROE,Rentabilidade,%,11.0544,6.7295,7.2035,10.0707,11.5995,10.1634,13.416,13.416
ROA,ROA,Rentabilidade,%,4.5174,3.7924,4.6158,5.9067,6.4351,5.4558,6.6522,6.6522
ROIC,ROIC,Rentabilidade,%,5.9405,6.2614,4.9598,4.3342,5.2719,4.0429,5.4958,5.4958
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,10.4539,10.6267,8.8129,7.4478,8.5564,7.9352,10.1975,10.1975
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,9.8264,9.832,11.189,12.1986,12.8367,13.2978,14.3965,14.3965
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.033,-10.0715,-5.708,-2.4442,-1.1247,-1.2547,1.2251,1.2251
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.2391,-0.5192,-0.3238,-0.1447,-0.086,-0.0749,0.1208,0.1208
ICJ,ICJ,Endividamento,x,11.672,9.7905,12.5289,25.1202,21.6945,10.3003,13.0001,13.0001
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,34.5652,70.9225,54.8818,28.0959,51.0143,34.8372,20.8577,20.8577
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.8769,3.154,2.5382,3.0644,2.9037,2.9331,2.5978,2.5978
LIQ_SECA,Liquidez Seca,Liquidez,x,1.8769,3.154,2.5382,3.0644,2.9037,2.9331,2.5978,2.5978
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.6823,3.013,2.569,2.2625,2.1764,2.0422,1.7573,1.7573
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4597,0.3247,0.3955,0.4474,0.4889,0.3966,0.4473,0.4473
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,476.9481,535.7281,575.4743,508.9819,463.7759,514.0893,461.4097,461.4097
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,66.7399,75.4174,81.633,90.945,88.8698,94.5065,79.3304,79.3304
