cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,7761.754,7533.445,7181.699,7162.73,6592.999,6752.199,7024.657,6105.509,6296.766,5851.326,6697.563,5564.793,5431.365,5147.675,6175.125,6157.232,5547.358,5628.738,6269.43,6106.066,4769.325,4552.137,9864.483,10628.915,12675.903,10470.896,11320.378,7166.823,6435.674,6741.774,8207.816,6793.066,7628.503,6960.09,7596.802,6578.857,6524.364,7378.656,8802.068,6824.897,7345.113,5870.823,7899.345
3.02,Custo dos Bens e/ou Serviços Vendidos,-5161.048,-4776.91,-4600.551,-4822.139,-4089.613,-4963.623,-4407.698,-3846.514,-4149.995,-4528.864,-4684.06,-3815.754,-4660.931,-3878.995,-4685.537,-5312.276,-4990.693,-4696.211,-4331.354,-4402.963,-4091.318,-3248.963,-6648.814,-7435.331,-8663.167,-7109.997,-7831.512,-6015.478,-5320.034,-5560.607,-5976.946,-4788.727,-6039.655,-4786.108,-6011.386,-4681.389,-5101.591,-5206.417,-6510.982,-5357.488,-5739.034,-5099.855,-5958.185
3.03,Resultado Bruto,2600.706,2756.535,2581.148,2340.591,2503.386,1788.576,2616.959,2258.995,2146.771,1322.462,2013.503,1749.039,770.434,1268.68,1489.588,844.956,556.665,932.527,1938.076,1703.103,678.007,1303.174,3215.669,3193.584,4012.736,3360.899,3488.866,1151.345,1115.64,1181.167,2230.87,2004.339,1588.848,2173.982,1585.416,1897.468,1422.773,2172.239,2291.086,1467.409,1606.079,770.968,1941.16
3.04,Despesas/Receitas Operacionais,-1778.719,-1753.806,-1528.218,-1651.535,-1595.636,-1541.502,-1755.786,-1426.076,-2918.762,-1545.326,-1688.994,-2007.082,-1420.65,-1385.042,-1695.098,-1997.756,-1730.967,-1712.045,-1799.421,-4398.923,-1719.788,-1318.262,-2061.34,-4231.548,-2217.785,-2265.237,-2368.649,-3922.121,-2032.437,-1905.125,-2267.955,-4107.496,-2069.277,-1460.515,-2042.818,-581.053,-2165.735,-1844.943,-2000.768,-2128.271,-1679.116,-1939.433,-1920.639
3.04.02,Despesas Gerais e Administrativas,-908.671,-931.462,-844.602,-800.572,-958.65,-812.316,-1037.537,-715.853,-2246.342,-929.994,-939.14,-1132.14,-935.069,-967.549,-1094.553,-812.416,-1059.882,-1017.579,-1032.052,-808.792,-1067.391,-794.809,-1129.654,-974.024,-1213.1,-1134.826,-1118.365,-1082.984,-1425.406,-1199.199,-1439.542,-1071.632,-1318.822,-1187.832,-1176.19,-1217.319,-1404.017,-1476.996,-1260.993,-1222.015,-1248.476,-1222.776,-1167.459
3.04.05,Outras Despesas Operacionais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,821.987,1002.729,1052.93,689.056,907.75,247.074,861.173,832.919,-771.991,-222.864,324.509,-258.043,-650.216,2653.722,-205.51,5078.696,-1174.302,-779.518,138.655,6102.026,-1041.781,-15.088,1154.329,7425.132,1794.951,1095.662,1120.217,5073.466,-916.797,-723.958,-37.085,6111.835,-480.429,713.467,-457.402,1316.415,-742.962,327.296,290.318,-660.862,-73.037,-1168.465,20.521
3.06,Resultado Financeiro,-10.6,-95.696,83.026,123.396,47.299,497.718,339.458,-12.52,205.55,64.679,26.597,-321.442,-236.022,-173.261,-123.245,176.98,-376.276,-448.524,-261.422,-304.974,-333.41,-369.075,-150.911,-92.786,-189.146,-98.397,224.012,171.458,261.69,333.04,531.806,411.07,476.017,453.456,529.888,1733.153,2094.143,524.353,590.778,570.373,731.765,852.753,1013.618
