codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,1290484.69,2228745.79,2602840.66,2862537.75,3336724.45,1603316.32,2249602.26,2344001.85,5247737.53,5568908.51,7305760.1,8882818.3,15365368.66,21766329.88,30668718.24,33997309.35,33997309.35
P_L,P/L,Valuation,x,0.5505,0.8028,0.7933,1.1032,1.248,0.7648,7.7466,2.5342,3.459,2.0845,2.9788,3.1179,4.9948,4.6697,5.2578,10.027,10.027
P_VPA,P/VPA,Valuation,x,0.1278,0.2237,0.2934,0.2709,0.3469,0.1454,0.2005,0.1771,0.378,0.4103,0.4883,0.6012,0.9388,1.0922,1.367,1.4033,1.4033
EV_EBITDA,EV/EBITDA,Valuation,x,2.086,2.1812,2.0543,1.771,2.345,2.721,4.5773,4.196,5.5083,4.688,3.035,2.2121,3.3133,3.4437,3.6158,5.6414,5.6414
EV_EBIT,EV/EBIT,Valuation,x,2.503,2.532,2.5578,2.1053,2.6816,3.2755,8.5421,5.5453,7.3822,6.1327,3.6729,2.546,4.0019,4.0506,4.1195,8.1511,8.1511
EV_RECEITA,EV/Receita,Valuation,x,0.6883,0.7173,0.5657,0.6279,0.7658,0.6302,0.8214,0.6749,0.8275,0.751,0.6852,0.526,0.6604,0.7947,1.0219,1.1099,1.1099
DY,Dividend Yield,Valuation,%,41.7787,29.1637,25.5182,33.0236,28.8824,59.8828,43.604,51.6231,21.7492,20.0949,17.8223,12.9992,9.6689,9.5456,6.8673,6.375,6.375
PAYOUT,Payout,Valuation,%,23.0001,23.4133,20.2429,36.4303,36.0465,45.7976,337.7837,130.8225,75.2313,41.8888,53.0885,40.5303,48.2947,44.5751,36.1072,63.9227,63.9227
ROE,ROE,Rentabilidade,%,23.2229,28.1862,36.6748,25.664,26.2247,20.3439,2.5828,7.3473,11.5081,19.6548,17.1728,20.3192,19.8539,24.8365,27.3617,14.1598,14.1598
ROA,ROA,Rentabilidade,%,7.9423,9.2298,12.2174,9.9508,9.6797,6.5096,0.8077,2.377,3.412,5.6987,5.5093,7.0723,7.7459,10.6134,12.4108,6.2953,6.2953
ROIC,ROIC,Rentabilidade,%,13.8188,15.8596,13.8968,15.1856,16.0744,10.9011,4.5639,6.5467,5.6575,6.9824,11.3127,16.2247,12.8645,14.8311,17.4287,9.1157,9.1157
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,32.9946,32.8879,27.5355,35.4553,32.6584,23.161,17.9448,16.0843,15.0227,16.0204,22.5758,23.7777,19.9324,23.078,28.2623,19.675,19.675
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,16.3554,15.8764,23.1398,21.2196,16.0541,11.5958,1.7832,4.6132,7.8222,12.3199,11.3571,11.1539,11.8805,15.6496,17.8788,9.4783,9.4783
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,1.846,1.8524,1.5423,1.219,1.8221,2.3959,3.9095,3.5248,3.9395,3.3189,1.7523,1.1018,1.0764,0.8842,0.8906,1.5686,1.5686
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.8648,1.0692,0.6787,0.5002,1.0304,0.9097,1.0182,0.859,0.8267,0.8495,0.571,0.4529,0.3394,0.305,0.366,0.4557,0.4557
ICJ,ICJ,Endividamento,x,2.1446,2.1095,2.0852,3.6537,3.2949,1.8584,0.7283,1.4678,1.1222,1.6839,1.4045,2.245,1.8547,4.3791,5.0636,2.6726,2.6726
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,16.6527,49.566,62.0795,23.6616,39.1647,41.5412,31.8653,16.4648,14.8767,18.5858,13.71,12.8928,9.0316,26.7488,23.426,19.3517,19.3517
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.2627,0.7011,0.6879,1.1262,0.6475,0.7172,0.7238,0.9856,1.1882,1.2812,1.595,1.2116,1.2017,0.9065,0.8647,0.89,0.89
LIQ_SECA,Liquidez Seca,Liquidez,x,1.2563,0.6966,0.6847,1.1198,0.6435,0.7144,0.7195,0.9812,1.1867,1.2812,1.595,1.2116,1.2017,0.9065,0.8647,0.89,0.89
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.9295,0.9081,0.8436,0.9218,0.7606,0.6063,0.6422,0.7356,0.9377,0.8947,0.9411,0.9688,0.9889,1.05,1.1126,1.0962,1.0962
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4856,0.5518,0.5668,0.4906,0.5583,0.5211,0.4466,0.514,0.372,0.5085,0.4665,0.6465,0.6421,0.67,0.6667,0.6552,0.6552
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,36.3372,20.6248,56.0925,16.8402,1.3989,22.1834,18.7408,22.1508,32.1334,28.5702,22.3097,15.1053,14.4756,15.4268,18.0434,13.9093,13.9093
PME,PME,Eficiência,dias,1.3814,1.5219,1.1978,1.379,1.1216,0.85,1.2344,0.785,0.7254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,3.5792,4.6664,-0.5674,-1.0288,-0.8159,-3.5147,-1.7812,0.7228,22.4811,14.5532,11.038,3.4993,0.088,-2.4573,-3.2467,-2.2903,-2.2903
