codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-0.2949,-2.8215,6.168,-0.4475,-0.3683,4.8138,0.3567,2.0624,-1.0817,0.7724,0.8421,0.603
P_VPA,P/VPA,Valuation,x,-0.1669,-0.6937,-0.7258,-0.2115,-0.1716,-1.6178,-2.3304,-6.3067,-4.7257,0.9822,7.9474,5.6915
EV_EBITDA,EV/EBITDA,Valuation,x,-2.3375,26.3099,-30.067,-8.6424,-12.1665,6.7473,7.6137,9.8305,-13.9655,1.2465,2.6689,2.3737
EV_EBIT,EV/EBIT,Valuation,x,-1.8662,143.8512,-10.406,-6.2633,-8.1277,7.3833,9.2989,15.002,-8.9008,1.414,3.3288,2.9606
EV_RECEITA,EV/Receita,Valuation,x,0.6376,1.3857,1.364,0.6569,0.6157,2.3549,0.7013,0.4065,0.4,0.3285,0.7656,0.681
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,-57.2396,-15.7702,-4.5198,-20.9853,-20.5519,-12.591,-110.636,-80.8705,-325.3676,322.3529,1216.7735,1216.7735
ROA,ROA,Rentabilidade,%,38.1295,11.1034,3.4113,18.1032,22.1994,13.9112,63.6839,9.7811,8.93,10.0863,12.7976,12.7976
ROIC,ROIC,Rentabilidade,%,72.5402,-1.0097,14.4094,11.2999,6.6036,-22.0041,209.5139,11.0014,-10.7353,46.4391,30.0702,30.0702
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,-27.2755,5.2667,-4.5364,-7.6008,-5.0607,34.9013,9.2111,4.1352,-2.8639,26.3504,28.6874,28.6874
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,46.5207,17.3731,5.2635,19.9029,21.8389,16.9994,53.1725,8.2048,9.4511,11.7521,19.0585,19.0585
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-1.8401,10.6372,-11.8566,-5.7271,-8.1939,0.8835,2.4666,4.7385,-10.4006,0.8975,1.6289,1.6289
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.6175,-0.4708,-0.4725,-0.4154,-0.3539,-0.2438,-1.1168,-5.8691,-13.7873,2.5263,12.448,12.448
ICJ,ICJ,Endividamento,x,-2.0127,0.0739,-1.3461,-1.1242,-0.5347,3.4958,0.1652,0.3303,-0.4112,2.0838,1.4347,1.4347
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,64.5613,71.7927,80.1526,84.7107,86.9197,39.0266,57.1533,63.2287,54.4667,69.9469,62.5327,62.5327
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.2906,0.2515,0.3044,0.3177,0.2476,0.3651,0.9059,1.0499,1.0103,0.883,0.8599,0.8599
LIQ_SECA,Liquidez Seca,Liquidez,x,0.1577,0.1651,0.1854,0.1728,0.1379,0.198,0.5831,0.745,0.7239,0.6645,0.6147,0.6147
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.2289,0.2034,0.1858,0.1796,0.1544,0.1712,0.3355,0.4712,0.4975,0.5513,0.5107,0.5107
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.8196,0.6219,0.6772,0.9112,1.032,0.7954,1.0907,1.0944,0.8944,0.7943,0.7004,0.7004
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,7.0748,-9.5458,-2.4039,14.7851,14.365,68.7497,47.187,48.6088,61.4185,47.3575,91.44,91.44
PME,PME,Eficiência,dias,38.4221,39.6375,44.6817,47.7658,38.9001,56.2108,51.775,47.465,51.144,46.9601,63.701,63.701
NCG_RECEITA,NCG/Receita,Eficiência,%,-22.7709,-48.7413,-26.3981,-20.8846,-32.058,-41.2302,9.3299,14.0449,16.6198,8.0103,19.3765,19.3765
