cd_conta,ds_conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,39971.0,41058.0,46518.0,40525.0,40458.0,34487.0,59971.0,60373.0,70898.0,75975.0,87959.0,88276.0,89945.0,93011.0,113110.0,97559.0,85231.0,84916.0,90725.0,80561.0,93886.0,93903.0,98392.0,94571.0,101013.0,108563.0,119044.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-27771.0,-27922.0,-29694.0,-26929.0,-27213.0,-23576.0,-34733.0,-36971.0,-43232.0,-50094.0,-55126.0,-54241.0,-60181.0,-60682.0,-69999.0,-60988.0,-47852.0,-49103.0,-50527.0,-46722.0,-54112.0,-55578.0,-57894.0,-55048.0,-60143.0,-65301.0,-66966.0
3.03,Resultado Bruto,12200.0,13136.0,16824.0,13596.0,13245.0,10911.0,25238.0,23402.0,27666.0,25881.0,32833.0,34035.0,29764.0,32329.0,43111.0,36571.0,37379.0,35813.0,40198.0,33839.0,39774.0,38325.0,40498.0,39523.0,40870.0,43262.0,52078.0
3.04,Despesas/Receitas Operacionais,-5843.0,-6192.0,-6722.0,-6743.0,-6770.0,-6103.0,-5914.0,-8996.0,-19799.0,-9845.0,-9217.0,-13227.0,-8940.0,-11332.0,-12419.0,-5958.0,-13802.0,-15124.0,-16236.0,-15431.0,-17153.0,-18323.0,-18347.0,-19401.0,-18776.0,-20780.0,-22451.0
3.04.02,Despesas Gerais e Administrativas,-3163.0,-3425.0,-3548.0,-4330.0,-3658.0,-3305.0,-3614.0,-11243.0,-7129.0,-6058.0,-3929.0,-3010.0,-3215.0,-3411.0,-3631.0,-3390.0,-6868.0,-7922.0,-7864.0,-8015.0,-7899.0,-8662.0,-9023.0,-9141.0,-9201.0,-13109.0,-10840.0
3.04.05,Outras Despesas Operacionais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,0.0,-67.0,0.0,-7424.0,0.0,-7424.0,0.0,-1866.0,-904.0,-4485.0,0.0,-4276.0,-5872.0,-8277.0,0.0,-2044.0,-3129.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,0.0,-1411.0,0.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-17.0,-9.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,6357.0,6944.0,10102.0,6853.0,6475.0,4808.0,19324.0,32398.0,7867.0,16036.0,23616.0,20808.0,20824.0,20997.0,30692.0,30613.0,23577.0,20689.0,23962.0,18408.0,22621.0,20002.0,22151.0,20122.0,22094.0,22482.0,29627.0
3.06,Resultado Financeiro,-2050.0,-2123.0,-2742.0,-1677.0,-465.0,-751.0,-2971.0,-61819.0,41171.0,-3695.0,-1417.0,-879.0,-4479.0,-1857.0,-1423.0,-2521.0,-1872.0,-1666.0,-378.0,-169.0,328.0,47.0,-4.0,1270.0,-64.0,311.0,749.0
3.06.01,Receitas Financeiras,532.0,469.0,807.0,634.0,1289.0,735.0,737.0,553.0,47536.0,539.0,1175.0,1754.0,701.0,2704.0,2045.0,1901.0,1742.0,2580.0,2453.0,2149.0,2255.0,3556.0,2919.0,3638.0,2495.0,2339.0,2499.0
3.06.02,Despesas Financeiras,-2582.0,-2592.0,-3549.0,-2311.0,-1754.0,-1486.0,-3708.0,-62372.0,-6365.0,-4234.0,-2592.0,-2633.0,-5180.0,-4561.0,-3468.0,-4422.0,-3614.0,-4246.0,-2831.0,-2318.0,-1927.0,-3509.0,-2923.0,-2368.0,-2559.0,-2028.0,-1750.0
3.07,Resultado Antes dos Tributos sobre o Lucro,4307.0,4821.0,7360.0,5176.0,6010.0,4057.0,16353.0,-29421.0,49038.0,12341.0,22199.0,19929.0,16345.0,19140.0,29269.0,28092.0,21705.0,19023.0,23584.0,18239.0,22949.0,20049.0,22147.0,21392.0,22030.0,22793.0,30376.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-592.0,-871.0,-1491.0,-1406.0,-1123.0,-705.0,-3933.0,-3053.0,-1751.0,-1617.0,-4708.0,-6637.0,-3164.0,-3533.0,-9537.0,-9707.0,-7379.0,-6280.0,-8279.0,-6487.0,-7802.0,-6471.0,-7267.0,-6265.0,-6988.0,-7654.0,-10181.0
3.09,Resultado Líquido das Operações Continuadas,3715.0,3950.0,5869.0,3770.0,4887.0,3352.0,12420.0,-14950.0,47287.0,10724.0,17491.0,13292.0,13181.0,15607.0,19732.0,18385.0,14326.0,12743.0,15305.0,11752.0,15147.0,13578.0,14880.0,15127.0,15042.0,15139.0,20195.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,3715.0,3950.0,5869.0,3770.0,4887.0,3352.0,12420.0,-14950.0,47287.0,10724.0,17491.0,13292.0,13181.0,15607.0,19732.0,18385.0,14326.0,12743.0,15305.0,11752.0,15147.0,13578.0,14880.0,15127.0,15042.0,15139.0,20195.0
3.11.01,Atribuído a Sócios da Empresa Controladora,3715.0,3950.0,5869.0,3770.0,4887.0,3352.0,12420.0,-26368.0,47287.0,10724.0,0.0,-58011.0,13181.0,0.0,0.0,-13181.0,14326.0,0.0,0.0,-14326.0,15147.0,0.0,0.0,-15147.0,15042.0,0.0,0.0
3.11.02,Atribuído a Sócios Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.99,Lucro por Ação (Reais/Ação),12.83142,13.66556,20.30461,13.06397,16.90725,11.5967,42.9687,-91.22372,8.1109777,37.10111,6.05125,0.2640427,2.21950446,53.99457,70.95412,0.11198291,2.35930468,45.12698,52.94975,89.17962,52.4,46.97496,51.4794,52.33708,52.04,5.23755,6.98674
