codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,223.33,1399.17,1399.17,1399.17,1490.96,1556.7,1681.98,1715.47,1368.16,1368.16,1368.16,1368.16,28874.73,72038.0,172833.02,119159.04,120556.8
P_L,P/L,Valuation,x,-0.1426,-0.6383,1.3849,0.2238,0.5363,0.3202,1.1997,1.1176,1.6418,-0.1664,2.1124,0.5497,4.125,7.4435,21.74,5.5235,5.5883
P_VPA,P/VPA,Valuation,x,-0.0396,-0.5661,-0.9575,0.4182,0.284,0.1738,0.2258,0.2125,0.1577,3.0202,1.243,0.448,1.2209,2.3216,4.6591,0.4461,0.4513
EV_EBITDA,EV/EBITDA,Valuation,x,8.9614,-3.2623,1.1739,-0.1836,-1.2378,-1.0611,-0.417,-0.6763,0.4707,-0.0774,6.6685,4.4637,5.741,6.272,12.6736,7.4017,7.4541
EV_EBIT,EV/EBIT,Valuation,x,8.9614,-3.2623,1.1739,-0.1836,-1.2378,-1.0611,-0.417,-0.6763,0.4707,-0.0774,6.6685,4.4637,5.741,6.272,12.6736,7.4017,7.4541
EV_RECEITA,EV/Receita,Valuation,x,0.5405,0.5365,0.1839,-0.0595,-0.2609,-0.364,-0.1861,-0.2136,0.14,0.4868,0.8491,0.8411,0.6781,1.1403,3.143,1.044,1.0514
DY,Dividend Yield,Valuation,%,2.7825,2.3952,2.3952,2.3952,2.2478,2.1528,1.9925,1.9536,2.4495,2.4495,2.4495,2.4495,3.4817,1.3956,1.0925,1.5846,1.5663
PAYOUT,Payout,Valuation,%,-0.3968,-1.5289,3.317,0.536,1.2054,0.6893,2.3904,2.1833,4.0216,-0.4076,5.1744,1.3464,14.3619,10.3878,23.7514,8.7528,8.7528
ROE,ROE,Rentabilidade,%,27.8005,54.0923,-51.3772,663.4595,64.6965,68.4532,17.0923,19.7792,9.9516,-180.149,83.3727,119.8267,42.6673,35.398,23.3391,14.5379,14.5379
ROA,ROA,Rentabilidade,%,-37.8413,-35.65,14.2204,71.1479,21.218,29.4399,8.3052,9.8111,5.348,-39.234,1.8996,4.7242,3.3442,4.3445,3.4417,4.6247,4.6247
ROIC,ROIC,Rentabilidade,%,-2.8642,-167.4798,1740.9637,151.56,249.7632,117.7575,51.2046,12.6573,5.2236,-856.2289,9.1997,13.1206,12.1222,16.8567,12.2441,5.0987,5.0987
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,6.0316,-16.4455,15.6665,32.4376,21.0794,34.3024,44.62,31.5885,29.7476,-628.6065,12.7334,18.8431,11.8115,18.1806,24.8001,14.1045,14.1045
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,-52.9651,-35.1921,9.3273,43.5973,18.5253,32.0522,15.4934,38.0799,36.6892,-605.1521,6.4683,10.2283,4.6919,10.1116,10.579,11.3982,11.3982
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,8.5439,-2.807,0.899,-0.2838,-1.3949,-1.1608,-0.5558,-1.1254,-0.2042,-0.024,6.3108,4.3643,4.1024,2.1321,3.3999,2.938,2.938
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.2705,-1.1633,-1.044,-0.3946,-0.8407,-0.6744,-0.3013,-0.1775,-0.0159,0.4533,7.3104,6.5533,3.0567,1.1956,1.7081,0.2936,0.2936
ICJ,ICJ,Endividamento,x,0.0832,-0.8637,2.8143,15.5401,15.089,33.7879,28.0394,12.9932,14.3759,-269.7053,2.104,2.0989,1.3281,1.8771,1.8418,4.5085,4.5085
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,78.2253,92.3176,90.519,35.5862,,,,,,32.6693,0.8191,10.2685,40.0651,38.8293,39.5219,20.0653,20.0653
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.3687,1.0955,0.566,1.1941,1.6064,2.1431,2.3058,1.5813,3.3503,2.9825,2.5561,1.9925,1.6478,1.0387,1.3317,5.7876,5.7876
LIQ_SECA,Liquidez Seca,Liquidez,x,0.1638,0.2151,0.566,1.1941,1.6064,2.1431,2.3058,1.5813,3.3503,0.4967,1.0267,0.8005,0.941,0.6067,0.9861,2.2624,2.2624
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.3901,0.7376,0.5148,1.0395,1.1298,1.4585,1.0626,0.6715,1.1408,0.6586,0.5951,0.6854,0.5993,0.2691,0.377,1.2176,1.2176
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.7145,0.7634,1.7902,1.2444,1.0221,0.8268,0.587,0.2539,0.1486,0.051,0.2409,0.3814,0.6566,0.4384,0.3084,0.2754,0.2754
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,442.9563,540.8302,44.7017,63.5222,42.6886,87.2338,142.3127,197.1114,114.1195,1672.3861,514.4597,427.6557,210.5553,115.2279,301.4102,1004.5241,1004.5241
PME,PME,Eficiência,dias,358.5261,512.8723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051.5453,545.9031,509.8353,157.0087,89.8942,123.0796,791.6651,791.6651
NCG_RECEITA,NCG/Receita,Eficiência,%,-95.3664,51.5306,-5.8961,-4.8093,-12.04,-3.4918,15.0919,-0.4713,177.9718,788.4446,93.0024,51.4006,39.5233,11.7697,51.8224,199.5652,199.5652
