codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,6209.1503,10.4708,18.674,9.42,18.8509,87.7925,34.6604,-45.7487,38.5783,6.6915,13.93,14.5062
P_VPA,P/VPA,Valuation,x,1.1241,1.5864,2.9383,2.3748,4.039,2.7611,1.7325,0.945,2.0433,0.722,0.3211,0.3344
EV_EBITDA,EV/EBITDA,Valuation,x,4.9582,6.8834,8.7262,6.3605,10.764,13.4824,7.5954,5.3184,6.7249,3.9181,2.2704,2.2885
EV_EBIT,EV/EBIT,Valuation,x,6.5306,9.7605,15.0931,7.9703,15.0808,33.8713,17.0309,11.4217,13.2884,7.4393,5.9169,5.964
EV_RECEITA,EV/Receita,Valuation,x,1.1462,1.4071,2.4277,1.7001,3.8073,3.1323,2.1198,1.5448,2.077,1.2754,0.9612,0.9689
DY,Dividend Yield,Valuation,%,0.8973,3.6977,0.2858,2.2164,0.3349,0.4738,0.6879,0.372,0.362,0.9933,4.6285,4.4447
PAYOUT,Payout,Valuation,%,5.5782,38.7996,5.492,21.1512,6.4947,42.7005,24.4253,18.7664,14.6207,6.5978,19.2802,19.2802
ROE,ROE,Rentabilidade,%,18.0809,14.3923,16.293,24.0236,22.6964,3.1132,4.9071,1.788,5.1403,11.0137,7.619,7.619
ROA,ROA,Rentabilidade,%,11.1162,8.66,10.4038,15.8766,13.4403,1.3288,1.6508,0.5853,1.6868,3.5494,2.5399,2.5399
ROIC,ROIC,Rentabilidade,%,11.2133,9.924,12.7199,19.6684,14.3312,3.6599,5.2023,5.6481,7.0785,7.8663,7.9287,7.9287
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,23.1167,20.442,27.8213,26.7281,35.3704,23.2324,27.9093,29.0465,30.8852,32.5509,42.3377,42.3377
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,16.4888,11.5592,12.5656,17.8172,18.1244,2.5477,3.6019,1.2146,3.0044,6.3756,4.4402,4.4402
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.5238,0.9501,0.0456,-0.0009,0.8268,3.5985,3.0131,3.2088,2.7957,2.6171,1.8336,1.8336
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.1328,0.254,0.0154,-0.0003,0.336,1.0053,1.1392,1.4374,1.4539,1.4524,1.3477,1.3477
ICJ,ICJ,Endividamento,x,2.082,1.756,2.3702,3.6561,2.6376,0.5965,0.8,0.6739,0.8022,1.0035,0.8086,0.8086
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,27.7565,45.7798,61.5655,97.3782,10.296,12.1492,21.6884,10.1527,15.7088,12.4469,24.1689,24.1689
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.8385,1.5509,1.9734,1.2029,2.1866,2.1167,1.5936,1.8964,1.4748,1.7522,1.179,1.179
LIQ_SECA,Liquidez Seca,Liquidez,x,2.8385,1.5509,1.9734,1.2029,2.1866,2.1167,1.5936,1.8964,1.4748,1.7522,1.179,1.179
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.3905,1.2021,1.6065,1.3417,0.9002,0.5985,0.579,0.4765,0.5025,0.5433,0.554,0.554
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.6742,0.769,0.8403,0.8822,0.6467,0.4159,0.4437,0.5045,0.5542,0.5385,0.5646,0.5646
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,119.2769,82.6215,91.258,33.55,46.7251,31.3221,45.5169,41.9461,49.9352,38.7659,36.864,36.864
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,32.9808,18.2285,19.0994,6.6108,10.1473,10.3848,11.1076,15.7453,15.3214,13.6649,10.8525,10.8525
