codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,474593.68,323143.47,898716.84,4029695.31,4984018.62,3013195.91,3862441.48,8160401.05,6153959.02,12530462.02,8849213.8,5616144.42,2797254.1,6246685.68,2266456.59,3564465.53,3500865.99
P_L,P/L,Valuation,x,5.8839,4.6061,8.1935,16.4674,11.7093,6.217,10.4929,19.2195,9.5429,19.3928,90.1316,35.5068,-50.4519,40.3921,6.6424,14.6404,14.3792
P_VPA,P/VPA,Valuation,x,0.81,0.5221,1.2711,2.6552,2.0829,1.1711,1.5864,2.9383,2.3748,4.039,2.7611,1.7325,0.945,2.0433,0.722,1.1285,1.1084
EV_EBITDA,EV/EBITDA,Valuation,x,3.455,2.6608,4.9614,11.292,9.1327,4.9582,6.8834,8.7262,6.3605,10.764,13.4824,7.5954,5.3184,6.7249,3.9181,3.369,3.3416
EV_EBIT,EV/EBIT,Valuation,x,5.356,5.0498,6.9808,14.3452,11.4405,6.5306,9.7605,15.0931,7.9703,15.0808,33.8713,17.0309,11.4217,13.2884,7.4393,8.7799,8.7085
EV_RECEITA,EV/Receita,Valuation,x,0.3136,0.3554,0.7504,2.0597,2.0205,1.1462,1.4071,2.4277,1.7001,3.8073,3.1323,2.1198,1.5448,2.077,1.2754,1.4263,1.4148
DY,Dividend Yield,Valuation,%,19.7539,29.0765,12.4161,8.4118,7.2414,11.9979,9.3811,4.4402,5.7248,2.8115,3.9811,6.273,12.5945,5.6398,14.5383,9.2441,9.4121
PAYOUT,Payout,Valuation,%,116.2296,133.9305,101.7311,138.5209,84.7922,74.5904,98.4342,85.3384,54.6308,54.5237,358.8265,222.7333,-635.415,227.8029,96.5697,135.3375,135.3375
ROE,ROE,Rentabilidade,%,13.7669,11.6456,16.5444,21.9993,21.7693,19.5204,14.7016,16.293,24.0236,22.6964,3.1132,4.9071,-1.788,5.1403,11.0137,7.619,7.619
ROA,ROA,Rentabilidade,%,10.0257,7.4902,9.5028,14.4863,15.0595,12.4342,8.7406,10.4038,15.8766,13.4403,1.3291,1.6511,-0.5853,1.6868,3.5494,2.5399,2.5399
ROIC,ROIC,Rentabilidade,%,9.133,7.5777,11.596,15.5729,12.363,11.6254,9.924,12.7199,19.6684,14.3312,3.6599,5.2023,5.6481,7.0785,7.8663,7.9287,7.9287
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,9.0776,13.3557,15.1241,18.2407,22.1232,23.1167,20.442,27.8213,26.7281,35.3704,23.2324,27.9093,29.0465,30.8852,32.5509,42.3377,42.3377
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,7.9378,6.1087,7.9294,14.1367,17.7023,16.4888,11.5592,12.5656,17.8172,18.1244,2.5477,3.6019,-1.2146,3.0044,6.3756,4.4402,4.4402
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-1.69,0.554,0.6656,-1.4704,-0.2367,0.5238,0.9501,0.0456,-0.0009,0.8268,3.5985,3.0131,3.2088,2.7957,2.6171,1.8336,1.8336
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.2661,0.1373,0.197,-0.3059,-0.0526,0.1383,0.254,0.0154,-0.0003,0.336,1.0053,1.1392,1.4374,1.4539,1.4524,1.3477,1.3477
ICJ,ICJ,Endividamento,x,3.6701,2.7426,2.6607,4.6389,4.2058,2.082,1.756,2.3702,3.6561,2.6376,0.5965,0.8,0.6739,0.8022,1.0035,0.8086,0.8086
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,18.4835,2.5743,4.9535,13.3471,4.8312,27.7565,45.7798,61.5655,97.3782,10.296,12.1492,21.6884,10.1527,15.7088,12.4469,24.1689,24.1689
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.7988,3.6552,2.6446,4.3777,3.7008,2.0673,1.5509,1.9734,1.2029,2.1866,2.1167,1.5936,1.8964,1.4748,1.7522,1.179,1.179
LIQ_SECA,Liquidez Seca,Liquidez,x,2.7988,3.6552,2.6446,4.3777,3.7008,2.0673,1.5509,1.9734,1.2029,2.1866,2.1167,1.5936,1.8964,1.4748,1.7522,1.179,1.179
LIQ_GERAL,Liquidez Geral,Liquidez,x,2.0544,1.2825,1.1957,2.3084,1.4918,1.3208,1.2021,1.6065,1.3417,0.9002,0.5983,0.579,0.4765,0.5025,0.5433,0.554,0.554
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.263,1.0746,1.1157,0.8094,0.6842,0.6865,0.769,0.8403,0.8822,0.6467,0.4161,0.4437,0.5045,0.5542,0.5385,0.5646,0.5646
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,70.4991,66.6857,58.2408,55.5524,54.5542,63.1326,82.6215,91.258,33.55,46.7251,31.3221,45.5169,41.9461,49.9352,38.7659,36.864,36.864
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,8.5888,16.9533,13.8293,16.0254,16.2351,14.1793,18.2285,19.0994,6.6108,10.1473,10.3848,11.1076,15.7453,15.3214,13.6649,10.8525,10.8525
