codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,5.124,6.631,7.0264,8.7207,6.6566,10.1938,7.2847,8.2881,6.9624,7.2197,7.1836,7.4838
P_VPA,P/VPA,Valuation,x,2.844,3.2163,3.2028,4.5268,8.4592,6.1537,3.9415,6.606,5.6599,6.6423,5.1687,5.3847
DY,Dividend Yield,Valuation,%,15.6058,12.5574,11.5411,20.0382,7.1293,21.0498,6.9477,7.8358,12.5493,8.2366,12.8151,12.301
PAYOUT,Payout,Valuation,%,79.968,83.4062,81.23,175.0447,47.5372,214.9388,50.6964,65.0501,87.734,60.9466,94.721,94.721
EV_RECEITA,EV/Receita,Valuation,x,3.9992,4.762,5.0984,5.3856,7.0862,7.5095,5.0025,6.1458,5.7741,5.8481,6.1131,6.3822
ROE,ROE,Rentabilidade,%,55.5014,50.5847,47.1184,45.0071,110.2526,66.1738,57.5409,81.2578,91.2811,89.2107,71.6486,71.6486
ROA,ROA,Rentabilidade,%,36.6001,33.3959,31.2964,26.2048,46.554,29.8199,32.4864,41.058,46.2014,43.6387,45.3894,45.3894
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,79.2931,74.5679,80.8336,73.0595,123.5398,75.0379,73.8502,80.5324,85.3175,85.4945,87.1182,87.1182
MARGEM_OPERACIONAL,Margem Operacional,Rentabilidade,%,94.129,89.6263,93.6758,91.117,159.5724,93.1743,92.6071,93.8702,95.6082,95.8473,95.8091,95.8091
INDICE_EFICIENCIA,Índice Eficiência,Eficiência,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.365,2.4612,2.549,2.549
