codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,32181652.9,25566553.28,29690503.19,104194135.36,93868198.76,21394858.35,51401313.02,113664614.77,124290643.08,317620139.03,564612333.23,183547241.04,83917642.67,1082051.36,274801.42,372741.03,270047.07
P_L,P/L,Valuation,x,-489.016,246.1778,92.161,178.2662,196.9565,3007.8476,-1065.0096,1147.6174,-465.508,-221.647,562.3629,-618.0042,-245.3732,-0.4122,-0.263,-0.1951,-0.1413
P_VPA,P/VPA,Valuation,x,12.5275,9.5558,9.9114,51.6424,43.0341,9.9175,36.0313,80.7015,61.1667,549.5158,94.4326,32.5612,15.8815,0.3133,0.1109,0.1415,0.1025
EV_EBITDA,EV/EBITDA,Valuation,x,110.45,33.5226,25.4549,46.7619,44.5367,26.9786,71.964,109.6973,182.3425,-2026.1455,225.4936,294.1358,40.0512,-339.4569,2.7203,2.3303,2.2982
EV_EBIT,EV/EBIT,Valuation,x,110.45,33.5226,25.4549,46.7619,44.5367,26.9786,71.964,109.6973,353.8375,-309.1719,352.5166,-557.4001,78.619,-6.4324,14.3271,6.6853,6.593
EV_RECEITA,EV/Receita,Valuation,x,3.8876,1.3561,1.3525,4.809,4.1072,0.9899,2.5889,4.4494,4.6385,12.5573,19.7476,6.1875,2.9541,0.2589,0.2686,0.2592,0.2556
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,-2.5618,3.9606,11.3614,32.9529,22.7565,0.3279,-2.6935,6.988,-11.1134,-109.8084,30.6238,-5.1136,-6.2632,-60.0824,-35.2386,-69.327,-69.327
ROA,ROA,Rentabilidade,%,-0.6742,0.9724,2.7206,8.9625,6.4601,0.0879,-0.5619,1.0464,-1.2109,-5.8757,3.4934,-0.8685,-0.9645,-7.7697,-3.1722,-5.7596,-5.7596
ROIC,ROIC,Rentabilidade,%,5.2007,10.0014,19.0509,33.7136,38.864,24.24,17.3198,20.15,8.805,-13.4452,8.8375,-1.7049,6.0607,-7.7872,3.5398,7.5714,7.5714
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,3.5198,4.0455,5.3135,10.2839,9.222,3.6693,3.5976,4.0561,2.5438,-0.6198,8.7575,2.1036,7.3759,-0.0763,9.8728,11.1227,11.1227
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,-0.7647,0.4941,1.4101,5.2607,4.1369,0.0727,-0.4793,0.7591,-0.9915,-5.5857,3.4739,-0.9612,-1.1069,-9.0997,-3.8411,-6.6569,-6.6569
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.2101,3.4522,0.9967,0.1918,-0.3549,-3.2829,-0.1276,0.6142,0.8964,-28.5346,2.4149,11.7554,3.229,-290.2727,2.618,2.2136,2.2136
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.4964,1.097,0.4039,0.1086,-0.1728,-0.5466,-0.0324,0.2308,0.3022,7.8495,1.0222,1.3555,1.3927,1.8489,2.8389,2.6834,2.6834
ICJ,ICJ,Endividamento,x,0.6737,0.8968,1.4147,2.7465,2.0183,,,,,,,,,,0.1919,0.1806,0.1806
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,50.5122,65.5532,73.642,77.1174,91.986,82.2031,89.6674,90.5454,77.6185,83.7824,73.5158,56.0709,67.9569,75.8455,55.3038,66.6845,66.6845
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.4558,1.2241,1.1443,1.1505,1.1027,1.1271,0.8881,0.8547,0.8671,0.7915,1.0406,0.9886,0.867,0.709,0.7341,0.7145,0.7145
LIQ_SECA,Liquidez Seca,Liquidez,x,0.9979,0.8289,0.7817,0.8514,0.7957,0.8548,0.6348,0.548,0.5616,0.5013,0.7067,0.6057,0.5848,0.4778,0.4903,0.4664,0.4664
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.2186,1.1748,1.1929,1.1383,1.1524,1.1359,0.9979,1.0021,0.821,0.7559,0.9863,0.9411,0.9261,0.8725,0.8672,0.8809,0.8809
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.8817,1.8118,1.8909,1.6166,1.4551,1.183,1.1308,1.3011,1.1057,1.0504,0.8743,0.8743,0.8686,0.9016,0.8028,0.8362,0.8362
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,91.7293,59.2714,28.3751,15.8859,10.1427,2.6524,-19.8579,-16.2777,-23.0028,18.3978,68.4288,70.4113,37.4069,-4.5516,-3.8107,10.8737,10.8737
PME,PME,Eficiência,dias,129.1018,64.654,58.8622,55.856,70.1247,70.8729,83.8435,90.0308,90.2885,89.7444,114.3998,119.3547,94.1731,75.3694,89.7658,90.4813,90.4813
NCG_RECEITA,NCG/Receita,Eficiência,%,24.0555,14.0719,5.6196,3.2068,-0.1808,-8.8125,-9.3193,-7.1273,-9.0204,1.1655,15.4112,10.6444,5.5894,-4.3575,-8.4981,-6.3573,-6.3573
