codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,3.6276,4.032,4.4982,4.481,27.167,10.7204,15.5661,6.6642,10.5918,6.7544,7.7062,7.6547
P_VPA,P/VPA,Valuation,x,0.6999,0.7561,0.7481,1.0799,1.0588,0.9913,1.2931,1.0067,1.8755,1.0208,1.2532,1.2448
EV_EBITDA,EV/EBITDA,Valuation,x,3.7199,3.9193,5.0483,10.0802,16.446,12.0663,15.3611,5.7893,7.2929,5.5255,6.558,6.5309
EV_EBIT,EV/EBIT,Valuation,x,3.7199,3.9193,5.0483,10.0802,16.446,12.0663,15.3611,5.7893,7.2929,5.5255,6.558,6.5309
EV_RECEITA,EV/Receita,Valuation,x,0.1451,0.1577,0.1822,0.2095,0.2373,0.2627,0.2477,0.135,0.2649,0.2046,0.2708,0.2697
DY,Dividend Yield,Valuation,%,30.1826,27.5817,26.3836,15.3895,9.6411,2.7252,5.2735,5.3054,1.4838,4.489,3.5775,3.6015
PAYOUT,Payout,Valuation,%,111.3316,113.6375,121.9081,143.8322,249.1553,28.8587,80.7718,35.3372,15.507,28.7058,26.4247,26.4247
ROE,ROE,Rentabilidade,%,18.9735,19.0002,17.2201,11.6011,4.1043,9.3966,8.6742,16.252,19.216,16.9221,18.6208,18.6208
ROA,ROA,Rentabilidade,%,7.2163,6.9611,5.9957,3.8488,1.3062,2.7509,2.3488,4.8775,6.7416,6.4925,7.4616,7.4616
ROIC,ROIC,Rentabilidade,%,14.5661,14.3797,11.1936,6.8289,4.1257,5.4477,4.8434,11.4482,14.3171,12.0902,11.4993,11.4993
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,3.9001,4.0247,3.6092,2.0779,1.4428,2.1768,1.6124,2.3316,3.6318,3.703,4.1292,4.1292
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,1.9998,2.0305,1.9672,1.2485,0.4512,1.1419,0.8055,1.2811,1.9974,1.8921,2.265,2.265
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,1.8286,1.8407,2.5298,4.4647,8.3637,6.5113,7.7099,2.1296,1.5451,2.2581,2.5063,2.5063
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.6766,0.6696,0.7515,0.8586,1.0956,1.1619,1.303,0.5858,0.5042,0.7055,0.7752,0.7752
ICJ,ICJ,Endividamento,x,2.6117,2.2962,2.7257,2.3712,1.3363,2.2186,1.4469,1.5391,2.435,2.7267,2.4445,2.4445
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,12.3332,21.6832,25.7801,14.9545,8.2836,18.3041,17.234,27.0128,17.3389,24.5085,16.1057,16.1057
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.5855,2.3714,2.1673,2.5583,2.8985,1.8926,1.9797,1.4542,1.6607,1.5293,1.8291,1.8291
LIQ_SECA,Liquidez Seca,Liquidez,x,1.9346,1.8682,1.6694,2.029,2.1833,1.4764,1.6697,1.0699,1.2785,1.156,1.3999,1.3999
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.9336,0.9524,0.9589,1.0011,0.9222,0.9166,1.0607,1.1027,1.1263,1.1247,1.0433,1.0433
GIRO_ATIVO,Giro do Ativo,Eficiência,x,3.6085,3.2017,2.8231,2.9738,2.8625,2.2411,2.8129,3.9416,3.2952,3.3748,3.0686,3.0686
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,20.629,23.5238,26.3778,20.4988,20.9736,16.4722,6.7432,6.183,11.6343,9.941,12.7302,12.7302
PME,PME,Eficiência,dias,13.0311,14.1313,17.2828,14.2852,16.0794,18.3084,13.4578,12.9604,13.2349,11.3894,10.6047,10.6047
NCG_RECEITA,NCG/Receita,Eficiência,%,4.8504,5.5767,6.7562,5.9062,6.6981,5.0093,10.3475,2.2571,2.7809,3.5949,4.5358,4.5358
