codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,29774.5396,20443.1866,5949.9966,110.0078,80.0659,8996.9106,4040.0172,7403.1687,9498.8083,7315.9939,4552.8295
P_VPA,P/VPA,Valuation,x,1.2439,1.378,1.5812,1.2408,1.2845,0.7494,1.5711,0.9459,1.1036,0.7244,0.6901,0.4294
EV_EBITDA,EV/EBITDA,Valuation,x,,9.6508,8.537,11.8456,9.3356,2.9324,5.1341,3.7055,4.8596,4.3942,4.0368,2.8938
EV_EBIT,EV/EBIT,Valuation,x,,9.6508,8.537,11.8456,16.0806,5.7496,8.1205,5.898,9.1895,9.8444,8.933,6.4036
EV_RECEITA,EV/Receita,Valuation,x,,0.7274,0.8565,0.7581,0.8113,0.5532,1.0473,0.6639,0.7957,0.6836,0.5805,0.4161
DY,Dividend Yield,Valuation,%,5.1612,4.8131,3.6789,4.9212,4.9635,,2.9801,7.5533,4.1024,6.5636,7.2782,11.6955
PAYOUT,Payout,Valuation,%,,64.0777,44.2377,53.4967,51.6315,,22.1194,33.9157,35.667,46.583,41.794,41.794
ROE,ROE,Rentabilidade,%,,10.1264,14.1352,12.3849,12.7438,16.2927,23.6798,22.6198,13.1114,11.203,12.6155,12.6155
ROA,ROA,Rentabilidade,%,,4.2663,6.3137,6.0592,6.2874,7.6312,11.3798,11.0798,6.7233,5.7265,6.3673,6.3673
ROIC,ROIC,Rentabilidade,%,,8.6028,11.3452,6.636,4.9868,9.2776,11.6894,10.7444,7.7779,5.2163,5.5274,5.5274
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,7.5375,10.0331,6.3998,8.6899,18.8656,20.3994,17.9174,16.3742,15.5575,14.3792,14.3792
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,4.084,6.1731,5.7625,6.2306,7.7738,11.828,10.7233,7.4696,7.2229,7.5783,7.5783
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,2.4373,1.1386,2.0574,1.8772,0.8514,0.8305,1.0182,0.8935,1.0992,1.0104,1.0104
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.6838,0.4656,0.2433,0.2608,0.3233,0.3066,0.3032,0.3584,0.2486,0.2417,0.2304,0.2304
ICJ,ICJ,Endividamento,x,,1.4504,2.5193,1.9343,1.8111,2.0877,3.3467,2.7681,1.858,1.0394,0.8036,0.8036
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,40.726,43.1534,58.2739,54.1475,47.9543,41.1823,35.1726,42.6434,27.0061,22.7431,9.8655,9.8655
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.2835,1.3538,1.3038,1.2901,1.3563,1.6388,1.8687,1.7746,2.5011,3.0215,3.7239,3.7239
LIQ_SECA,Liquidez Seca,Liquidez,x,0.7622,0.823,0.8392,0.7369,0.7341,1.1565,1.0703,1.0926,1.6158,2.2031,2.8274,2.8274
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.733,0.8386,0.9592,0.9494,0.9266,0.9545,1.1365,1.077,1.1342,1.1421,1.1271,1.1271
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,1.1384,1.0296,0.975,0.9844,0.8714,0.9628,0.9979,0.9241,0.7068,0.7406,0.7406
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,83.4913,92.4885,101.1194,98.6867,80.0116,96.9532,90.9635,89.8922,97.3709,81.9231,81.9231
PME,PME,Eficiência,dias,,68.4684,73.0132,87.5872,87.5413,73.4635,99.4342,85.5709,84.1719,92.0789,80.5022,80.5022
NCG_RECEITA,NCG/Receita,Eficiência,%,,13.144,11.9429,12.8951,15.5743,16.0745,25.3227,22.4038,21.3208,27.7175,22.4452,22.4452
