codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-383000000.0023,,,,,24.3933,2.229,2.1807,2.3891,3.518,3.0268,3.7336
P_VPA,P/VPA,Valuation,x,0.0777,0.1253,0.1861,0.1635,0.1926,0.2193,0.2146,0.1545,0.1519,0.1593,0.2014,0.2484
EV_EBITDA,EV/EBITDA,Valuation,x,-1.4677,-1.6789,-0.8101,0.4142,0.4341,-0.3382,0.6051,0.0338,-0.6058,-0.6813,-0.3345,0.3457
EV_EBIT,EV/EBIT,Valuation,x,-2.0427,-2.1848,-0.8634,0.4142,0.4341,-0.5631,0.6941,0.0338,-0.6058,-0.6813,-0.3345,0.3457
EV_RECEITA,EV/Receita,Valuation,x,-0.1874,-0.2269,-0.0976,0.0413,0.0882,-0.095,0.2038,0.0047,-0.0508,-0.076,-0.0298,0.0308
DY,Dividend Yield,Valuation,%,44.0339,35.7935,25.3663,23.6038,20.243,21.7321,14.7665,46.0403,35.2541,31.006,28.9378,23.4593
PAYOUT,Payout,Valuation,%,31.6907,32.1677,36.7743,35.7428,17.6532,42.4515,13.5572,49.7171,49.4996,44.9703,54.7056,54.7056
ROE,ROE,Rentabilidade,%,10.7962,14.367,13.0976,11.015,23.8843,11.6538,25.3272,15.0714,11.1444,11.3921,10.7837,10.7837
ROA,ROA,Rentabilidade,%,7.7905,10.3059,9.2678,7.7498,16.4807,8.0617,17.6407,10.5537,7.8199,7.964,7.886,7.886
ROIC,ROIC,Rentabilidade,%,7.2095,8.5473,9.1934,6.9947,12.4949,11.1069,16.6902,8.9142,5.2391,7.1974,5.8838,5.8838
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,12.7663,13.5174,12.044,9.9683,20.3121,28.0883,33.6745,13.9946,8.3919,11.1626,8.9222,8.9222
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,12.0228,16.3948,14.3366,11.6082,26.9424,15.7784,28.481,17.4501,14.1324,14.3632,13.7476,13.7476
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-2.1455,-2.7689,-2.5358,-1.3492,-0.7226,-1.4355,-0.1714,-1.3127,-2.9704,-2.5475,-3.2474,-3.2474
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.246,-0.3182,-0.2735,-0.1251,-0.1203,-0.2869,-0.0474,-0.1506,-0.1908,-0.2174,-0.2245,-0.2245
ICJ,ICJ,Endividamento,x,,,,,,,,,,,,
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,,,,,,,,,,,,
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,3.4547,2.6142,2.5389,2.3172,2.0664,2.4314,2.3762,2.4501,2.2803,2.4718,2.8064,2.8064
LIQ_SECA,Liquidez Seca,Liquidez,x,2.5959,2.158,2.0522,1.7899,1.6125,1.9664,1.8399,1.8869,1.7198,1.9138,2.0195,2.0195
LIQ_GERAL,Liquidez Geral,Liquidez,x,2.1697,2.2017,2.1501,1.8509,1.6445,1.7887,1.6215,1.6067,1.5364,1.6459,1.7415,1.7415
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.648,0.6064,0.6287,0.6557,0.5557,0.5018,0.5657,0.5823,0.531,0.5383,0.5649,0.5649
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,181.9613,120.2009,127.6512,136.7411,146.3649,133.0573,207.349,172.6341,178.8947,164.9824,150.6893,150.6893
PME,PME,Eficiência,dias,143.839,119.6074,126.8503,116.8791,130.7907,145.8194,150.2366,139.1252,155.0892,148.6428,171.821,171.821
NCG_RECEITA,NCG/Receita,Eficiência,%,29.1639,18.0073,22.4673,25.5709,25.1157,17.5519,44.1009,26.9181,22.3593,22.9265,22.0974,22.0974
