codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,0.0718,0.4744,-0.1785,5.4641,-2.1011,-1.7294,0.628,-0.8264,-4.765,44.0825,-7.3083,-5.7096
P_VPA,P/VPA,Valuation,x,-0.1915,-0.1075,-0.1016,-0.1243,-0.1499,-0.1015,-0.0299,0.1526,0.8876,1.0282,6.6151,5.168
EV_EBITDA,EV/EBITDA,Valuation,x,5.033,2.0474,3.762,2.476,3.2105,3.385,2.875,3.2702,4.6611,4.0472,9.2197,7.9322
EV_EBIT,EV/EBIT,Valuation,x,10.3271,2.6325,5.5541,3.6635,3.987,4.2271,3.3102,4.35,5.3787,4.992,11.6571,10.0292
EV_RECEITA,EV/Receita,Valuation,x,0.3202,0.2967,0.3611,0.4363,0.4543,0.3971,0.4573,0.522,0.6658,0.6869,1.4279,1.2285
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,-266.6632,-103.2904,-79.2873,-2.2367,-7.401,-6.0121,-130.6225,-311.9252,4.4746,2.46,13.0564,13.0564
ROA,ROA,Rentabilidade,%,5.8369,4.4858,8.203,0.3062,1.0061,0.8348,48.5714,69.6329,0.5181,0.2729,1.3498,1.3498
ROIC,ROIC,Rentabilidade,%,7.7833,54.0142,418.3631,68.8771,68.1162,88.7347,-14.6684,11.3394,11.9175,13.3133,12.3589,12.3589
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,6.362,14.4923,9.5978,17.6219,14.15,11.731,15.9074,15.9612,14.2847,16.9718,15.4873,15.4873
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,12.8196,9.7967,18.1093,0.6518,2.1324,1.7424,82.8624,115.8624,0.8166,0.3936,1.9257,1.9257
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.8883,1.941,3.425,2.2739,2.8937,3.1281,2.678,3.0711,3.5712,3.0245,3.3339,3.3339
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-6.4691,-1.9593,-1.0322,-1.3982,-1.3692,-1.2352,-0.4066,2.3544,2.9082,3.0407,3.747,3.747
ICJ,ICJ,Endividamento,x,0.1955,0.4689,0.168,0.6877,0.6861,0.7681,0.1407,0.1896,0.6449,0.8264,0.6349,0.6349
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,93.0985,96.9876,95.8067,97.6836,96.7814,87.8194,93.1647,95.781,92.9639,93.5434,94.1687,94.1687
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.4815,0.4063,0.271,0.2821,0.2895,0.3378,0.2605,0.7627,0.7563,0.8445,0.7843,0.7843
LIQ_SECA,Liquidez Seca,Liquidez,x,0.3517,0.297,0.2039,0.2126,0.2049,0.2467,0.1569,0.4303,0.4703,0.5412,0.4807,0.4807
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.695,0.6938,0.6617,0.6834,0.6869,0.6999,0.5167,0.939,0.9298,0.9753,0.9472,0.9472
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4553,0.4424,0.447,0.4596,0.4685,0.4634,0.5537,0.5923,0.6193,0.6697,0.6955,0.6955
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,124.3788,131.582,124.4358,119.8492,146.1389,147.8194,183.3154,201.7672,189.4027,193.9068,180.3542,180.3542
PME,PME,Eficiência,dias,73.7274,71.8653,66.316,71.0184,85.3294,90.2214,136.5908,152.6617,134.4932,134.7751,133.2974,133.2974
NCG_RECEITA,NCG/Receita,Eficiência,%,-26.3191,-45.8516,-99.7907,-95.089,-92.4914,-88.746,-132.1088,27.9306,27.5517,36.2097,31.9913,31.9913
