codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,2310119073.54,2298775.86,2306115.63,2281649.74,2258073.53,2264078.79,2327690.09,2341479.96,2511629.07,856438.09,1571187.61,1823506.68,1713325.71,1649738.6,1963527.89,2982041.32,2982041.32
P_L,P/L,Valuation,x,3100.0755,-3.7839,-1.3304,2.0202,-3.1965,1.619,3.6826,1.8916,5.0043,11.3311,11.1706,16.6304,33.7176,14.0786,28.3564,4.0738,4.0738
P_VPA,P/VPA,Valuation,x,213.2174,0.2001,0.2577,0.1648,0.1276,0.1273,0.2801,0.2749,0.5847,1.06,3.0858,3.3795,2.04,1.9463,1.2965,0.8317,0.8317
EV_EBITDA,EV/EBITDA,Valuation,x,-7439.4727,-21.6664,-28.4001,95.7807,-89.6739,-121.169,522.8288,19.8568,353.8762,12.72,7.8178,26.9447,-42.2347,15.8268,-166.0686,8.9537,8.9537
EV_EBIT,EV/EBIT,Valuation,x,-6807.5394,-16.9219,-17.3685,592.984,-26.6838,-110.3862,-5997.7849,20.7322,1818.7657,14.8221,7.8178,26.9447,-42.2347,15.8268,-166.0686,8.9537,8.9537
EV_RECEITA,EV/Receita,Valuation,x,4044.8268,13.5097,13.0624,11.7653,15.4847,11.6453,11.3217,10.9362,7.4552,1.177,2.5023,2.8589,2.3965,2.0279,2.6315,4.0078,4.0078
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,6.8778,-5.1515,-17.6597,8.8399,-3.7599,8.2969,7.4115,15.4453,12.0229,9.9658,23.2318,20.5896,7.3059,13.6017,4.7889,23.4393,23.4393
ROA,ROA,Rentabilidade,%,4.9332,-3.6036,-11.3901,5.62,-2.4184,5.4541,4.9442,10.0512,7.8585,6.5261,12.3599,8.9664,3.7543,7.3801,2.6141,13.7757,13.7757
ROIC,ROIC,Rentabilidade,%,-28.305,-12.5317,-13.9706,0.336,-7.5923,-1.711,-0.035,9.4773,0.1195,3.537,35.4881,8.6829,-2.9019,7.7045,-0.7482,17.3724,17.3724
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,-54.3698,-62.3531,-45.9942,12.2836,-17.2678,-9.6108,2.1655,55.0752,2.1067,9.253,32.0072,10.6103,-5.6743,12.8128,-1.5846,44.761,44.761
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,9.787,-24.8731,-71.7745,32.3408,-17.9766,30.1294,26.6109,56.8689,32.0833,21.1015,44.3908,28.3386,12.7683,24.9417,8.807,51.0126,51.0126
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.069,0.8008,0.3315,-0.5443,-3.1312,-2.4568,2.5583,-0.4354,-22.9058,-8.3636,-3.1608,-5.5419,14.4492,-5.5144,33.3553,-1.7835,-1.7835
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.0264,-0.1061,-0.0412,-0.0169,0.12,0.0616,0.0158,-0.0613,-0.1757,-0.3431,-0.6296,-0.4217,-0.3885,-0.3916,-0.2744,-0.3195,-0.3195
ICJ,ICJ,Endividamento,x,-37.2251,-63.4402,-6.0956,2.3062,-44.8517,-2.0424,-0.0399,12.3786,0.1094,4.5808,26.2018,22.3629,-39.4595,35.1377,-20.4699,141.4109,141.4109
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,,,0.0,0.0,2.8687,6.7514,7.2728,8.5051,8.4572,7.1163,100.0,,,,,,
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.2415,1.2132,2.8639,2.6343,2.1589,2.6155,2.3544,2.84,3.047,4.8231,1.711,4.0581,8.3414,6.0147,5.1798,7.6908,7.6908
LIQ_SECA,Liquidez Seca,Liquidez,x,1.2129,1.1944,2.8358,2.612,2.1356,2.5857,2.3336,2.8214,3.0329,4.8102,1.7067,4.0438,8.3242,6.0027,5.1644,7.6749,7.6749
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.7755,1.7168,1.6579,2.6659,2.1853,2.7213,2.3662,2.5078,2.3667,2.491,1.4851,1.558,1.871,1.7086,1.7761,2.1721,2.1721
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.5041,0.1449,0.1635,0.1674,0.1381,0.1807,0.1835,0.1683,0.2364,0.2926,0.2613,0.324,0.2676,0.289,0.296,0.2538,0.2538
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,7.346,46.554,97.1545,119.6198,35.4914,40.0541,54.8271,28.5759,55.7968,40.3807,40.6309,29.4712,33.4544,35.8454,34.4731,28.9084,28.9084
PME,PME,Eficiência,dias,1.1522,4.2442,3.9541,3.9555,4.882,4.6374,4.073,3.4576,2.722,1.6293,2.7912,1.7311,1.3626,1.4844,1.7766,2.1519,2.1519
NCG_RECEITA,NCG/Receita,Eficiência,%,-0.1154,-31.7795,47.9872,36.8695,58.0687,35.214,26.2658,23.1493,17.4172,15.6865,-32.227,15.8713,65.1325,55.7984,36.9457,43.03,43.03
