codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,220690.62,614597.71,1111151.61,1230478.51,1000806.3,1248441.71,1075225.23,1272820.32,1439621.37,1798885.17,1313879.04,2009311.11,2367291.83,4064814.61,3406095.07,3612114.35,4617813.73
P_L,P/L,Valuation,x,2.6363,3.2469,6.1898,6.3503,5.0889,7.2523,259.1529,5.6649,4.9125,7.031,10.7503,3.5461,4.2096,5.4359,6.2936,6.1917,7.9156
P_VPA,P/VPA,Valuation,x,0.1637,0.4579,0.8216,0.8954,0.7439,0.9672,0.8844,0.9427,1.0641,1.387,0.9791,1.1745,1.4985,4.4535,4.4201,4.1084,5.2523
EV_EBITDA,EV/EBITDA,Valuation,x,4.5526,3.9858,5.4224,4.8107,4.6777,5.9481,81.3429,4.162,4.3345,5.9321,6.5805,2.6576,3.3331,5.6435,4.7301,5.1435,6.2867
EV_EBIT,EV/EBIT,Valuation,x,4.5526,3.9858,5.4224,4.8107,4.6777,5.9481,81.3429,4.162,4.3345,5.9321,6.5805,2.6576,3.3331,5.6435,4.7301,5.1435,6.2867
EV_RECEITA,EV/Receita,Valuation,x,0.2975,0.4314,0.6562,0.6257,0.5589,0.6477,0.5896,0.5651,0.6304,0.8112,0.5303,0.5312,0.5689,1.0615,0.9031,0.8381,1.0244
DY,Dividend Yield,Valuation,%,48.4848,52.23,28.8893,26.0878,32.0746,25.7124,29.8546,25.2199,22.2978,17.8446,24.4318,15.9758,13.56,8.3422,9.9555,9.3877,7.3432
PAYOUT,Payout,Valuation,%,127.8194,169.586,178.8185,165.6642,163.2239,186.4732,7736.9067,142.8686,109.538,125.4653,262.6489,56.6525,57.0816,45.3468,62.6554,58.1257,58.1257
ROE,ROE,Rentabilidade,%,6.2109,14.0738,13.3245,14.2128,14.4631,13.0609,0.3311,17.5129,21.6822,19.3103,9.2627,37.1215,34.1802,60.0028,64.3022,58.6113,58.6113
ROA,ROA,Rentabilidade,%,3.247,7.3961,7.3104,8.0761,7.9084,6.8532,0.1717,9.8093,12.9034,11.0191,4.7702,19.751,18.4434,25.1011,16.9279,16.1794,16.1794
ROIC,ROIC,Rentabilidade,%,4.7102,9.4407,10.4482,12.5178,11.1609,10.8058,0.7332,14.9533,16.0799,14.7352,9.8131,29.4054,29.4539,37.0564,38.7847,32.4029,32.4029
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,6.5347,10.8227,12.1019,13.0073,11.9476,10.8899,0.7248,13.5785,14.5426,13.6741,8.0581,19.989,17.0683,18.8088,19.0929,16.294,16.294
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,4.591,8.4626,8.0543,8.0947,8.4298,7.0752,0.1856,9.9223,11.3076,10.1277,5.087,15.6737,13.3134,17.2346,11.8738,10.8055,10.8055
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.7004,1.447,1.3029,0.8588,1.0871,1.2364,14.9996,0.0225,0.5148,0.7246,-0.2059,-0.123,0.0496,0.6627,0.8162,1.0374,1.0374
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.2387,0.261,0.2598,0.1946,0.2252,0.2538,0.2,0.0051,0.1434,0.193,-0.0297,-0.052,0.0226,0.5925,0.9218,1.038,1.038
ICJ,ICJ,Endividamento,x,1.1713,3.2122,2.2571,2.0694,2.0519,0.959,0.0772,2.2477,1.9646,2.1968,0.6406,3.864,2.2041,2.2165,1.3818,1.4429,1.4429
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,26.4477,70.5921,58.7038,15.2485,46.8627,37.6713,31.2868,17.6081,54.9964,53.1405,72.4927,63.2349,47.6628,36.7136,9.3289,41.2323,41.2323
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.0698,1.4021,1.5918,2.5587,1.8274,1.7539,2.1809,2.4926,1.9704,1.8681,1.5529,1.8969,1.8478,1.5794,1.3799,1.3134,1.3134
LIQ_SECA,Liquidez Seca,Liquidez,x,1.4913,0.9857,1.0659,1.7774,1.2816,1.1536,1.4893,1.6656,1.2555,1.1935,1.1901,1.2888,1.3233,1.0892,0.8606,0.8697,0.8697
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.9216,0.9681,0.9485,1.0161,0.9656,0.933,1.0429,1.2858,1.2492,1.1581,1.216,1.5638,1.3328,0.9516,0.8601,0.9104,0.9104
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.7072,0.8805,0.9401,0.986,0.9164,0.9819,0.9495,1.0172,1.119,1.0853,0.8591,1.2292,1.3379,1.5491,1.2685,1.3706,1.3706
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,119.7964,108.7353,112.358,103.1775,107.869,104.1252,99.3551,101.3821,107.086,103.2644,85.6859,88.4588,81.5812,71.5081,41.568,62.4897,62.4897
PME,PME,Eficiência,dias,75.2899,70.6802,68.4357,65.4502,68.3184,70.9811,74.2386,77.4946,75.9909,75.6141,74.7894,70.5042,63.4768,60.945,90.1145,77.3127,77.3127
NCG_RECEITA,NCG/Receita,Eficiência,%,20.1802,20.8637,22.438,20.1198,20.8044,19.3153,21.3457,21.966,23.4466,22.3102,15.2363,15.7126,15.963,13.5689,7.4216,11.6909,11.6909
