codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,,,,,,,,,,,,,,,,,
P_L,P/L,Valuation,x,,,,,,,,,,,,,,,,,
P_VPA,P/VPA,Valuation,x,,,,,,,,,,,,,,,,,
EV_EBITDA,EV/EBITDA,Valuation,x,,,,,,,,,,,,,,,,,
EV_EBIT,EV/EBIT,Valuation,x,,,,,,,,,,,,,,,,,
EV_RECEITA,EV/Receita,Valuation,x,,,,,,,,,,,,,,,,,
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,,,,,,,,,,,,,,,,,
ROA,ROA,Rentabilidade,%,,,,,,,,,,,,,,,,,
ROIC,ROIC,Rentabilidade,%,,,,,,,,,,,,,,,,,
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,,,,,,,,,,,,,,,,
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,,,,,,,,,,,,,,,,
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,,,,,,,,,,,,,,,,
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,,,,,,,,,,,,,,,,,
ICJ,ICJ,Endividamento,x,,,,,,,,,,,,,,,,,
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,,,,,,,,,,,,,,,,,
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,,,,,,,,,,,,,,,,,
LIQ_SECA,Liquidez Seca,Liquidez,x,,,,,,,,,,,,,,,,,
LIQ_GERAL,Liquidez Geral,Liquidez,x,,,,,,,,,,,,,,,,,
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,,,,,,,,,,,,,,,,
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,,,,,,,,,,,,,,,,
PME,PME,Eficiência,dias,,,,,,,,,,,,,,,,,
NCG_RECEITA,NCG/Receita,Eficiência,%,,,,,,,,,,,,,,,,,
