codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,10744.95,8215.68,7484.67,9139.84,8173.58,12977.63,21254.8,19313.15,24077.28,48809.78,118322.2,579519.39,491306.69,925011.69,934160.01,1549732.36,1549732.36
P_L,P/L,Valuation,x,0.5524,0.1553,0.1008,-0.1307,-0.0858,0.1563,0.138,0.1009,0.213,0.2295,0.2773,0.4433,1.9832,3.7326,4.1135,6.3307,6.3307
P_VPA,P/VPA,Valuation,x,0.0152,0.0096,0.0115,0.0181,0.0237,0.0172,0.0218,0.0214,0.0311,0.0519,0.1432,0.5422,0.4171,0.6913,0.7054,1.2353,1.2353
EV_EBITDA,EV/EBITDA,Valuation,x,4.7526,2.5459,3.7576,-4.1837,14.0206,1.3317,2.4592,1.795,1.6138,0.2442,0.5842,-0.072,-0.8728,1.089,1.0202,4.4485,4.4485
EV_EBIT,EV/EBIT,Valuation,x,4.7526,2.5459,3.7576,-4.1837,14.0206,1.3317,2.4592,1.795,1.6138,0.2442,0.5842,-0.072,-0.8728,1.089,1.0202,4.4485,4.4485
EV_RECEITA,EV/Receita,Valuation,x,0.2162,0.2664,0.128,0.1078,0.124,0.1413,0.1589,0.1596,0.1473,0.0225,0.3007,-0.3943,-0.7703,0.6867,0.6437,2.2171,2.2171
DY,Dividend Yield,Valuation,%,417.7332,631.9554,601.1283,460.6778,547.6947,513.4638,385.0978,397.5203,288.2604,136.9237,55.0754,61.9253,69.4261,40.5033,38.3003,23.0554,23.0554
PAYOUT,Payout,Valuation,%,230.7569,98.1262,60.6162,-60.2259,-46.9976,80.2788,53.1531,40.0952,61.4139,31.4186,15.2697,27.4496,137.6887,151.1809,157.5465,145.958,145.958
ROE,ROE,Rentabilidade,%,2.7463,6.318,10.6473,-12.5323,-21.6169,15.3546,16.1945,21.0881,14.2239,25.2256,48.9485,132.1467,22.5849,18.832,17.4549,18.9294,18.9294
ROA,ROA,Rentabilidade,%,0.9254,2.1506,3.2734,-3.114,-3.6771,2.8647,4.0929,5.2174,3.1363,6.089,12.3752,48.4055,17.4879,16.4773,15.5509,16.737,16.737
ROIC,ROIC,Rentabilidade,%,5.0152,8.6107,4.2691,-3.8691,2.0536,14.9827,7.7673,12.7808,13.5656,22.3107,10.0879,361.1446,38.5046,25.0329,24.06,20.7251,20.7251
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,4.5497,10.4625,3.4066,-2.5765,0.8846,10.6122,6.4634,8.8933,9.125,9.225,51.4656,547.7327,88.257,63.0531,63.1006,49.8391,49.8391
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,1.0665,3.3487,4.5853,-4.6724,-4.5374,3.647,6.3225,6.5148,4.4672,5.9492,182.3739,377.2813,80.0867,66.6598,64.3684,50.7476,50.7476
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.6242,2.4889,3.6227,-3.9632,13.5853,1.2813,2.3037,1.7152,1.512,0.105,-0.3168,-0.3804,-2.6004,-3.072,-3.2052,-2.0337,-2.0337
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.5417,0.4809,0.306,0.3026,0.7323,0.4102,0.372,0.4973,0.4509,0.0368,-0.0462,-0.6755,-0.6027,-0.5381,-0.5388,-0.3897,-0.3897
ICJ,ICJ,Endividamento,x,0.9274,1.5089,0.74,-0.6005,0.2296,1.055,0.6928,2.749,1.1531,1.6988,15.0005,795.2624,213.9797,99.0673,54.2274,32.4522,32.4522
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,31.7132,29.9892,26.2711,45.6124,21.6178,17.6172,24.1932,37.4127,62.162,29.4015,13.7853,,,,,,
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.7166,0.6952,0.9325,0.5804,0.7524,1.105,0.9327,1.0431,0.9552,1.11,1.1664,2.1722,4.6204,6.9657,7.2819,7.1204,7.1204
LIQ_SECA,Liquidez Seca,Liquidez,x,0.7028,0.6814,0.9185,0.5418,0.735,1.1,0.926,1.0383,0.9508,1.1034,1.1661,2.1646,4.6045,6.9103,7.0197,6.9989,6.9989
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.8889,0.897,0.7566,0.7086,0.7595,0.7066,0.6214,0.6985,0.714,0.7631,1.1385,2.1445,4.0398,5.5702,5.2578,4.4348,4.4348
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.8676,0.6348,0.6807,0.6607,0.757,0.719,0.6698,0.748,0.6923,1.0311,0.0666,0.2266,0.2243,0.249,0.236,0.3347,0.3347
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,-12.3304,30.7599,23.6596,-11.0338,6.341,23.9613,47.399,9.1706,8.4142,36.3351,4.6645,-3.4651,-15.8458,15.0488,22.1868,7.4335,7.4335
PME,PME,Eficiência,dias,4.8231,3.0652,2.3594,8.9643,3.848,1.3096,1.7188,1.2752,1.3744,1.1822,2.6318,6.7886,6.8297,13.235,69.1916,17.7637,17.7637
NCG_RECEITA,NCG/Receita,Eficiência,%,-6.6897,-10.1356,-7.9806,-22.029,-12.8537,5.9613,-3.5962,6.1672,2.6121,-3.8201,137.098,-57.5016,-30.6166,-2.8216,4.517,33.7621,33.7621
