codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,766260000.0,610398000.0,669273300.0,765221416.05,791772171.4,743230704.79,539441181.97,70486556.05,35769297.1,27879010.98,45553251.9,10099566.24,7364267.05,904752.81,47972.94,34086.04,20830.36
P_L,P/L,Valuation,x,8598.6489,8792.9529,25787.8974,14619.0856,-3038.068,-2620.3865,-1178.4393,-152.2776,-83.6085,-70.3999,-266.4821,-52.2646,-58.3835,-17.2478,-0.2138,-0.1315,-0.0804
P_VPA,P/VPA,Valuation,x,2300.1624,1425.2777,935.0775,765.9038,911.8784,764.5706,1061.9088,154.8774,360544.881,-96.2587,-99.752,-15.4833,-9.4658,-1.0477,-0.5028,-0.1813,-0.1108
EV_EBITDA,EV/EBITDA,Valuation,x,5766.3801,6032.8148,-63660.6562,12753.4407,-6568.0974,-3732.157,-1395.2002,-163.275,-88.8638,-98.2709,-315.8639,-53.6663,-87.1369,-18.5719,-1.9945,-1.6175,-1.5507
EV_EBIT,EV/EBIT,Valuation,x,5774.6324,6048.0987,-58067.8729,13045.3485,-6240.1395,-3663.7907,-1388.4101,-162.2386,-88.3829,-97.7652,-312.801,-53.1677,-83.7838,-18.2551,-1.7919,-1.4852,-1.4239
EV_RECEITA,EV/Receita,Valuation,x,1270.064,947.5769,1153.967,788.8539,992.4998,1325.464,2289.325,432.2069,362.1132,162.7299,1591.525,2513.9235,1206.9721,18.2114,1.8235,1.454,1.3939
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,26.7503,18.2346,4.5372,6.1048,-27.9123,-30.8235,-61.8559,-96.123,-187.9651,273.556,45.8114,34.8507,17.638,6.3911,46.8007,316.5299,316.5299
ROA,ROA,Rentabilidade,%,7.3974,4.6184,1.1709,1.7356,-7.9038,-9.0909,-16.0984,-19.2916,-39.6301,-58.4806,-12.9852,-15.5858,-10.8151,-4.7897,-23.4365,-30.4189,-30.4189
ROIC,ROIC,Rentabilidade,%,11.806,5.6588,-0.4584,1.6423,-3.6492,-6.1732,-15.2809,-21.4678,-37984.44,-71.2631,-81.8968,165.0748,34.8731,22.9895,-69.6093,-144.4758,-144.4758
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,22.0253,15.707,-1.8127,6.1854,-15.1109,-35.5147,-164.0858,-264.711,-407.4923,-165.5932,-503.8642,-4684.3581,-1385.1448,-98.0585,-91.4249,-89.8909,-89.8909
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,14.7626,10.7633,4.4685,5.3865,-32.6099,-50.5012,-193.8458,-280.2594,-433.0985,-226.6068,-589.784,-4552.1555,-1912.0206,-62.5191,-134.3841,-117.451,-117.451
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,3.0768,7.4062,-89.8641,22.6658,-11.8467,-6.0174,-3.0292,-2.053,-0.0015,-1.9318,-3.9408,-2.8767,-6.5456,-7.5752,-1.6803,-1.4457,-1.4457
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.228,1.7519,1.3218,1.3636,1.6477,1.2347,2.3106,1.9723,6.0882,-1.9302,-1.2602,-0.877,-0.7688,-0.7217,-2.6888,-1.5247,-1.5247
ICJ,ICJ,Endividamento,x,3.339,2.4677,-0.6755,1.582,-1.4241,-1.6322,-2.9322,-4.3091,-5.4424,-2.3496,-4.0256,-19.4398,-2.2737,-2.5574,-2.5504,-3.611,-3.611
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,58.6688,49.61,69.4547,70.1875,69.9354,68.69,64.786,90.1452,88.3795,88.8159,94.7024,94.467,92.8697,82.6288,45.8473,43.7912,43.7912
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.6703,1.597,1.6324,1.3915,1.3853,1.7341,1.6369,1.3455,1.3385,1.0681,0.9261,0.8607,0.8389,0.7432,1.8289,1.6576,1.6576
LIQ_SECA,Liquidez Seca,Liquidez,x,1.1227,0.9955,1.0928,0.7872,0.76,0.9496,0.7268,0.4698,0.3535,0.2561,0.1987,0.1869,0.1501,0.1011,0.4854,0.6024,0.6024
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.3021,1.1038,1.2042,1.1941,1.3516,1.449,1.2188,1.2462,1.0308,0.7934,0.7102,0.626,0.5729,0.5379,0.8922,0.7926,0.7926
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.5011,0.358,0.2207,0.2858,0.2502,0.1844,0.0894,0.0766,54.6811,0.1292,0.0226,0.0035,0.0058,0.0794,0.1947,0.2947,0.2947
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,423.7459,533.1917,901.1237,722.3506,837.5613,1281.3638,2276.1276,2452.5524,3.2495,1514.7666,9870.7289,15769.6205,22826.3139,2565.0843,1153.9637,781.3468,781.3468
PME,PME,Eficiência,dias,221.6421,308.7876,410.4811,413.7883,463.9113,638.5872,1242.3564,1605.3388,2.526,1193.28,8640.0611,4370.8978,18639.1904,2640.8861,998.8609,531.1632,531.1632
NCG_RECEITA,NCG/Receita,Eficiência,%,80.7988,108.2134,213.8773,154.4161,192.4145,313.5021,645.6895,735.7286,0.931,325.7611,1581.1793,8848.8104,5599.1057,260.5442,280.5155,177.1561,177.1561
