cd_conta,conta,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
2,Passivo Total,2524188.000,2929818.000,3096221.000,3164885.000,3118797.000,3132181.000,3091743.000,2857335.000,2449386.000,2380682.000,2361282.000,2210394.000,1976902.000,1914868.000,1665443.000,1613929.000,1531576.000,1515374.000,1469175.000,1436134.000,1307012.000,1239612.000,1177847.000,1085060.000,984399.000,957109.000,918008.000,827352.000,821007.000,806747.000,771134.000,769955.000,647844.000,633572.000,587856.000,553725.000,512942.000,498103.000,484292.000,358187.000,323481.000,306775.000,338536.000,346030.000,328603.000,325847.000,313976.000,318939.000,366771.000,347287.000,325398.000,304597.000,317514.000,281344.000,293705.000,292799.000,262192.000,247749.000,236917.000
2.01,Passivo Circulante,653870.000,764376.000,840940.000,834111.000,1133674.000,827897.000,1388409.000,1294056.000,1355795.000,1273703.000,1365023.000,1307426.000,931796.000,1002852.000,997931.000,1003226.000,975613.000,1024289.000,1063176.000,1229041.000,1196524.000,1250600.000,1251726.000,1261918.000,1265595.000,1257023.000,1317249.000,1226903.000,730071.000,739386.000,707964.000,784740.000,421267.000,400816.000,425610.000,438953.000,438600.000,443362.000,446227.000,384429.000,360200.000,350086.000,337649.000,254952.000,361841.000,363204.000,350410.000,338230.000,399038.000,159910.000,150818.000,140524.000,137136.000,89630.000,77421.000,80347.000,95019.000,89158.000,84204.000
2.01.01,Obrigações Sociais e Trabalhistas,15993.000,17481.000,12611.000,9818.000,8635.000,9046.000,12324.000,11764.000,8149.000,7234.000,7404.000,7346.000,7298.000,7592.000,8428.000,7746.000,5076.000,3923.000,4058.000,3800.000,2584.000,2084.000,1823.000,1717.000,1800.000,1856.000,2316.000,1670.000,1662.000,1570.000,1423.000,1022.000,904.000,894.000,995.000,986.000,652.000,515.000,615.000,666.000,4419.000,529.000,665.000,859.000,18546.000,18272.000,15441.000,10176.000,6096.000,6149.000,3829.000,5189.000,6244.000,4538.000,2461.000,3118.000,3590.000,611.000,635.000
2.01.02,Fornecedores,38597.000,34844.000,33053.000,32293.000,39940.000,40551.000,40526.000,42991.000,30122.000,34137.000,34038.000,30882.000,29903.000,30055.000,27548.000,29935.000,33862.000,28671.000,28612.000,23493.000,24575.000,24173.000,26085.000,20182.000,20379.000,19984.000,21210.000,21265.000,10502.000,11254.000,12463.000,10749.000,10644.000,10352.000,16154.000,13260.000,14156.000,14334.000,14745.000,9180.000,9249.000,8577.000,8463.000,11707.000,13089.000,15446.000,13577.000,9121.000,12237.000,9531.000,9520.000,8962.000,7823.000,5251.000,3602.000,3669.000,2814.000,3910.000,3133.000
2.01.03,Obrigações Fiscais,82588.000,87548.000,100506.000,104399.000,103146.000,71214.000,78640.000,102901.000,105059.000,88919.000,93471.000,98879.000,85593.000,76434.000,76697.000,77090.000,53212.000,51408.000,48434.000,49753.000,42854.000,55341.000,55589.000,53500.000,52634.000,56260.000,56306.000,27645.000,24989.000,24644.000,25139.000,24318.000,24047.000,23175.000,20976.000,23225.000,26517.000,29193.000,30448.000,28172.000,29109.000,30101.000,29573.000,28575.000,28287.000,28570.000,27369.000,26364.000,29016.000,27973.000,27541.000,29570.000,31542.000,27735.000,29571.000,30869.000,56646.000,55777.000,59844.000
2.01.04,Empréstimos e Financiamentos,389263.000,511356.000,581326.000,546160.000,755848.000,490039.000,943874.000,831204.000,943558.000,911444.000,920962.000,859406.000,571412.000,654442.000,726223.000,737787.000,645917.000,695597.000,732076.000,900150.000,906798.000,955757.000,960101.000,994560.000,1004125.000,988297.000,1041898.000,981948.000,589520.000,592058.000,572967.000,646955.000,268367.000,244066.000,248367.000,251258.000,196163.000,198474.000,203580.000,209643.000,210331.000,215066.000,210624.000,210624.000,211720.000,211461.000,211820.000,212383.000,270520.000,37389.000,32579.000,19153.000,15241.000,5163.000,2047.000,146.000,144.000,153.000,150.000
2.01.05,Outras Obrigações,127429.000,113147.000,113444.000,141441.000,221918.000,217047.000,307321.000,297770.000,262548.000,225644.000,303206.000,304614.000,232042.000,227789.000,152406.000,145444.000,232715.000,239692.000,244707.000,247115.000,215003.000,208801.000,203830.000,189078.000,183753.000,187412.000,192498.000,191507.000,100547.000,107058.000,93180.000,98946.000,114100.000,119227.000,136066.000,147211.000,198172.000,197937.000,194032.000,134005.000,104730.000,94054.000,86606.000,92178.000,87887.000,88679.000,79501.000,77300.000,79548.000,77049.000,75408.000,75767.000,74210.000,44800.000,36670.000,39285.000,28425.000,25547.000,17561.000
2.01.06,Provisões,0.000,0.000,0.000,0.000,4187.000,0.000,5724.000,7426.000,6359.000,6325.000,5942.000,6299.000,5548.000,6540.000,6629.000,5224.000,4831.000,4998.000,5289.000,4730.000,4710.000,4444.000,4298.000,2881.000,2904.000,3214.000,3021.000,2868.000,2851.000,2802.000,2792.000,2750.000,3205.000,3102.000,3052.000,3013.000,2940.000,2909.000,2807.000,2763.000,2362.000,1759.000,1718.000,1759.000,2312.000,776.000,2702.000,2886.000,1621.000,1819.000,1941.000,1883.000,2076.000,2143.000,3070.000,3260.000,3400.000,3160.000,2881.000
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02,Passivo Não Circulante,749487.000,1036386.000,1115922.000,1204114.000,979220.000,1320211.000,764990.000,810592.000,503353.000,549699.000,487721.000,464878.000,730094.000,632099.000,492824.000,464767.000,474450.000,453343.000,435907.000,294149.000,295200.000,263065.000,274212.000,251874.000,228298.000,238016.000,224318.000,206187.000,156900.000,151983.000,168062.000,162089.000,180465.000,166244.000,174814.000,207357.000,208497.000,199213.000,192305.000,155867.000,190569.000,183716.000,171033.000,181142.000,167813.000,172139.000,155124.000,155318.000,170061.000,168203.000,170264.000,144086.000,175085.000,85657.000,124598.000,74383.000,61953.000,63139.000,65038.000
