codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,1093658.0,1368207.0,2270134.5,2937220.5,2709186.0,2005750.0,10546290.0,14499030.0,12027720.0,10719180.0,9763200.0,7359690.0,11217510.0,12298920.0,6437610.0,9464880.0,8393640.0
P_L,P/L,Valuation,x,3.1102,3.7327,4.8246,5.6013,3.6683,3.3212,13.4451,17.1752,16.6244,19.2485,12.7817,14.574,23.2806,13.8399,9.9661,13.9525,12.3733
P_VPA,P/VPA,Valuation,x,0.6212,0.6821,0.9417,1.0415,0.8246,0.5396,2.4336,2.9045,2.1625,1.7762,1.4691,1.0466,1.6721,1.6173,0.8049,1.1395,1.0105
EV_EBITDA,EV/EBITDA,Valuation,x,2.8209,3.4536,4.3209,4.7552,3.1594,3.504,11.2347,14.3997,13.749,14.6804,10.3901,11.0472,14.1925,6.8866,5.5558,5.9708,5.2438
EV_EBIT,EV/EBIT,Valuation,x,3.1872,4.4469,4.9628,5.5357,3.5571,4.1433,12.902,16.5899,17.0876,21.0468,14.1664,19.0316,21.9132,11.4045,8.0275,11.322,9.9434
EV_RECEITA,EV/Receita,Valuation,x,0.5383,0.635,0.7621,0.7431,0.5073,0.5205,1.9387,2.5695,2.1294,1.8569,1.3958,0.9668,1.2616,1.1242,0.689,0.862,0.7571
DY,Dividend Yield,Valuation,%,13.2426,10.5853,6.3797,4.9308,5.3458,7.192,4.1035,2.9848,3.598,4.0373,4.4326,5.8802,3.8579,3.5187,6.7224,4.5723,5.1558
PAYOUT,Payout,Valuation,%,41.1865,39.5119,30.7794,27.6188,19.6099,23.8861,55.1712,51.2641,59.8154,77.7115,56.6559,85.698,89.8148,48.6987,66.9965,63.795,63.795
ROE,ROE,Rentabilidade,%,19.9737,19.4645,21.3087,20.0502,24.1919,17.2486,19.4868,18.1048,13.7107,9.6041,12.0475,7.384,7.0132,12.4171,8.28,8.3978,8.3978
ROA,ROA,Rentabilidade,%,14.8899,13.5915,14.5678,14.3417,17.6619,12.6109,14.552,14.3437,10.4121,7.0011,8.5676,4.954,4.3612,7.4738,5.145,5.2657,5.2657
ROIC,ROIC,Rentabilidade,%,13.7416,11.0353,12.6415,12.3749,15.4725,9.3087,12.8354,12.5594,7.787,5.3448,6.7323,3.625,4.6538,9.4129,6.6607,6.7135,6.7135
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,19.0809,18.3857,17.6379,15.6277,16.0571,14.8553,17.2561,17.8439,15.4873,12.6491,13.4335,8.7518,8.8895,16.3249,12.4013,14.4373,14.4373
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,14.3879,12.5915,13.2727,12.1621,12.9461,13.0658,14.722,15.5885,12.0081,9.1238,10.5321,6.4625,4.7569,8.1977,6.6849,6.647,6.647
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.4757,0.8972,0.6904,0.3961,0.2019,0.5828,-0.2359,-0.6046,0.8593,0.7965,0.3691,0.2854,1.7346,-0.0633,0.1836,-0.453,-0.453
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.126,0.2394,0.1791,0.0946,0.0563,0.1077,-0.05,-0.117,0.1442,0.1019,0.0541,0.0278,0.2328,-0.0147,0.0275,-0.0803,-0.0803
ICJ,ICJ,Endividamento,x,7.4713,8.2138,8.3299,8.0955,8.1835,5.781,4.6055,9.8674,4.0183,2.4214,2.8107,1.3231,1.0349,1.9443,1.9383,1.3738,1.3738
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,14.849,39.4974,28.3949,56.7623,47.3107,51.9145,54.0907,33.213,55.631,62.0807,48.837,6.564,25.2385,24.066,46.1792,31.4457,31.4457
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.3686,1.5017,2.2363,2.0142,2.3817,2.4344,2.8789,4.3306,1.9122,2.0126,2.3688,3.3428,1.9766,2.3498,2.1953,2.3301,2.3301
LIQ_SECA,Liquidez Seca,Liquidez,x,1.4479,0.9516,1.3492,1.304,1.7099,1.5727,2.1594,3.2439,1.3145,1.32,1.6245,2.4744,1.1208,1.7981,1.5777,1.7146,1.7146
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.3747,0.964,1.247,1.4374,1.5178,1.5054,1.8764,2.4899,1.2686,1.4128,1.4555,1.4328,1.145,1.3198,1.3995,1.4668,1.4668
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.0349,0.9601,1.0342,1.1098,1.2739,0.9064,0.9379,0.8893,0.7717,0.7534,0.7454,0.7332,0.8855,0.8784,0.7567,0.7805,0.7805
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,104.1236,96.6289,103.6969,92.5496,75.1985,112.028,98.4641,110.9139,121.4987,115.8346,110.7911,92.7759,103.687,66.1263,95.803,77.3361,77.3361
PME,PME,Eficiência,dias,66.8807,61.1653,74.9193,64.9102,46.726,81.9545,65.2568,72.7994,73.8791,72.968,89.8681,74.0376,104.9631,66.5027,95.8766,87.589,87.589
NCG_RECEITA,NCG/Receita,Eficiência,%,15.5396,14.1825,17.9338,16.454,14.0256,25.1226,19.1936,21.2359,23.4745,23.1272,24.5873,21.2115,22.7747,13.9642,22.7697,16.3403,16.3403
