codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,17890052.5,85682640.0,89668957.5,56519490.0,145511315.7,35514543.19,60662660.26,13145311.19,10923895.5,9264567.55,2697575.48,740834.92,1876081.32,2317630.37,891803.98,599109.34,447045.33
P_L,P/L,Valuation,x,,1070.5138,1699.0738,2940.6602,-32501.9691,-2062.5207,-984.1125,31.2561,105.5826,-48.0039,-1.3454,-0.9211,33.9409,101.7442,1341.0586,29.5944,22.0829
P_VPA,P/VPA,Valuation,x,,,,,80.6697,20.3765,36.0859,6.1241,4.9077,4.0593,9.7446,-1.4038,2.006,2.2443,0.8548,0.5679,0.4238
EV_EBITDA,EV/EBITDA,Valuation,x,,375.2019,504.1167,488.3695,1470.1084,238.4213,578.9733,-613.6983,43.0222,-118.2612,-3.3982,-3.58,9.8375,79.5635,27.2736,11.3703,9.4627
EV_EBIT,EV/EBIT,Valuation,x,,375.2019,504.1167,488.3695,1470.1084,238.4213,578.9733,-613.6983,43.0222,-118.2612,-3.3982,-3.58,9.8375,79.5635,27.2736,11.3703,9.4627
EV_RECEITA,EV/Receita,Valuation,x,,64.3968,80.1229,65.8,190.8353,30.5123,54.4667,11.0114,9.4747,10.7626,7.1258,2.7691,1.9733,2.3286,1.0659,0.7529,0.6266
DY,Dividend Yield,Valuation,%,0.0004,0.0003,0.0003,0.0004,0.0003,0.0014,0.0008,0.0005,0.0007,0.001,0.0035,0.0129,0.0084,0.0068,0.0178,0.0265,0.0355
PAYOUT,Payout,Valuation,%,,0.2976,0.4514,1.2394,-10.8389,-2.8182,-0.7872,0.017,0.0692,-0.0495,-0.0048,-0.0119,0.2846,0.6941,23.8468,0.7833,0.7833
ROE,ROE,Rentabilidade,%,,,,,-0.2482,-0.971,-3.6006,21.9758,4.7326,-8.562,-156.6997,641.1525,27.1285,2.315,0.0641,1.9407,1.9407
ROA,ROA,Rentabilidade,%,,,,,-0.1324,-0.525,-1.9391,12.2425,2.7965,-4.8294,-62.2758,-43.7514,3.5511,1.4041,0.0402,1.217,1.217
ROIC,ROIC,Rentabilidade,%,,,,,2.7128,4.0168,2.989,-0.5356,5.8526,-1.7439,-44.8861,-38.65,12.1389,1.6498,2.1456,3.8623,3.8623
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,17.1632,15.8937,13.4734,12.981,12.7976,9.4075,-1.7943,22.0228,-9.1007,-209.6926,-77.3493,20.059,2.9267,3.908,6.6217,6.6217
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,6.0155,4.7157,2.2376,-0.5847,-1.4485,-5.4753,33.6504,8.316,-20.2284,-334.8414,-91.825,5.1858,2.0525,0.0598,1.6816,1.6816
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,0.0,0.0,0.0,6.1824,4.9742,6.2085,-27.5083,3.1533,-11.5609,-1.2499,-2.4865,1.063,8.2101,6.7441,3.8547,3.8547
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,,,,,0.3407,0.4342,0.3912,0.2874,0.3882,0.4398,5.6696,-3.1923,0.243,0.2582,0.2808,0.2913,0.2913
ICJ,ICJ,Endividamento,x,,1.4953,1.2008,0.8123,0.5728,0.6154,0.4418,-0.1075,1.7446,-0.4519,-9.6489,-4.1668,0.8091,0.3576,0.7038,1.1869,1.1869
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,,,,,41.5543,42.0024,60.4913,45.763,55.4036,44.0259,5.0861,11.7102,18.1072,17.8382,30.9882,40.6335,40.6335
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,,,,,1.2918,1.1039,0.8035,0.9179,0.8347,0.8669,1.8081,1.0469,1.3298,1.6964,1.5172,1.3901,1.3901
LIQ_SECA,Liquidez Seca,Liquidez,x,,,,,0.909,0.7325,0.4761,0.6188,0.4636,0.5958,0.8388,0.5657,0.6072,0.7391,0.7431,0.7032,0.7032
LIQ_GERAL,Liquidez Geral,Liquidez,x,,,,,0.6649,0.6026,0.6134,1.0375,1.0448,0.9637,0.4452,0.3834,1.2641,1.3449,1.3132,1.3415,1.3415
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,,,,0.2264,0.374,0.3541,0.3386,0.3355,0.2227,0.2778,0.5757,0.6697,0.6715,0.671,0.714,0.714
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,0.0,0.0,0.0,291.0128,132.3881,86.716,28.1662,127.431,30.9752,270.1479,164.0819,164.1679,226.1353,184.2945,177.035,177.035
PME,PME,Eficiência,dias,,0.0,0.0,0.0,415.7357,193.4538,257.2458,197.6159,283.9834,224.1116,337.0051,199.0434,240.9611,280.0601,219.6382,214.6669,214.6669
NCG_RECEITA,NCG/Receita,Eficiência,%,,,,,21.6128,18.741,4.222,-1.6046,16.8362,2.2441,42.221,20.4515,10.64,20.1511,19.73,20.9023,20.9023
