codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,4.0629,2.4677,3.6239,3.2128,3.2898,1.9097,2.2654
P_VPA,P/VPA,Valuation,x,,0.4705,0.184,0.2467,0.3024,0.336,0.3986
EV_EBITDA,EV/EBITDA,Valuation,x,,0.7817,2.7178,1.4299,2.3097,0.6934,0.8733
EV_EBIT,EV/EBIT,Valuation,x,,0.9157,3.6815,1.8583,2.9567,0.8153,1.0267
EV_RECEITA,EV/Receita,Valuation,x,,0.065,0.1489,0.0688,0.1011,0.0758,0.0954
DY,Dividend Yield,Valuation,%,,8.5177,26.6913,19.4876,39.2154,28.4986,24.0236
PAYOUT,Payout,Valuation,%,,21.0193,96.7221,62.7835,129.4949,45.8693,45.8693
ROE,ROE,Rentabilidade,%,14.8281,21.8166,5.0568,7.9019,9.1296,21.9497,21.9497
ROA,ROA,Rentabilidade,%,4.5115,6.9917,1.8532,3.4566,4.233,9.8048,9.8048
ROIC,ROIC,Rentabilidade,%,14.9755,22.9174,6.8873,8.8958,7.4776,21.5825,21.5825
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,6.9621,8.3189,5.4789,4.8087,4.3781,10.9254,10.9254
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,3.55,5.0227,1.485,2.0913,2.6358,6.5536,6.5536
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.1857,-0.7083,1.7357,0.0287,0.3217,-0.272,-0.272
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.054,-0.2237,0.3251,0.0051,0.0489,-0.0947,-0.0947
ICJ,ICJ,Endividamento,x,3.0163,3.303,1.0608,1.3338,1.3496,3.5807,3.5807
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,22.3145,41.7425,35.1322,15.019,24.3637,15.8531,15.8531
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.3475,1.3747,1.6783,2.0173,1.8275,1.8138,1.8138
LIQ_SECA,Liquidez Seca,Liquidez,x,1.0432,1.0238,1.1982,1.5033,1.3177,1.2656,1.2656
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.087,1.2,1.2979,1.4483,1.4325,1.458,1.458
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.2708,1.2671,1.39,1.7242,1.5865,1.4275,1.4275
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,1.2905,-4.2892,64.7664,36.2856,29.3204,25.548,25.548
PME,PME,Eficiência,dias,55.5937,62.2617,60.6977,40.5753,50.6326,64.0341,64.0341
NCG_RECEITA,NCG/Receita,Eficiência,%,8.8761,5.9573,21.7792,11.9682,14.5933,13.2346,13.2346
