codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,1.2769,1.2001,5.7741,5.7932,10.6629,9.101,6.9788,5.335,7.6662,4.3052,5.0447,5.7157
P_VPA,P/VPA,Valuation,x,0.2632,0.2604,1.186,0.979,1.4332,0.8723,1.0246,0.6946,1.1685,0.7836,0.3014,0.3415
EV_EBITDA,EV/EBITDA,Valuation,x,0.6235,-0.9236,4.5079,3.787,9.5656,5.8773,6.3477,6.0112,9.4651,3.2583,0.3191,0.5722
EV_EBIT,EV/EBIT,Valuation,x,0.707,-1.0574,5.095,4.332,11.6551,7.5955,7.8159,8.3678,12.7631,3.7514,0.4381,0.7857
EV_RECEITA,EV/Receita,Valuation,x,0.1286,-0.2066,1.0534,0.8483,1.9895,1.2061,1.313,0.7963,1.4419,0.7957,0.0747,0.134
DY,Dividend Yield,Valuation,%,37.8341,41.2292,9.8723,7.883,1.8274,1.3667,6.2043,3.0308,9.7546,3.8889,14.3621,12.6761
PAYOUT,Payout,Valuation,%,48.3105,49.48,57.0041,45.6681,19.4848,12.4457,43.3063,16.1735,74.7984,16.749,24.1593,24.1593
ROE,ROE,Rentabilidade,%,20.6099,22.8913,21.5289,17.5239,13.8498,10.242,14.4394,13.431,13.9008,19.0961,18.3629,18.3629
ROA,ROA,Rentabilidade,%,17.7076,20.1273,19.3534,15.7469,12.4906,9.2723,13.0226,12.1161,12.5358,17.1475,16.5015,16.5015
ROIC,ROIC,Rentabilidade,%,11.9598,15.1683,17.3254,14.6941,9.24,7.0292,8.7302,4.7339,6.274,12.4071,10.1601,10.1601
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,20.6276,22.369,23.3675,22.4013,20.7988,20.5215,20.6844,13.2476,15.2335,24.4214,23.4209,23.4209
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,24.483,30.9985,29.3477,25.0929,23.8989,21.3628,25.6561,22.6066,22.9154,27.9708,26.5025,26.5025
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-0.892,-2.5867,-2.744,-2.7023,-2.6866,-3.6021,-2.31,-3.0954,-2.0697,-1.6746,-1.5844,-1.5844
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.1549,-0.405,-0.4488,-0.4077,-0.3143,-0.3315,-0.2734,-0.2361,-0.2097,-0.266,-0.2509,-0.2509
ICJ,ICJ,Endividamento,x,1.6768,3.1174,6.2895,2.577,2.8809,1.2495,3.5509,1.9181,3.2618,3.9361,3.5239,3.5239
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,66.558,56.4193,72.5295,82.5969,53.0231,20.7815,67.3678,74.9405,80.9108,73.7278,83.2312,83.2312
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,5.3841,9.0528,8.8396,7.9865,8.9102,9.1242,8.0216,7.2757,7.0214,7.0969,6.0683,6.0683
LIQ_SECA,Liquidez Seca,Liquidez,x,4.6465,8.1063,7.9725,7.2012,7.9801,8.223,6.7165,6.2644,6.0886,5.9246,4.8815,4.8815
LIQ_GERAL,Liquidez Geral,Liquidez,x,6.1291,8.5483,8.7164,8.6066,9.2023,9.2816,8.1145,8.5106,7.6152,7.682,6.815,6.815
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.7233,0.6285,0.6297,0.6044,0.5095,0.4057,0.5143,0.5211,0.5972,0.5841,0.6052,0.6052
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,223.5324,224.0566,224.0701,227.0242,240.856,305.698,281.5723,244.6857,250.5663,278.9642,247.2775,247.2775
PME,PME,Eficiência,dias,82.937,89.4847,87.3304,84.5114,88.555,111.402,136.4983,98.7048,95.7233,130.3822,133.9532,133.9532
NCG_RECEITA,NCG/Receita,Eficiência,%,48.9222,47.8994,46.4923,48.1793,53.9465,72.2233,63.6842,59.3914,62.7679,57.6398,46.5891,46.5891
