cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,532272.0,379968.0,615262.0,675294.0,475782.0,406952.0,536426.0,625955.0,510140.0,440114.0,596329.0,705389.0,545814.0,446126.0,599092.0,742420.0,423264.0,399812.0,582228.0,665730.0,372186.0,56724.0,630787.0,837088.0,523301.0,357978.0,671416.0,789851.0,517908.0,517208.0,713867.0,763673.0,520105.0,463619.0,689103.0,760780.0,539359.0,480309.0,749482.0,859430.0,563824.0,555276.0,760103.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-282856.0,-222399.0,-305119.0,-324539.0,-253194.0,-221901.0,-271952.0,-301541.0,-263100.0,-242180.0,-307395.0,-338541.0,-286635.0,-249801.0,-323233.0,-367659.0,-250788.0,-244242.0,-303447.0,-328034.0,-218922.0,-33082.0,-348672.0,-421654.0,-287071.0,-230995.0,-374976.0,-419437.0,-321685.0,-340293.0,-429410.0,-413506.0,-301958.0,-274073.0,-375725.0,-398168.0,-298938.0,-275611.0,-390747.0,-422210.0,-300310.0,-322129.0,-406628.0
3.03,Resultado Bruto,249416.0,157569.0,310143.0,350755.0,222588.0,185051.0,264474.0,324414.0,247040.0,197934.0,288934.0,366848.0,259179.0,196325.0,275859.0,374761.0,172476.0,155570.0,278781.0,337696.0,153264.0,23642.0,282115.0,415434.0,236230.0,126983.0,296440.0,370414.0,196223.0,176915.0,284457.0,350167.0,218147.0,189546.0,313378.0,362612.0,240421.0,204698.0,358735.0,437220.0,263514.0,233147.0,353475.0
3.04,Despesas/Receitas Operacionais,-140230.0,-120512.0,-186698.0,-219711.0,-140279.0,-130441.0,-157008.0,-169205.0,-137325.0,-140753.0,-177472.0,-179616.0,-138710.0,-134157.0,-179481.0,-196813.0,-138946.0,-145494.0,-119654.0,-186901.0,-113618.0,-108925.0,-156460.0,-194253.0,-132394.0,-127750.0,-177926.0,-198475.0,-150090.0,-173624.0,-220085.0,-224843.0,-179529.0,-189535.0,-221822.0,-217869.0,-148730.0,-182423.0,-213391.0,-138966.0,-215686.0,-187800.0,-277775.0
3.04.02,Despesas Gerais e Administrativas,-24138.0,-24568.0,-27033.0,-26831.0,-26995.0,-26643.0,-21216.0,-22660.0,-22842.0,-22963.0,-23136.0,-22402.0,-21785.0,-23131.0,-22901.0,-24806.0,-22294.0,-22838.0,-21546.0,-20953.0,-19944.0,-14831.0,-20387.0,-22309.0,-20408.0,-21962.0,-23679.0,-23413.0,-24628.0,-24560.0,-27383.0,-27177.0,-25824.0,-26170.0,-27329.0,-27187.0,-27278.0,-26714.0,-28040.0,-29232.0,-31621.0,-40785.0,-37958.0
3.04.05,Outras Despesas Operacionais,-2775.0,-2261.0,-232.0,-42278.0,-14111.0,-28343.0,-7016.0,-3829.0,-9550.0,-3880.0,-9955.0,-13649.0,-4687.0,-2129.0,-6587.0,-8174.0,-15382.0,-520.0,-8476.0,-7113.0,-1742.0,-50228.0,-11310.0,-8570.0,-9664.0,-12988.0,-3546.0,-2814.0,-4930.0,-2714.0,-9403.0,-28210.0,-22989.0,-11960.0,-23037.0,-6631.0,-682.0,-3067.0,-2722.0,-8971.0,-27989.0,-18846.0,-20710.0
3.04.05.02,Depreciação e amortização,,,,-28000.0,,,,0.0,,,,0.0,,,,0.0,,,,,,-47980.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,-97.0,-2.0,-3.0,188.0,-5502.0,-9412.0,-13060.0,-14594.0,-19899.0,-15351.0,-13127.0,-6839.0,-19414.0,-13125.0,85840.0,-1498.0,58084.0,5046.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,109186.0,37057.0,123445.0,131044.0,82309.0,54610.0,107466.0,155209.0,109715.0,57181.0,111462.0,187232.0,120469.0,62168.0,96378.0,177948.0,33530.0,10076.0,159127.0,150795.0,39646.0,-85283.0,125655.0,221181.0,103836.0,-767.0,118514.0,171939.0,46133.0,3291.0,64372.0,125324.0,38618.0,11.0,91556.0,144743.0,91691.0,22275.0,145344.0,298254.0,47828.0,45347.0,75700.0
3.06,Resultado Financeiro,38141.0,58388.0,20447.0,65371.0,74355.0,57302.0,63041.0,73820.0,77180.0,59314.0,55347.0,46661.0,52604.0,19762.0,29115.0,57397.0,51166.0,51786.0,30198.0,44922.0,-10012.0,45308.0,10642.0,91475.0,42616.0,48726.0,13020.0,54845.0,88787.0,67629.0,122835.0,56946.0,101889.0,72363.0,50519.0,92270.0,65124.0,31813.0,108735.0,49583.0,88097.0,84737.0,90409.0
