codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,3930802658.74,1398346300.74,1598299749.53,1391402578.78,777477939.51,862678929.77,50350877.7,111160755.21,91819070.25,140002800.0,194783991.75,101011003.92,10188095.1,15875112.23,2736096.61,941402.73,467223.28
P_L,P/L,Valuation,x,8934.0485,-1544.8114,-20930.2902,1603.5932,-17781.085,12154.0023,-43.3415,-130.7563,-217.9547,-9927.1644,-2529.6622,1246.2801,-122.4648,-81.2151,-67.188,-15.0834,-7.486
P_VPA,P/VPA,Valuation,x,1038.8865,509.0275,593.0858,432.8542,254.2104,278.5319,26.0824,146.3789,186.1735,156.4027,124.9907,55.6242,5.7466,9.2984,1.4017,0.4732,0.2349
EV_EBITDA,EV/EBITDA,Valuation,x,6611.9799,-2697.0726,5536.7204,2916.3508,18494.7693,5278.4712,-137.1953,-134.7416,-271.2983,5744.4282,9893.1492,440.4527,-121.5132,-1134.575,-95.9149,-81.9806,-64.9965
EV_EBIT,EV/EBIT,Valuation,x,7010.5395,-2323.8724,9315.0515,3464.8878,-39878.5178,7430.9669,-108.6277,-129.7448,-255.3649,13695.0174,54150.096,484.1299,-89.3605,-472.5072,-73.407,-41.9643,-33.2705
EV_RECEITA,EV/Receita,Valuation,x,1056.9846,476.4889,404.8212,561.1929,362.1143,376.6335,56.4982,184.1556,96.339,350.3905,220.6933,124.6077,10.315,15.8558,4.3195,2.6322,2.0868
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,11.6284,-27.7208,-2.8064,29.3662,-1.3941,2.3061,-46.2131,-63.2106,-67.2645,-2.0316,-6.2767,4.8039,-4.6361,-11.2333,-2.2257,-3.1685,-3.1685
ROA,ROA,Rentabilidade,%,4.6073,-9.5002,-0.8382,10.2698,-0.5683,1.0164,-19.4099,-21.0216,-15.5901,-0.5554,-2.4437,1.9133,-1.6298,-3.6836,-0.781,-1.2458,-1.2458
ROIC,ROIC,Rentabilidade,%,6.3048,-7.2099,2.3784,6.241,-0.2873,1.6921,-9.4826,-33.22,-19.2103,0.5582,0.1267,5.0141,-2.6205,-0.734,-1.0955,-1.0788,-1.0788
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,15.9859,-17.6669,7.3116,19.243,1.9579,7.1353,-41.1808,-136.6732,-35.5104,6.0997,2.2308,28.2908,-8.4888,-1.3975,-4.5035,-3.2107,-3.2107
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,11.8247,-30.7834,-1.9316,34.9699,-2.0328,3.0937,-126.8677,-139.6362,-43.8422,-3.5217,-8.71,9.9046,-7.3233,-17.7131,-4.0226,-7.1775,-7.1775
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,3.512,-5.3362,7.1707,2.1685,33.9373,8.787,-3.6712,-1.1506,-2.2046,12.9508,16.1657,4.1314,-15.8626,-105.1941,-35.9009,-48.2616,-48.2616
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.5521,1.0091,0.7691,0.3221,0.4673,0.4644,0.7171,1.2608,1.5253,0.3534,0.2046,0.5267,0.8628,0.9502,0.8385,0.6773,0.6773
ICJ,ICJ,Endividamento,x,2.6688,-2.3843,0.5974,1.6498,-0.1179,0.7167,-5.6618,-6.3076,-3.6224,0.1343,0.0355,1.907,-0.9327,-0.2216,-0.3761,-0.296,-0.296
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,25.058,80.8013,26.3796,37.7254,40.7669,49.3765,60.0851,51.5206,39.1713,79.9672,48.8147,25.7723,37.3388,53.7573,68.4593,43.1113,43.1113
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,3.0378,1.5188,2.4337,2.117,2.0658,2.1068,1.4942,1.4278,1.6202,1.4374,1.7334,2.1272,2.1041,1.7263,1.5046,1.8836,1.8836
LIQ_SECA,Liquidez Seca,Liquidez,x,2.26,1.0933,1.7113,1.5795,1.3191,1.1891,1.0008,0.701,0.7631,0.8093,0.8855,0.899,0.7582,0.8707,0.8165,1.0392,1.0392
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.6058,1.3646,1.2944,1.3928,1.4736,1.5468,1.3288,1.1131,1.0722,1.4437,1.5029,1.4198,1.2887,1.3075,1.3279,1.3558,1.3558
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.3896,0.3093,0.4536,0.3032,0.2985,0.3394,0.1758,0.2115,0.3804,0.1569,0.2357,0.1733,0.207,0.2153,0.1909,0.1745,0.1745
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,493.9185,742.3082,440.8694,540.3159,599.1729,612.5104,649.1343,631.1537,503.1892,1280.568,772.683,1146.3443,1143.8711,760.8645,752.6173,866.3702,866.3702
PME,PME,Eficiência,dias,214.3947,275.4209,232.7764,278.5365,379.3666,405.9572,392.7084,387.8933,378.8435,1001.8169,637.1193,991.8449,929.9169,543.8245,493.3859,499.6908,499.6908
NCG_RECEITA,NCG/Receita,Eficiência,%,100.349,154.7183,80.1009,85.7218,107.7422,114.0848,202.6218,154.565,89.0414,179.2264,103.2855,162.9228,208.229,203.8033,208.899,209.0807,209.0807
