cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,3068291.0,4661469.0,4577279.0,7994732.0,5048529.0,4771568.0,4913386.0,6702213.0,3217494.0,5695970.0,4144770.0,5654811.0,3227334.0,4533095.0,4581293.0,6379898.0,1512124.0,2287841.0,2533531.0,4134435.0,1693228.0,2864578.0,4090474.0,10993484.0,4452053.0,5922830.0,5010382.0,7284440.0,3076051.0,5044009.0,4872100.0,10456611.0,3726011.0,6359821.0,6295990.0,9728695.0,4448347.0,7846922.0,9385445.0,13743460.0,6405270.0,10270363.0,10866683.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-2348803.0,-3777480.0,-3773517.0,-6645558.0,-4040218.0,-3778765.0,-3990385.0,-5356736.0,-2733474.0,-4674158.0,-3357978.0,-4526065.0,-2635674.0,-4046831.0,-3751435.0,-5481218.0,-1225147.0,-2045131.0,-2157041.0,-3610011.0,-1261812.0,-2777181.0,-3793738.0,-9402085.0,-4030870.0,-4848047.0,-4063607.0,-6188077.0,-2451294.0,-3888308.0,-3942500.0,-8456691.0,-3134414.0,-5261934.0,-5153192.0,-8057583.0,-3612385.0,-6590974.0,-7639580.0,-11199001.0,-5302503.0,-8272082.0,-8998849.0
3.03,Resultado Bruto,719488.0,883989.0,803762.0,1349174.0,1008311.0,992803.0,923001.0,1345477.0,484020.0,1021812.0,786792.0,1128746.0,591660.0,486264.0,829858.0,898680.0,286977.0,242710.0,376490.0,524424.0,431416.0,87397.0,296736.0,1591399.0,421183.0,1074783.0,946775.0,1096363.0,624757.0,1155701.0,929600.0,1999920.0,591597.0,1097887.0,1142798.0,1671112.0,835962.0,1255948.0,1745865.0,2544459.0,1102767.0,1998281.0,1867834.0
3.04,Despesas/Receitas Operacionais,-490497.0,-567756.0,-496488.0,-1098605.0,-683345.0,-1425024.0,-1019398.0,-424033.0,-411571.0,-459503.0,-579900.0,-910812.0,-503513.0,-569123.0,-653188.0,-977553.0,-378104.0,-439189.0,-319073.0,-937891.0,-413710.0,-1909649.0,-494605.0,-1270057.0,-599997.0,-336635.0,-793734.0,-754020.0,-834654.0,-2302309.0,-873040.0,-1255563.0,-862279.0,-747707.0,-722482.0,-648317.0,-854988.0,-587435.0,-164576.0,-1003114.0,-806900.0,-980920.0,-1007965.0
3.04.02,Despesas Gerais e Administrativas,-123665.0,-143297.0,-151725.0,-190536.0,-152240.0,-169477.0,-107408.0,-145004.0,-133899.0,-128283.0,-151149.0,-159352.0,-143797.0,-149628.0,-176446.0,-199999.0,-112899.0,-143048.0,-99288.0,-185640.0,-109527.0,-181752.0,-187687.0,-259770.0,-188412.0,-215877.0,-186294.0,-236593.0,-207013.0,-220449.0,-220696.0,-306036.0,-260549.0,-253910.0,-250956.0,-257126.0,-246954.0,-246497.0,-265866.0,-315525.0,-287129.0,-298470.0,-282755.0
3.04.05,Outras Despesas Operacionais,-238294.0,-148624.0,-172565.0,-1205426.0,-172295.0,-932943.0,-676295.0,-378603.0,-112817.0,-138436.0,-227562.0,-588604.0,-148677.0,-264547.0,-200983.0,-586649.0,-128561.0,-220980.0,-165972.0,-932745.0,-213874.0,-1732383.0,-58483.0,-560996.0,-209020.0,-209745.0,-339707.0,-117621.0,-391430.0,-2000759.0,-493874.0,-581457.0,-321547.0,-386094.0,-249032.0,-276512.0,-273999.0,-195927.0,-424413.0,-280169.0,-249197.0,-220385.0,-352748.0
3.04.05.02,Depreciação e amortização,-217135.0,-115576.0,-141905.0,-1147990.0,-146974.0,-896834.0,-637635.0,-316704.0,-87082.0,-108491.0,-182459.0,-531823.0,-117072.0,-229252.0,-166166.0,-519834.0,,-203387.0,-150886.0,-1015546.0,-197309.0,-1698158.0,-20266.0,-494898.0,-162811.0,-160506.0,-285406.0,-33968.0,-302623.0,-1877895.0,-341720.0,-378546.0,-156172.0,-268729.0,-166687.0,-188842.0,-214098.0,-116162.0,-370989.0,-175111.0,-166173.0,-151766.0,-260305.0
3.04.06,Resultado de Equivalência Patrimonial,-332.0,240.0,0.0,-886.0,-255.0,30.0,-526.0,-204.0,-278.0,-180.0,-256.0,4706.0,-979.0,61.0,-69.0,-660.0,-60.0,-34.0,-96.0,-781.0,15281.0,-227.0,-184.0,-2161.0,5242.0,3219.0,6955.0,-9976.0,5282.0,20913.0,10705.0,4856.0,1272.0,10140.0,30960.0,7609.0,-1377.0,-3610.0,-14538.0,-4110.0,-14481.0,-6035.0,-12080.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,228991.0,316233.0,307274.0,250569.0,324966.0,-432221.0,-96397.0,921444.0,72449.0,562309.0,206892.0,217934.0,88147.0,-82859.0,176670.0,-78873.0,-91127.0,-196479.0,57417.0,-413467.0,17706.0,-1822252.0,-197869.0,321342.0,-178814.0,738148.0,153041.0,342343.0,-209897.0,-1146608.0,56560.0,744357.0,-270682.0,350180.0,420316.0,1022795.0,-19026.0,668513.0,1581289.0,1541345.0,295867.0,1017361.0,859869.0
3.06,Resultado Financeiro,-66059.0,155194.0,-90040.0,-270.0,-45488.0,33696.0,-65293.0,-84886.0,7601.0,-59714.0,20729.0,-101877.0,-145039.0,-186041.0,-199913.0,-98955.0,52690.0,61080.0,90676.0,37808.0,-37861.0,-261491.0,-597248.0,-734504.0,-305251.0,-323276.0,-286823.0,-17915.0,-229686.0,246178.0,-300946.0,-222574.0,-265516.0,-360818.0,-132049.0,-205365.0,183567.0,-86601.0,-228544.0,-531612.0,-437810.0,-738007.0,-288083.0
3.06.01,Receitas Financeiras,810736.0,517848.0,1055095.0,1321970.0,702757.0,827733.0,99089.0,119771.0,263659.0,54103.0,352710.0,240296.0,43536.0,489094.0,46065.0,356784.0,73260.0,101697.0,27399.0,56267.0,398139.0,75839.0,82345.0,87336.0,96166.0,349741.0,159450.0,207992.0,465437.0,315119.0,105043.0,54805.0,199517.0,289528.0,113737.0,176908.0,497740.0,150614.0,517044.0,43368.0,710379.0,148416.0,328974.0
3.06.02,Despesas Financeiras,-744677.0,-362654.0,-965055.0,-1011852.0,-748245.0,-794037.0,-164382.0,-204657.0,-256058.0,-5611.0,-331981.0,-30213.0,-188575.0,-303053.0,-153848.0,-237439.0,-20570.0,-40617.0,-63277.0,-108095.0,-360278.0,-185652.0,-514903.0,-101284.0,-209085.0,-673017.0,-127373.0,-321155.0,-695123.0,-68941.0,-195903.0,-377855.0,-465033.0,-650346.0,-245786.0,-382273.0,-314173.0,-237215.0,-745588.0,-488244.0,-1148189.0,-886423.0,-617057.0
3.07,Resultado Antes dos Tributos sobre o Lucro,162932.0,471427.0,217234.0,250299.0,279478.0,-398525.0,-161690.0,836558.0,80050.0,502595.0,227621.0,116057.0,-56892.0,-268900.0,-23243.0,-177828.0,-38437.0,-135399.0,148093.0,-375659.0,-20155.0,-2083743.0,-795117.0,-413162.0,-484065.0,414872.0,-133782.0,324428.0,-439583.0,-900430.0,-244386.0,521783.0,-536198.0,-10638.0,288267.0,817430.0,164541.0,581912.0,1352745.0,1009733.0,-141943.0,279354.0,571786.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-350921.0,-65916.0,-589734.0,-186287.0,-114462.0,-53850.0,-54364.0,-186686.0,-60912.0,-276487.0,-127507.0,-385959.0,-23668.0,-191570.0,-53116.0,-151649.0,-27948.0,-56759.0,-150679.0,-210871.0,-900069.0,-416116.0,-155072.0,-1187201.0,-6977.0,-29996.0,-104270.0,-247828.0,-274372.0,-117607.0,-24942.0,-401518.0,-157838.0,-121765.0,-33234.0,-87343.0,-3069.0,-44855.0,-345488.0,-791688.0,-612838.0,-118124.0,-116336.0
