codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,6.2222,-1.4994,4.2833,2.291,3.3883,3.2788,3.9209,3.9588,,6.3689,7.8163,8.2755
P_VPA,P/VPA,Valuation,x,0.0546,0.0917,0.251,0.2766,0.5781,0.794,0.8284,0.8562,0.8654,0.589,0.4653,0.4926
EV_EBITDA,EV/EBITDA,Valuation,x,8.7565,-26.1433,3.5778,5.1131,3.7548,4.9041,4.7526,3.7633,5.1273,7.0294,5.3974,5.5596
EV_EBIT,EV/EBIT,Valuation,x,-138.9512,-5.9125,5.6893,8.8092,6.1223,8.0541,5.7047,5.1934,8.572,10.8127,12.6293,13.009
EV_RECEITA,EV/Receita,Valuation,x,0.4677,0.4476,0.4335,0.5456,0.8357,0.8845,0.8723,0.8843,1.2095,0.9981,0.8052,0.8294
DY,Dividend Yield,Valuation,%,5.083,3.0634,3.7021,28.7566,19.0836,27.7391,7.2659,7.1018,7.197,8.3645,9.9217,9.3711
PAYOUT,Payout,Valuation,%,25.4416,4.2806,15.7575,65.8665,64.4511,102.7013,28.4495,30.8238,44.3266,52.6718,59.1467,59.1467
ROE,ROE,Rentabilidade,%,1.0915,6.1935,6.0969,12.5643,17.8388,22.2056,22.9438,20.9765,14.5219,9.5789,7.8967,7.8967
ROA,ROA,Rentabilidade,%,0.6023,3.4264,3.515,7.2707,9.9574,11.2204,11.0314,10.2916,7.2714,4.7617,3.8569,3.8569
ROIC,ROIC,Rentabilidade,%,-0.1465,-3.6246,4.3736,3.3387,7.1849,6.8578,10.1733,11.4302,6.9603,4.3144,3.2907,3.2907
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,5.3415,-1.7122,12.1152,10.6709,22.2568,18.0356,18.3538,23.4988,23.59,14.1993,14.9177,14.9177
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,1.2109,6.7248,5.6406,11.3321,16.9705,17.9519,14.7559,13.5713,13.4111,9.4232,6.9109,6.9109
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,7.6218,-20.655,1.5961,2.6807,1.1797,1.2188,1.6047,1.2566,1.6259,2.8504,2.6357,2.6357
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.367,0.3451,0.2022,0.3049,0.2648,0.2626,0.4223,0.4293,0.4018,0.4018,0.444,0.444
ICJ,ICJ,Endividamento,x,-0.2055,-1.8095,4.2742,7.315,12.5261,9.0782,15.1106,16.1864,6.6505,4.3994,3.0467,3.0467
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,32.8463,50.5033,51.9636,52.895,49.7388,44.3848,36.6841,28.8191,43.2065,40.2106,31.1279,31.1279
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.8404,2.1396,2.111,1.9224,1.9224,1.8212,2.0208,2.3232,2.2297,2.0707,2.0704,2.0704
LIQ_SECA,Liquidez Seca,Liquidez,x,1.7587,1.23,1.2487,1.0939,1.0503,1.21,1.0893,1.2514,1.2636,1.1306,1.0748,1.0748
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.5905,1.5991,1.7288,1.6654,1.6856,1.4406,1.5193,1.5297,1.5916,1.5071,1.4662,1.4662
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4974,0.5414,0.6257,0.5986,0.5599,0.5571,0.7078,0.7093,0.5378,0.4791,0.5395,0.5395
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,328.1316,296.8526,266.5288,295.5982,301.3794,257.7241,258.2091,266.9718,351.5306,381.377,334.8949,334.8949
PME,PME,Eficiência,dias,205.7233,202.6965,180.2034,201.4529,222.9783,191.4854,206.2662,212.9149,254.1831,297.8693,262.7496,262.7496
NCG_RECEITA,NCG/Receita,Eficiência,%,72.4723,64.022,47.8468,53.7433,50.9583,40.8402,45.3194,46.98,64.9731,65.3458,56.3331,56.3331
