codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,2.8275,2.6983,1.7396,2.4734,7.6585,5.974,25.588,32.3641,-1.5816,-0.8584,-0.7095
P_VPA,P/VPA,Valuation,x,0.155,0.2925,0.3419,0.2615,0.5424,2.7559,1.2944,0.6264,0.6874,0.3866,0.0784,0.0648
EV_EBITDA,EV/EBITDA,Valuation,x,3.3068,2.4362,2.9003,3.0445,2.8217,11.8319,6.4344,6.7486,5.042,9.6692,6.6665,6.6154
EV_EBIT,EV/EBIT,Valuation,x,4.2221,2.9728,3.504,3.6746,3.7052,17.5374,8.082,9.3367,6.3461,20.3427,33.9418,33.6819
EV_RECEITA,EV/Receita,Valuation,x,1.0138,1.1011,1.3095,0.9823,0.9836,3.1537,2.8153,1.8469,2.092,1.6221,1.3362,1.3259
DY,Dividend Yield,Valuation,%,29.6815,27.7657,10.7748,15.8014,6.7838,1.923,1.5308,0.5776,0.4979,1.2068,,
PAYOUT,Payout,Valuation,%,59.5435,63.0617,25.1102,23.7065,16.3905,67.0937,9.0077,6.1782,3.572,-2.252,,
ROE,ROE,Rentabilidade,%,7.7247,11.9183,14.3249,17.9427,22.5913,8.0544,31.4583,7.3232,9.8532,-18.0611,-29.0822,-29.0822
ROA,ROA,Rentabilidade,%,3.1869,4.8198,5.4103,6.6415,8.0554,2.6486,9.5069,2.4284,3.561,-5.8064,-8.7375,-8.7375
ROIC,ROIC,Rentabilidade,%,6.9906,11.5666,11.2472,9.9928,12.9129,7.1579,9.2926,5.6768,8.7176,2.423,1.2798,1.2798
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,30.6585,45.1981,45.1497,32.2628,34.8587,26.654,43.7539,27.3669,41.4906,16.776,20.0432,20.0432
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,11.4562,18.4318,19.692,18.4846,18.3126,6.7276,25.4978,7.0988,12.3763,-18.5703,-27.7654,-27.7654
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.5572,1.51,1.8839,2.185,1.5524,3.0253,3.0054,3.9741,2.902,7.6035,6.3721,6.3721
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.5286,0.4769,0.6336,0.6647,0.6634,0.9467,1.1345,0.8972,0.9321,1.4229,1.6963,1.6963
ICJ,ICJ,Endividamento,x,1.0092,0.8984,1.5842,1.3983,2.2319,0.7379,2.3864,1.6701,1.0243,0.262,0.1098,0.1098
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,12.6133,10.2428,16.6568,11.662,17.7472,15.2997,9.4983,9.0106,9.0309,7.4154,7.2609,7.2609
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.5443,1.956,1.5587,1.9001,1.8386,1.7827,2.1064,1.619,1.7706,1.718,1.7955,1.7955
LIQ_SECA,Liquidez Seca,Liquidez,x,1.4154,1.8486,1.4824,1.7867,1.7512,1.6758,2.0177,1.5007,1.6596,1.6023,1.6544,1.6544
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.5305,0.5353,0.552,0.5699,0.6647,0.6678,0.5677,0.6493,0.4509,0.4202,0.3959,0.3959
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.2782,0.2763,0.2688,0.3577,0.4126,0.3778,0.2546,0.2955,0.2822,0.3111,0.3386,0.3386
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,-35.3282,-53.9622,-58.5368,-8.251,-5.5455,-1.3586,-3.4948,5.4815,3.5505,-6.3028,8.1583,8.1583
PME,PME,Eficiência,dias,26.2019,27.1712,27.1661,21.1902,20.2302,25.1551,22.2829,21.8794,22.6052,24.6807,26.2479,26.2479
NCG_RECEITA,NCG/Receita,Eficiência,%,-0.9257,0.3464,16.294,19.9977,10.8754,20.5774,11.2787,3.9528,8.6357,3.1142,9.1558,9.1558
