codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-48.8889,-12.0,-6.2174,17.1575,-67.3028,20.7972,23.8612
P_VPA,P/VPA,Valuation,x,,0.668,0.7489,1.6106,1.0639,1.5903,1.8246
EV_EBITDA,EV/EBITDA,Valuation,x,,6.9045,6.2593,3.3436,4.1243,3.0321,3.2859
EV_EBIT,EV/EBIT,Valuation,x,,42.4073,49.1011,7.9703,7.9517,8.5535,9.2695
EV_RECEITA,EV/Receita,Valuation,x,,1.4959,1.3359,1.3305,1.2914,1.3228,1.4335
DY,Dividend Yield,Valuation,%,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,
ROE,ROE,Rentabilidade,%,-14.4257,-8.9722,-11.1907,9.4476,-1.75,6.4015,6.4015
ROA,ROA,Rentabilidade,%,-2.0302,-2.6258,-3.907,3.1483,-0.5761,2.0203,2.0203
ROIC,ROIC,Rentabilidade,%,5.8924,1.2696,1.2007,10.6085,8.5443,9.7785,9.7785
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,23.5201,21.6652,21.343,39.7915,31.312,43.6248,43.6248
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,-3.5497,-5.3702,-7.7417,4.4463,-0.9063,2.9038,2.9038
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.2204,3.766,4.0281,1.4084,2.1614,1.3093,1.3093
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,4.034,0.8016,1.352,1.1721,1.1715,1.2086,1.2086
ICJ,ICJ,Endividamento,x,0.6621,0.1821,0.1263,1.1059,0.8476,0.8978,0.8978
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,16.188,12.9995,37.7305,22.6328,16.1309,7.4375,7.4375
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.2876,2.2009,0.81,1.2308,1.8178,2.6743,2.6743
LIQ_SECA,Liquidez Seca,Liquidez,x,1.2671,2.1855,0.7996,1.2221,1.8088,2.658,2.658
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.4527,0.6401,0.4889,0.581,0.6112,0.647,0.647
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.5719,0.355,0.5281,0.6919,0.5677,0.6464,0.6464
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,28.6365,28.7847,46.8285,44.5693,46.0728,50.7967,50.7967
PME,PME,Eficiência,dias,3.693,2.8668,2.3737,1.3974,1.4364,1.7564,1.7564
NCG_RECEITA,NCG/Receita,Eficiência,%,5.9136,8.2645,14.0961,8.4977,11.2378,11.178,11.178
