codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,2.7778,10.1912,6.7761,11.8756,18.6301,21.7973,17.8011
P_VPA,P/VPA,Valuation,x,0.6865,2.6361,0.5213,0.4915,0.2998,0.3395,0.2773
EV_EBITDA,EV/EBITDA,Valuation,x,,9.0281,5.9521,5.1148,3.6097,2.8065,2.6394
EV_EBIT,EV/EBIT,Valuation,x,,11.5957,10.9933,8.8812,5.9804,5.7835,5.4391
EV_RECEITA,EV/Receita,Valuation,x,,3.7093,1.2615,1.1267,0.8714,0.8397,0.7897
DY,Dividend Yield,Valuation,%,,1.829,,,,0.1417,0.1735
PAYOUT,Payout,Valuation,%,,19.4007,,,,5.0989,5.0989
ROE,ROE,Rentabilidade,%,16.8708,33.5012,6.3879,2.9197,0.192,0.9479,0.9479
ROA,ROA,Rentabilidade,%,4.0286,9.7467,2.2606,1.1062,0.072,0.366,0.366
ROIC,ROIC,Rentabilidade,%,6.4343,10.2578,4.3775,5.3624,6.6163,6.9927,6.9927
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,24.0801,41.0866,21.1942,22.0274,24.1408,29.9214,29.9214
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,11.2702,25.0806,5.6663,2.5352,0.16,0.7579,0.7579
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.8337,2.5532,3.5442,3.2074,2.5774,1.8948,1.8948
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.0215,1.0395,0.7673,0.8265,0.7485,0.7056,0.7056
ICJ,ICJ,Endividamento,x,0.9277,2.4019,0.6178,0.8112,0.9855,0.9382,0.9382
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,33.9435,31.0212,13.0187,52.4965,20.9158,24.9351,24.9351
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.3004,1.1186,1.7401,1.0024,1.4912,1.5198,1.5198
LIQ_SECA,Liquidez Seca,Liquidez,x,1.3004,1.1186,1.7401,1.0024,1.4912,1.5198,1.5198
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.7903,0.6639,0.7786,0.7559,0.7952,0.8092,0.8092
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.3575,0.3223,0.3893,0.4405,0.4494,0.4771,0.4771
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,284.8497,309.4972,257.1378,248.1939,246.9197,246.7503,246.7503
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,39.6161,31.3263,32.9005,29.8558,29.0658,31.3953,31.3953
