cd_conta,ds_conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,499169.000,499169.000,499169.000,499169.000,295461.000,424907.000,355235.000,397280.000,329047.000,376591.000,402061.000,389740.000,267350.000,235263.000,284268.000,482582.000,318283.000,325545.000,270272.000,380114.000,201042.000,248482.000,316341.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-329605.000,-329605.000,-329605.000,-329605.000,-206519.000,-301442.000,-221235.000,-233730.000,-210935.000,-252777.000,-275010.000,-280315.000,-189250.000,-172661.000,-224263.000,-358430.000,-243824.000,-259224.000,-220747.000,-297055.000,-165308.000,-198729.000,-252034.000
3.03,Resultado Bruto,169564.000,169564.000,169564.000,169564.000,88942.000,123465.000,134000.000,163550.000,118112.000,123814.000,127051.000,109425.000,78100.000,62602.000,60005.000,124152.000,74459.000,66321.000,49525.000,83059.000,35734.000,49753.000,64307.000
3.04,Despesas/Receitas Operacionais,-86922.000,-86922.000,-86922.000,-86922.000,-70709.000,-92269.000,-54255.000,-130633.000,-75682.000,-85813.000,-69070.000,-88062.000,-50173.000,-48509.000,-53614.000,-53421.000,-59217.000,-43554.000,-67742.000,-60397.000,-68601.000,-68905.000,-93148.000
3.04.02,Despesas Gerais e Administrativas,-44606.000,-44606.000,-44606.000,-44606.000,-41638.000,-32962.000,-41056.000,-48680.000,-34867.000,-45173.000,-39070.000,-43212.000,-32766.000,-35819.000,-34327.000,-39014.000,-39107.000,-32673.000,-30487.000,-35570.000,-32037.000,-34019.000,-32459.000
3.04.05,Outras Despesas Operacionais,-10207.000,-10207.000,-10207.000,-10207.000,-12783.000,-13749.000,-6006.000,-36886.000,-7436.000,-11680.000,-16068.000,-20211.000,464.000,-3083.000,-14899.000,-2782.000,-7553.000,9683.000,-22725.000,-4768.000,-15798.000,-17294.000,-16245.000
3.04.06,Resultado de Equivalência Patrimonial,9023.000,9023.000,9023.000,9023.000,8383.000,3575.000,13196.000,-14356.000,6494.000,9249.000,18260.000,10594.000,12243.000,17131.000,23688.000,23270.000,14861.000,16157.000,11804.000,14977.000,9427.000,6580.000,612.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,82642.000,82642.000,82642.000,82642.000,18233.000,31196.000,79745.000,32917.000,42430.000,38001.000,57981.000,21363.000,27927.000,14093.000,6391.000,70731.000,15242.000,22767.000,-18217.000,22662.000,-32867.000,-19152.000,-28841.000
3.06,Resultado Financeiro,-373.000,-373.000,-373.000,-373.000,-4553.000,-1353.000,2712.000,5596.000,2881.000,21582.000,17461.000,18925.000,6028.000,8936.000,8931.000,4591.000,3007.000,-269.000,2024.000,3417.000,12392.000,3454.000,5380.000
3.06.01,Receitas Financeiras,5724.000,5724.000,5724.000,5724.000,5378.000,5291.000,13104.000,15295.000,15583.000,22538.000,22961.000,21462.000,15301.000,13026.000,15779.000,15202.000,13601.000,12183.000,11435.000,12816.000,17290.000,7798.000,10732.000
3.06.02,Despesas Financeiras,-6097.000,-6097.000,-6097.000,-6097.000,-9931.000,-6644.000,-10392.000,-9699.000,-12702.000,-956.000,-5500.000,-2537.000,-9273.000,-4090.000,-6848.000,-10611.000,-10594.000,-12452.000,-9411.000,-9399.000,-4898.000,-4344.000,-5352.000
3.07,Resultado Antes dos Tributos sobre o Lucro,82269.000,82269.000,82269.000,82269.000,13680.000,29843.000,82457.000,38513.000,45311.000,59583.000,75442.000,40288.000,33955.000,23029.000,15322.000,75322.000,18249.000,22498.000,-16193.000,26079.000,-20475.000,-15698.000,-23461.000
