cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3
3.01,Receita de Venda de Bens e/ou Serviços,98318.0,88470.0,103320.0,108156.0,101762.0,105649.0,110826.0,110936.0,108650.0,106430.0,124226.0,120707.0,120586.0,105149.0,130793.0,124182.0,119810.0,113685.0,136652.0,129398.0,99006.0,90507.0,160333.0,172007.0,149724.0,169611.0,194932.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-69337.0,-63466.0,-74227.0,-81067.0,-78723.0,-82541.0,-82284.0,-81839.0,-79076.0,-76995.0,-87513.0,-84776.0,-86619.0,-74449.0,-93856.0,-90866.0,-91098.0,-90535.0,-103405.0,-94136.0,-72369.0,-76129.0,-109043.0,-112574.0,-100620.0,-119629.0,-129081.0
3.03,Resultado Bruto,28981.0,25004.0,29093.0,27089.0,23039.0,23108.0,28542.0,29097.0,29574.0,29435.0,36713.0,35931.0,33967.0,30700.0,36937.0,33316.0,28712.0,23150.0,33247.0,35262.0,26637.0,14378.0,51290.0,59433.0,49104.0,49982.0,65851.0
3.04,Despesas/Receitas Operacionais,-17023.0,-19483.0,-21830.0,-24748.0,-19260.0,-18270.0,-23022.0,-25331.0,-24184.0,-23686.0,-25743.0,-25024.0,-23329.0,-23827.0,-25214.0,-30502.0,-25774.0,-25180.0,-29309.0,-33723.0,-26133.0,-23954.0,-30047.0,-2387.0,-28395.0,-31785.0,-35960.0
3.04.02,Despesas Gerais e Administrativas,-5756.0,-6542.0,-6218.0,-6356.0,-6176.0,-6916.0,-6423.0,-6993.0,-6711.0,-7110.0,-7420.0,-8704.0,-6176.0,-6768.0,-9531.0,-7678.0,-7501.0,-7344.0,-7373.0,-7160.0,-7157.0,-6416.0,-7501.0,-8874.0,-7132.0,-8456.0,-9921.0
3.04.05,Outras Despesas Operacionais,-423.0,-454.0,-2512.0,-3512.0,-473.0,-513.0,-5429.0,-3556.0,-405.0,-862.0,-741.0,-6248.0,-864.0,-1098.0,-1999.0,-6695.0,-2341.0,-2202.0,-2369.0,-7623.0,-4693.0,-3849.0,-3293.0,-26511.0,-2243.0,-2235.0,-2901.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,11958.0,5521.0,7263.0,2341.0,3779.0,4838.0,5520.0,3766.0,5390.0,5749.0,10970.0,10907.0,10638.0,6873.0,11723.0,2814.0,2938.0,-2030.0,3938.0,1539.0,504.0,-9576.0,21243.0,57046.0,20709.0,18197.0,29891.0
3.06,Resultado Financeiro,3425.0,412.0,4481.0,534.0,-987.0,-898.0,1565.0,1361.0,1220.0,1910.0,543.0,1319.0,362.0,1980.0,24380.0,1297.0,718.0,159.0,769.0,254.0,754.0,34.0,-665.0,36638.0,1032.0,-1731.0,3742.0
3.06.01,Receitas Financeiras,5938.0,3923.0,7316.0,2925.0,3745.0,4313.0,3264.0,4212.0,3351.0,3278.0,2438.0,2843.0,2426.0,4303.0,28697.0,4682.0,3491.0,1377.0,4040.0,4031.0,6258.0,3021.0,3224.0,40295.0,3648.0,3483.0,6960.0
3.06.02,Despesas Financeiras,-2513.0,-3511.0,-2835.0,-2391.0,-4732.0,-5211.0,-1699.0,-2851.0,-2131.0,-1368.0,-1895.0,-1524.0,-2064.0,-2323.0,-4317.0,-3385.0,-2773.0,-1218.0,-3271.0,-3777.0,-5504.0,-2987.0,-3889.0,-3657.0,-2616.0,-5214.0,-3218.0
3.07,Resultado Antes dos Tributos sobre o Lucro,15383.0,5933.0,11744.0,2875.0,2792.0,3940.0,7085.0,5127.0,6610.0,7659.0,11513.0,12226.0,11000.0,8853.0,36103.0,4111.0,3656.0,-1871.0,4707.0,1793.0,1258.0,-9542.0,20578.0,93684.0,21741.0,16466.0,33633.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-3459.0,-1044.0,-2061.0,-1146.0,-1046.0,-1276.0,-807.0,-344.0,-783.0,-889.0,-1535.0,-635.0,-1412.0,-1490.0,-9877.0,-2325.0,-820.0,-392.0,-706.0,-21664.0,-4398.0,-400.0,-506.0,-16658.0,-5461.0,-1704.0,-5035.0
3.09,Resultado Líquido das Operações Continuadas,11924.0,4889.0,9683.0,1729.0,1746.0,2664.0,6278.0,4783.0,5827.0,6770.0,9978.0,11591.0,9588.0,7363.0,26226.0,6436.0,2836.0,2263.0,4001.0,22767.0,3140.0,9142.0,20072.0,51662.0,16280.0,14762.0,28598.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,11924.0,4889.0,9683.0,1729.0,1746.0,2664.0,6278.0,4783.0,5827.0,6770.0,9978.0,11591.0,9588.0,7363.0,26226.0,6436.0,2836.0,2263.0,4001.0,22767.0,3140.0,9142.0,20072.0,51662.0,16280.0,14762.0,28598.0
3.11.01,Atribuído a Sócios da Empresa Controladora,11919.0,4885.0,9674.0,1727.0,1745.0,2662.0,6269.0,4781.0,5822.0,6763.0,9969.0,11587.0,9583.0,7357.0,26190.0,6441.0,2833.0,-2263.0,4001.0,27296.0,-3140.0,-9142.0,20072.0,76226.0,16280.0,14762.0,28598.0
