codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,354518.34,334213.99,305017.41,282495.01,328550.52,301407.92,347299.36,395927.35,479743.55,900254.78,12693760.37,56986326.92,40953690.37,47945550.86,26796015.53,36760200.55,36760200.55
P_L,P/L,Valuation,x,0.3007,0.2581,0.4558,0.2683,0.2438,0.3092,0.4475,0.4111,0.3051,0.2494,3.1847,16.787,49.0966,28.0956,10.6127,17.7898,17.7898
P_VPA,P/VPA,Valuation,x,0.0269,0.0252,0.0268,0.0229,0.0238,0.0268,0.0283,0.0296,0.027,0.0292,0.6149,3.8219,2.6703,2.7027,1.1588,1.5059,1.5059
EV_EBITDA,EV/EBITDA,Valuation,x,-0.0304,0.5161,0.8551,1.6841,2.2096,2.388,2.9187,3.1764,3.1724,2.2237,3.6889,10.0057,12.0291,11.2805,7.2119,7.6215,7.6215
EV_EBIT,EV/EBIT,Valuation,x,-0.0512,0.6437,1.4343,2.1868,3.0237,3.2343,3.9452,4.2616,4.1652,2.986,4.5648,11.9946,17.3954,15.5001,9.8123,11.9164,11.9164
EV_RECEITA,EV/Receita,Valuation,x,-0.0077,0.1125,0.1682,0.2921,0.3715,0.4192,0.6155,0.6507,0.6677,0.5865,1.042,2.7236,2.3135,2.6662,1.7606,2.1532,2.1532
DY,Dividend Yield,Valuation,%,113.8172,113.8172,104.4108,116.9788,106.1656,88.3476,81.5078,75.2007,78.4702,67.2006,27.7664,4.0793,6.1269,5.7636,12.6844,9.6441,9.6441
PAYOUT,Payout,Valuation,%,34.221,29.3773,47.5869,31.3889,25.8853,27.3184,36.4773,30.9168,23.9423,16.7596,88.4272,68.48,300.8109,161.9306,134.6159,171.5662,171.5662
ROE,ROE,Rentabilidade,%,8.9438,10.0735,5.9474,8.7102,10.0379,8.9542,6.4121,7.3356,9.0685,12.158,20.6599,23.7997,5.3079,10.2693,11.236,8.5441,8.5441
ROA,ROA,Rentabilidade,%,5.6568,6.4131,3.628,4.9703,5.4817,4.6386,3.2,3.5248,4.1799,5.5571,9.1889,10.4827,2.3162,4.4107,4.9457,3.7039,3.7039
ROIC,ROIC,Rentabilidade,%,6.2573,7.1136,4.8944,5.2799,6.0922,6.1583,5.9445,5.8304,6.1176,8.0298,10.4076,11.7802,6.2275,7.276,6.9276,6.9344,6.9344
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,25.1568,21.7997,19.6698,17.3439,16.8111,17.5529,21.0891,20.4853,21.0463,26.3756,28.2462,27.2202,19.2324,23.6354,24.4127,28.2519,28.2519
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,14.6394,15.1341,8.515,11.9979,9.596,8.5927,7.2341,7.9735,9.6687,12.6991,20.9827,21.0496,5.2414,10.8344,12.3587,8.8043,8.8043
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-0.2346,0.3189,0.6733,1.5066,2.0692,2.2714,2.793,3.0386,3.0198,2.0136,1.2771,1.277,2.318,1.8364,2.366,2.4059,2.4059
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.0361,0.0448,0.0914,0.1855,0.3539,0.4026,0.5152,0.5628,0.581,0.4902,0.3319,0.376,0.4626,0.3854,0.5103,0.6535,0.6535
ICJ,ICJ,Endividamento,x,3.3979,3.8529,1.4784,3.2958,3.1271,1.7379,1.3979,1.4791,1.9122,2.5758,4.3695,4.3243,0.9724,1.6247,1.7355,1.4923,1.4923
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,35.4745,5.357,8.4012,22.3881,21.4574,15.8815,29.4434,24.584,28.5154,12.2694,26.132,23.036,13.0493,12.7095,18.8814,10.31,10.31
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.639,1.7981,1.6523,1.398,1.2867,1.4477,0.7492,0.9332,0.9974,1.4796,1.1816,1.4022,1.3033,1.4733,1.261,1.4344,1.4344
LIQ_SECA,Liquidez Seca,Liquidez,x,1.5911,1.7477,1.6082,1.3564,1.2496,1.4204,0.7261,0.9151,0.9801,1.4552,1.1647,1.3775,1.2761,1.4545,1.2478,1.4163,1.4163
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.3656,1.3823,1.241,1.1691,1.1294,0.8275,0.8197,0.8106,0.8519,0.9107,1.0413,0.9918,0.911,0.9584,0.9029,0.9076,0.9076
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.3864,0.4127,0.4023,0.3972,0.5433,0.5088,0.4326,0.4229,0.4157,0.424,0.3983,0.4842,0.4412,0.3848,0.3947,0.4021,0.4021
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,39.7462,35.9659,36.8592,36.9404,47.6549,67.1971,34.3569,43.1844,58.8735,48.9889,41.1442,41.9223,38.4828,42.7847,43.1727,37.281,37.281
PME,PME,Eficiência,dias,8.7844,6.8478,6.8295,7.1242,4.8566,3.9974,4.5953,3.7316,3.6397,3.9931,4.3906,3.7239,4.1437,3.7935,2.7634,3.0241,3.0241
NCG_RECEITA,NCG/Receita,Eficiência,%,-0.9759,1.6186,-0.1086,2.3326,8.9748,10.102,0.4818,6.4734,8.0831,6.3925,6.0521,10.1941,5.0946,3.1124,7.9165,8.6829,8.6829
