codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-4.7923,33.6549,-0.048,,-0.0181,-0.2649,0.1747,-0.0716,-0.0214,-0.036,-0.0131,-0.0107
P_VPA,P/VPA,Valuation,x,-1.6065,-0.0152,-0.6758,-0.0027,-0.0022,-0.0117,-0.004,-0.0037,-0.002,-0.0014,-0.0008,-0.0007
EV_EBITDA,EV/EBITDA,Valuation,x,21.3275,-3.5511,-73.1069,-61.4267,-21.9856,-8.0506,5.5103,9.2063,-17.9502,-7.0182,-7.7835,-7.7821
EV_EBIT,EV/EBIT,Valuation,x,35.4639,-3.5511,-73.1069,-60.1657,-20.4796,-7.8509,5.7214,9.585,-17.3843,-6.8773,-7.6757,-7.6744
EV_RECEITA,EV/Receita,Valuation,x,33.5395,3131.7951,575.9202,444.4759,359.375,454.9275,180.7013,152.4271,133.9458,104.5051,93.7489,93.7326
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,33.8306,48.609,15.295,11.3156,13.2273,17.3651,-2.2761,5.2626,19.1597,20.9194,17.9527,17.9527
ROA,ROA,Rentabilidade,%,-11.9375,-29.0378,-29.3009,-24.542,-30.305,-49.8275,6.6077,-11.5893,-46.5874,-84.6594,-76.4326,-76.4326
ROIC,ROIC,Rentabilidade,%,4.1135,-183.5109,-29.9845,-2566.7902,50.3058,39.9978,-93.8033,-123.8491,30.2118,38.3711,41.2373,41.2373
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,157.2592,-88193.2296,-787.7787,-723.5872,-1634.5959,-5650.8823,3279.3229,1655.6879,-746.2074,-1489.0653,-1204.4599,-1204.4599
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,-238.3757,-132283.1656,-4729.4854,-4719.3709,-4733.4388,-8692.1643,465.273,-822.1104,-2632.425,-2470.1781,-1865.8269,-1865.8269
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,14.1296,-3.5034,-44.5131,-61.2611,-21.9331,-7.9379,5.4855,9.1707,-17.9108,-7.0063,-7.776,-7.776
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-3.1535,-1.1144,-1.052,-1.0004,-0.9397,-0.8243,-0.89,-0.9471,-0.8881,-0.7997,-0.8273,-0.8273
ICJ,ICJ,Endividamento,x,0.4993,-2.0004,-0.1999,-0.1858,-0.5891,-1.8161,2.0535,0.8152,-0.3634,-1.0448,-1.0909,-1.0909
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,68.1847,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.5573,0.0694,0.0212,0.0253,0.0278,0.0192,0.0237,0.047,0.0115,0.0079,0.0354,0.0354
LIQ_SECA,Liquidez Seca,Liquidez,x,0.556,0.0587,0.0212,0.0253,0.0278,0.0192,0.0237,0.047,0.0115,0.0079,0.0354,0.0354
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.372,0.0178,0.0112,0.01,0.0086,0.0067,0.0067,0.004,0.0017,0.0014,0.0032,0.0032
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.0501,0.0006,0.0061,0.0052,0.006,0.0067,0.0118,0.0128,0.0191,0.0463,0.0531,0.0531
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,-848.3942,-112.4737,,,,,-32721.5019,-22694.3128,,,-2515.8427,-2515.8427
PME,PME,Eficiência,dias,10.0175,238.5921,,,,,0.0,0.0,,,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,725.0477,-38758.7374,-4117.6592,-4414.5585,-4219.4955,-5366.7232,-2294.2399,-1745.7886,-1824.3314,-1472.4367,-941.37,-941.37
