codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-9.8611,-4.8605,-1.9174,13.8752,-29.9053,548.3871,740.3226
P_VPA,P/VPA,Valuation,x,2.6231,1.6023,0.7856,2.7717,1.3215,1.7905,2.4171
EV_EBITDA,EV/EBITDA,Valuation,x,395.5754,-66.9852,20.6651,13.1366,8.1722,7.3206,8.242
EV_EBIT,EV/EBIT,Valuation,x,395.5754,-66.9852,20.6651,13.1366,8.1722,7.3206,8.242
EV_RECEITA,EV/Receita,Valuation,x,4.9897,2.5988,1.4081,1.6661,1.0881,1.0159,1.1438
DY,Dividend Yield,Valuation,%,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,
ROE,ROE,Rentabilidade,%,24.843,35.8948,31.9245,17.018,2.3654,0.4895,0.4895
ROA,ROA,Rentabilidade,%,6.3279,8.5037,6.1366,2.6808,0.3472,0.0689,0.0689
ROIC,ROIC,Rentabilidade,%,0.2544,-1.1674,3.0179,7.1106,8.6624,10.7172,10.7172
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,1.2614,-3.8797,6.8139,12.683,13.3142,13.8774,13.8774
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,26.2824,26.8489,14.1682,5.0194,0.5502,0.0999,0.0999
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,175.5692,-39.1831,16.2542,7.1062,5.8992,4.688,4.688
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,2.0933,2.2583,2.8948,3.2662,3.4298,3.1884,3.1884
ICJ,ICJ,Endividamento,x,0.0398,-0.1566,0.296,0.6186,0.828,0.919,0.919
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,41.3927,30.3986,40.6158,23.2405,20.8365,20.7014,20.7014
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.2505,0.4008,0.3022,0.4949,0.6875,0.8241,0.8241
LIQ_SECA,Liquidez Seca,Liquidez,x,0.2505,0.4008,0.3022,0.4949,0.6875,0.8241,0.8241
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.1319,0.18,0.1739,0.1867,0.2278,0.2668,0.2668
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.2408,0.3242,0.4341,0.5393,0.6321,0.6965,0.6965
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,-33.6153,-52.063,-41.4466,-32.1772,-3.1223,-3.3159,-3.3159
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,-5.6739,-11.4111,-19.3718,-15.2612,-7.1065,-7.9224,-7.9224
