codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,0.1434,0.0235,0.7098,1.3567,1.1336,27.1889,13.6663,9.6177,7.9305,3.4935,3.4004,3.4004
P_VPA,P/VPA,Valuation,x,0.0173,0.0068,0.0253,0.2761,0.4411,3.9077,2.7518,3.332,2.96,1.3882,1.3172,1.3172
EV_EBITDA,EV/EBITDA,Valuation,x,-1.9872,-1.4208,-2.1308,-0.5691,1.8218,7.8464,5.8175,6.8275,4.48,5.7659,4.2686,4.2686
EV_EBIT,EV/EBIT,Valuation,x,-5.3327,-2.0592,-10.2324,-1.4107,2.8776,14.8692,8.2341,8.3168,6.7495,7.8366,16.2879,16.2879
EV_RECEITA,EV/Receita,Valuation,x,-1.7745,-1.3409,-0.8089,-0.283,1.537,7.3617,3.9737,5.1183,4.057,3.7901,3.6367,3.6367
DY,Dividend Yield,Valuation,%,,,,,,,,,0.1584,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,1.2563,,,
ROE,ROE,Rentabilidade,%,12.0797,27.6415,3.6146,21.946,53.1164,17.0384,27.2843,41.5094,43.583,51.7636,45.5428,45.5428
ROA,ROA,Rentabilidade,%,9.3813,21.3881,2.6243,14.6926,23.9752,7.3749,14.0215,21.0742,21.3106,24.511,19.5107,19.5107
ROIC,ROIC,Rentabilidade,%,12.3737,57.9703,6.8473,23.0132,15.5092,12.8159,23.8499,27.2022,22.3862,10.3326,4.8128,4.8128
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,89.2975,94.3751,37.9628,49.7277,84.3627,93.8222,68.3055,74.9664,90.5583,65.7335,85.1962,85.1962
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,43.6324,60.7287,5.7362,24.1336,51.2268,23.7851,30.324,53.8554,43.5102,71.7349,70.1939,70.1939
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-2.0573,-1.4359,-2.2381,-1.2275,1.1335,0.9537,-0.2496,-0.0818,0.6696,1.9535,1.467,1.467
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.5086,-0.6464,-0.5272,-0.5148,0.7262,0.5407,-0.1132,-0.0394,0.5202,0.7113,0.6897,0.6897
ICJ,ICJ,Endividamento,x,,42.2443,3.0642,,2.6041,2.0554,3.4089,15.3943,6.8074,11.886,1.7106,1.7106
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,2.0669,2.142,64.1349,79.6358,64.0973,69.9029,2.7288,5.4031,15.4543,2.5805,13.9818,13.9818
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,10.5337,9.8164,3.9181,2.8022,0.9062,0.8567,5.6228,7.6402,1.5286,2.1561,2.2062,2.2062
LIQ_SECA,Liquidez Seca,Liquidez,x,10.2378,9.3995,3.7283,2.6437,0.831,0.7661,5.4224,7.6402,1.3405,1.8295,1.9971,1.9971
LIQ_GERAL,Liquidez Geral,Liquidez,x,3.5953,3.4468,2.3766,2.0846,0.5251,0.5786,1.1612,1.0886,0.4106,0.4676,0.6564,0.6564
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.215,0.3676,0.4265,0.5523,0.2995,0.2803,0.3597,0.3134,0.4205,0.2576,0.2397,0.2397
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,314.5639,12.791,17.5388,4.9613,96.6515,61.196,60.6618,-9.8199,37.1959,46.0756,40.2254,40.2254
PME,PME,Eficiência,dias,30.9058,29.2535,34.07,40.02,48.0345,54.4552,41.5816,77.4974,55.2489,61.2074,46.7122,46.7122
NCG_RECEITA,NCG/Receita,Eficiência,%,125.6651,33.0127,23.4354,11.0054,36.7906,33.2169,10.8255,1.5753,8.1665,5.9166,13.0004,13.0004
