codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,2.8254,28.203,24.9979,-25.7102,-1.5337,-1.5337
P_VPA,P/VPA,Valuation,x,,0.4742,1.6332,1.7926,1.0946,0.7324,0.7324
EV_EBITDA,EV/EBITDA,Valuation,x,,2.8593,3.0833,3.0199,2.7985,3.3402,3.3402
EV_EBIT,EV/EBIT,Valuation,x,,6.6139,14.0225,10.1632,10.5656,33.179,33.179
EV_RECEITA,EV/Receita,Valuation,x,,0.212,0.3039,0.3722,0.3014,0.2745,0.2745
DY,Dividend Yield,Valuation,%,,1.6877,4.9535,6.6459,1.213,,
PAYOUT,Payout,Valuation,%,,4.7683,139.703,166.1333,-31.1855,,
ROE,ROE,Rentabilidade,%,,27.6185,6.1937,7.2867,-4.0237,-36.5508,-36.5508
ROA,ROA,Rentabilidade,%,,5.2617,1.2001,1.4365,-0.6529,-5.0848,-5.0848
ROIC,ROIC,Rentabilidade,%,,7.9268,5.7717,8.2952,6.4071,1.8848,1.8848
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,7.4159,9.8554,12.3244,10.7701,8.2168,8.2168
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,1.7526,0.5128,0.7311,-0.3397,-2.7115,-2.7115
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,2.1916,1.6159,1.5369,1.9876,2.8341,2.8341
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.3851,1.5566,1.7985,1.8579,2.6827,4.1008,4.1008
ICJ,ICJ,Endividamento,x,,4.2315,1.3187,1.3754,1.0322,0.234,0.234
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,8.1154,16.3404,25.5185,35.423,23.2274,12.2576,12.2576
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.1079,1.1847,1.189,1.0709,1.1386,1.7147,1.7147
LIQ_SECA,Liquidez Seca,Liquidez,x,0.7129,0.8591,0.8036,0.7615,0.8394,1.3005,1.3005
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.8332,0.7868,0.7729,0.7751,0.7272,0.7033,0.7033
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,1.9105,2.3439,1.8096,1.7799,1.9121,1.9121
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,16.1599,15.2348,22.1873,16.4624,18.4424,18.4424
PME,PME,Eficiência,dias,,33.0891,29.6684,35.878,31.3403,24.1956,24.1956
NCG_RECEITA,NCG/Receita,Eficiência,%,,4.5823,5.7699,6.2023,5.1391,6.727,6.727
